,C,coef0,decision_function_shape,gamma,kernel,Accuracy
920,4.0,3.0,ovr,0.5,rbf,0.6519042627533194
921,4.0,3.0,ovo,0.5,rbf,0.6519042627533194
922,7.0,2.0,ovo,0.5,rbf,0.6519042627533194
923,5.0,1.0,ovr,0.5,rbf,0.6519042627533194
924,2.0,0.0,ovr,0.5,rbf,0.6519042627533194
925,7.0,3.0,ovo,0.5,rbf,0.6519042627533194
926,5.0,1.0,ovo,0.5,rbf,0.6519042627533194
927,2.0,1.0,ovo,0.5,rbf,0.6519042627533194
928,7.0,0.0,ovo,0.5,rbf,0.6519042627533194
929,8.0,3.0,ovr,0.5,rbf,0.6519042627533194
930,4.0,1.0,ovo,0.5,rbf,0.6519042627533194
931,5.0,2.0,ovr,0.5,rbf,0.6519042627533194
932,7.0,1.0,ovo,0.5,poly,0.6500262054507338
933,5.0,1.0,ovo,0.5,poly,0.6500262054507338
934,7.0,1.0,ovr,0.5,poly,0.6500262054507338
935,5.0,1.0,ovr,0.5,poly,0.6500262054507338
936,3.0,3.0,ovo,1.0,poly,0.6499825296995108
937,4.0,0.0,ovr,0.5,poly,0.6499825296995108
938,4.0,2.0,ovr,0.5,poly,0.6499825296995108
939,4.0,0.0,ovo,0.5,poly,0.6499825296995108
940,3.0,3.0,ovo,0.5,poly,0.6499825296995108
941,4.0,1.0,ovr,0.5,poly,0.6499825296995108
942,3.0,3.0,ovr,0.5,poly,0.6499825296995108
943,4.0,1.0,ovo,0.5,poly,0.6499825296995108
944,3.0,3.0,ovr,1.0,poly,0.6499825296995108
945,4.0,2.0,ovo,0.5,poly,0.6499825296995108
946,2.0,1.0,ovo,3.0,poly,0.649851502445842
947,2.0,1.0,ovr,3.0,poly,0.649851502445842
948,4.0,2.0,ovr,3.0,poly,0.6498078266946191
949,7.0,2.0,ovr,3.0,poly,0.6498078266946191
950,5.0,2.0,ovr,3.0,poly,0.6498078266946191
951,3.0,2.0,ovo,3.0,poly,0.6498078266946191
952,6.0,2.0,ovr,3.0,poly,0.6498078266946191
953,3.0,2.0,ovr,3.0,poly,0.6498078266946191
954,4.0,2.0,ovo,3.0,poly,0.6498078266946191
955,5.0,2.0,ovo,3.0,poly,0.6498078266946191
956,8.0,2.0,ovr,3.0,poly,0.6498078266946191
957,6.0,2.0,ovo,3.0,poly,0.6498078266946191
958,8.0,2.0,ovo,3.0,poly,0.6498078266946191
959,7.0,2.0,ovo,3.0,poly,0.6498078266946191
960,2.0,2.0,ovr,0.5,poly,0.6476240391334731
961,2.0,2.0,ovr,1.0,poly,0.6476240391334731
962,2.0,2.0,ovo,1.0,poly,0.6476240391334731
963,5.0,2.0,ovr,0.5,poly,0.6476240391334731
964,5.0,2.0,ovo,1.0,poly,0.6476240391334731
965,5.0,2.0,ovr,1.0,poly,0.6476240391334731
966,2.0,2.0,ovo,0.5,poly,0.6476240391334731
967,5.0,2.0,ovo,0.5,poly,0.6476240391334731
968,7.0,1.0,ovr,3.0,poly,0.6475366876310271
969,4.0,1.0,ovr,3.0,poly,0.6475366876310271
970,3.0,1.0,ovo,3.0,poly,0.6475366876310271
971,3.0,1.0,ovr,3.0,poly,0.6475366876310271
972,6.0,1.0,ovr,3.0,poly,0.6475366876310271
973,6.0,1.0,ovo,3.0,poly,0.6475366876310271
974,4.0,1.0,ovo,3.0,poly,0.6475366876310271
975,8.0,1.0,ovo,3.0,poly,0.6475366876310271
976,5.0,1.0,ovr,3.0,poly,0.6475366876310271
977,5.0,1.0,ovo,3.0,poly,0.6475366876310271
978,8.0,1.0,ovr,3.0,poly,0.6475366876310271
979,7.0,1.0,ovo,3.0,poly,0.6475366876310271
980,5.0,2.0,ovo,0.01,sigmoid,0.647143605870021
981,5.0,2.0,ovr,0.01,sigmoid,0.647143605870021
982,4.0,2.0,ovo,1.0,poly,0.6453529000698812
983,4.0,3.0,ovr,0.5,poly,0.6453529000698812
984,4.0,3.0,ovo,0.5,poly,0.6453529000698812
985,4.0,3.0,ovr,1.0,poly,0.6453529000698812
986,2.0,3.0,ovo,0.5,poly,0.6453529000698812
987,3.0,2.0,ovo,0.5,poly,0.6453529000698812
988,3.0,2.0,ovo,1.0,poly,0.6453529000698812
989,2.0,3.0,ovr,0.5,poly,0.6453529000698812
990,4.0,3.0,ovo,1.0,poly,0.6453529000698812
991,3.0,2.0,ovr,0.5,poly,0.6453529000698812
992,4.0,2.0,ovr,1.0,poly,0.6453529000698812
993,3.0,2.0,ovr,1.0,poly,0.6453529000698812
994,1.0,3.0,ovo,0.5,poly,0.6453092243186582
995,1.0,3.0,ovr,0.5,poly,0.6453092243186582
996,8.0,2.0,ovr,0.5,poly,0.6452655485674353
997,3.0,1.0,ovr,0.5,poly,0.6452655485674353
998,8.0,2.0,ovo,0.5,poly,0.6452655485674353
999,3.0,1.0,ovo,0.5,poly,0.6452655485674353
1000,8.0,3.0,ovr,0.1,poly,0.6450908455625437
1001,8.0,3.0,ovo,0.1,poly,0.6450908455625437
1002,2.0,3.0,ovo,1.0,rbf,0.644916142557652
1003,8.0,1.0,ovr,1.0,rbf,0.644916142557652
1004,7.0,0.0,ovo,1.0,rbf,0.644916142557652
1005,6.0,1.0,ovo,1.0,rbf,0.644916142557652
1006,2.0,2.0,ovr,1.0,rbf,0.644916142557652
1007,2.0,2.0,ovo,1.0,rbf,0.644916142557652
1008,8.0,2.0,ovo,1.0,rbf,0.644916142557652
1009,6.0,1.0,ovr,1.0,rbf,0.644916142557652
1010,2.0,1.0,ovr,1.0,rbf,0.644916142557652
1011,2.0,1.0,ovo,1.0,rbf,0.644916142557652
1012,2.0,0.0,ovr,1.0,rbf,0.644916142557652
1013,6.0,2.0,ovo,1.0,rbf,0.644916142557652
1014,2.0,0.0,ovo,1.0,rbf,0.644916142557652
1015,8.0,2.0,ovr,1.0,rbf,0.644916142557652
1016,6.0,2.0,ovr,1.0,rbf,0.644916142557652
1017,7.0,0.0,ovr,1.0,rbf,0.644916142557652
1018,6.0,3.0,ovr,1.0,rbf,0.644916142557652
1019,8.0,3.0,ovo,1.0,rbf,0.644916142557652
1020,3.0,3.0,ovo,1.0,rbf,0.644916142557652
1021,5.0,3.0,ovo,1.0,rbf,0.644916142557652
1022,4.0,0.0,ovo,1.0,rbf,0.644916142557652
1023,8.0,0.0,ovo,1.0,rbf,0.644916142557652
1024,2.0,3.0,ovr,1.0,rbf,0.644916142557652
1025,4.0,0.0,ovr,1.0,rbf,0.644916142557652
1026,5.0,2.0,ovr,1.0,rbf,0.644916142557652
1027,4.0,1.0,ovo,1.0,rbf,0.644916142557652
1028,7.0,1.0,ovr,1.0,rbf,0.644916142557652
1029,4.0,1.0,ovr,1.0,rbf,0.644916142557652
1030,7.0,3.0,ovr,1.0,rbf,0.644916142557652
1031,5.0,2.0,ovo,1.0,rbf,0.644916142557652
1032,4.0,2.0,ovo,1.0,rbf,0.644916142557652
1033,4.0,2.0,ovr,1.0,rbf,0.644916142557652
1034,7.0,3.0,ovo,1.0,rbf,0.644916142557652
1035,8.0,3.0,ovr,1.0,rbf,0.644916142557652
1036,5.0,1.0,ovr,1.0,rbf,0.644916142557652
1037,4.0,3.0,ovo,1.0,rbf,0.644916142557652
1038,4.0,3.0,ovr,1.0,rbf,0.644916142557652
1039,7.0,2.0,ovo,1.0,rbf,0.644916142557652
1040,5.0,1.0,ovo,1.0,rbf,0.644916142557652
1041,7.0,2.0,ovr,1.0,rbf,0.644916142557652
1042,5.0,0.0,ovo,1.0,rbf,0.644916142557652
1043,5.0,0.0,ovr,1.0,rbf,0.644916142557652
1044,3.0,3.0,ovr,1.0,rbf,0.644916142557652
1045,3.0,2.0,ovr,1.0,rbf,0.644916142557652
1046,3.0,1.0,ovo,1.0,rbf,0.644916142557652
1047,8.0,1.0,ovo,1.0,rbf,0.644916142557652
1048,3.0,1.0,ovr,1.0,rbf,0.644916142557652
1049,6.0,0.0,ovo,1.0,rbf,0.644916142557652
1050,6.0,0.0,ovr,1.0,rbf,0.644916142557652
1051,5.0,3.0,ovr,1.0,rbf,0.644916142557652
1052,6.0,3.0,ovo,1.0,rbf,0.644916142557652
1053,7.0,1.0,ovo,1.0,rbf,0.644916142557652
1054,3.0,2.0,ovo,1.0,rbf,0.644916142557652
1055,3.0,0.0,ovr,1.0,rbf,0.644916142557652
1056,3.0,0.0,ovo,1.0,rbf,0.644916142557652
1057,8.0,0.0,ovr,1.0,rbf,0.644916142557652
1058,1.0,1.0,ovr,0.1,sigmoid,0.6447851153039832
1059,1.0,1.0,ovo,0.1,sigmoid,0.6447851153039832
1060,5.0,3.0,ovr,0.5,poly,0.6429944095038435
1061,5.0,3.0,ovo,0.5,poly,0.6429944095038435
1062,5.0,3.0,ovr,1.0,poly,0.6429507337526206
1063,5.0,3.0,ovo,1.0,poly,0.6429507337526206
1064,6.0,2.0,ovr,1.0,poly,0.6429070580013976
1065,6.0,2.0,ovo,1.0,poly,0.6429070580013976
1066,7.0,2.0,ovo,1.0,poly,0.6428633822501747
1067,7.0,2.0,ovr,1.0,poly,0.6428633822501747
1068,2.0,1.0,ovo,0.5,poly,0.6428197064989518
1069,2.0,1.0,ovr,0.5,poly,0.6428197064989518
1070,3.0,0.0,ovo,0.5,poly,0.6405485674353599
1071,3.0,0.0,ovr,0.5,poly,0.6405485674353599
1072,1.0,2.0,ovo,0.5,poly,0.6405048916841369
1073,1.0,2.0,ovr,0.5,poly,0.6405048916841369
1074,2.0,0.0,ovr,0.5,poly,0.640461215932914
1075,2.0,0.0,ovo,0.5,poly,0.640461215932914
1076,1.0,1.0,ovr,0.5,poly,0.640461215932914
1077,1.0,1.0,ovo,0.5,poly,0.640461215932914
1078,1.0,3.0,ovr,1.0,rbf,0.6401991614255765
1079,1.0,1.0,ovo,1.0,rbf,0.6401991614255765
1080,1.0,2.0,ovr,1.0,rbf,0.6401991614255765
1081,1.0,0.0,ovr,1.0,rbf,0.6401991614255765
1082,1.0,3.0,ovo,1.0,rbf,0.6401991614255765
1083,1.0,1.0,ovr,1.0,rbf,0.6401991614255765
1084,1.0,0.0,ovo,1.0,rbf,0.6401991614255765
1085,1.0,2.0,ovo,1.0,rbf,0.6401991614255765
1086,1.0,1.0,ovr,0.001,poly,0.6401118099231307
1087,1.0,1.0,ovo,0.001,poly,0.6401118099231307
1088,6.0,3.0,ovr,0.5,poly,0.638233752620545
1089,6.0,3.0,ovo,0.5,poly,0.638233752620545
1090,8.0,3.0,ovo,0.5,poly,0.6381900768693222
1091,8.0,3.0,ovr,0.5,poly,0.6381900768693222
1092,1.0,2.0,ovo,3.0,rbf,0.6378406708595388
1093,1.0,1.0,ovo,3.0,rbf,0.6378406708595388
1094,1.0,2.0,ovr,3.0,rbf,0.6378406708595388
1095,1.0,3.0,ovo,3.0,rbf,0.6378406708595388
1096,1.0,1.0,ovr,3.0,rbf,0.6378406708595388
1097,1.0,3.0,ovr,3.0,rbf,0.6378406708595388
1098,1.0,0.0,ovr,3.0,rbf,0.6378406708595388
1099,1.0,0.0,ovo,3.0,rbf,0.6378406708595388
1100,7.0,3.0,ovo,0.5,poly,0.6358752620545074
1101,7.0,3.0,ovr,0.5,poly,0.6358752620545074
1102,8.0,2.0,ovo,1.0,poly,0.6358315863032844
1103,8.0,2.0,ovr,1.0,poly,0.6358315863032844
1104,3.0,2.0,ovr,0.1,sigmoid,0.635525856044724
1105,3.0,2.0,ovo,0.1,sigmoid,0.635525856044724
1106,2.0,1.0,ovr,3.0,rbf,0.635482180293501
1107,3.0,0.0,ovr,3.0,rbf,0.635482180293501
1108,2.0,0.0,ovo,3.0,rbf,0.635482180293501
1109,2.0,0.0,ovr,3.0,rbf,0.635482180293501
1110,2.0,1.0,ovo,3.0,rbf,0.635482180293501
1111,3.0,3.0,ovr,3.0,rbf,0.635482180293501
1112,3.0,3.0,ovo,3.0,rbf,0.635482180293501
1113,2.0,2.0,ovo,3.0,rbf,0.635482180293501
1114,3.0,2.0,ovo,3.0,rbf,0.635482180293501
1115,3.0,1.0,ovr,3.0,rbf,0.635482180293501
1116,3.0,2.0,ovr,3.0,rbf,0.635482180293501
1117,3.0,1.0,ovo,3.0,rbf,0.635482180293501
1118,3.0,0.0,ovo,3.0,rbf,0.635482180293501
1119,2.0,2.0,ovr,3.0,rbf,0.635482180293501
1120,2.0,3.0,ovo,3.0,rbf,0.635482180293501
1121,2.0,3.0,ovr,3.0,rbf,0.635482180293501
1122,3.0,0.0,ovo,0.001,sigmoid,0.6354385045422781
1123,3.0,0.0,ovr,0.001,sigmoid,0.6354385045422781
1124,7.0,3.0,ovo,1.0,poly,0.6335167714884696
1125,6.0,3.0,ovr,1.0,poly,0.6335167714884696
1126,6.0,3.0,ovo,1.0,poly,0.6335167714884696
1127,8.0,3.0,ovo,1.0,poly,0.6335167714884696
1128,7.0,3.0,ovr,1.0,poly,0.6335167714884696
1129,8.0,3.0,ovr,1.0,poly,0.6335167714884696
1130,8.0,2.0,ovo,3.0,rbf,0.6331236897274632
1131,8.0,3.0,ovr,3.0,rbf,0.6331236897274632
1132,7.0,0.0,ovo,3.0,rbf,0.6331236897274632
1133,7.0,2.0,ovo,3.0,rbf,0.6331236897274632
1134,7.0,2.0,ovr,3.0,rbf,0.6331236897274632
1135,7.0,0.0,ovr,3.0,rbf,0.6331236897274632
1136,6.0,3.0,ovr,3.0,rbf,0.6331236897274632
1137,8.0,1.0,ovr,3.0,rbf,0.6331236897274632
1138,7.0,3.0,ovo,3.0,rbf,0.6331236897274632
1139,8.0,0.0,ovr,3.0,rbf,0.6331236897274632
1140,7.0,1.0,ovr,3.0,rbf,0.6331236897274632
1141,8.0,1.0,ovo,3.0,rbf,0.6331236897274632
1142,8.0,0.0,ovo,3.0,rbf,0.6331236897274632
1143,8.0,2.0,ovr,3.0,rbf,0.6331236897274632
1144,7.0,1.0,ovo,3.0,rbf,0.6331236897274632
1145,8.0,3.0,ovo,3.0,rbf,0.6331236897274632
1146,7.0,3.0,ovr,3.0,rbf,0.6331236897274632
1147,5.0,0.0,ovr,3.0,rbf,0.6331236897274632
1148,6.0,0.0,ovo,3.0,rbf,0.6331236897274632
1149,4.0,3.0,ovr,3.0,rbf,0.6331236897274632
1150,5.0,0.0,ovo,3.0,rbf,0.6331236897274632
1151,6.0,1.0,ovr,3.0,rbf,0.6331236897274632
1152,6.0,1.0,ovo,3.0,rbf,0.6331236897274632
1153,6.0,0.0,ovr,3.0,rbf,0.6331236897274632
1154,4.0,2.0,ovo,3.0,rbf,0.6331236897274632
1155,4.0,2.0,ovr,3.0,rbf,0.6331236897274632
1156,5.0,3.0,ovr,3.0,rbf,0.6331236897274632
1157,5.0,3.0,ovo,3.0,rbf,0.6331236897274632
1158,4.0,3.0,ovo,3.0,rbf,0.6331236897274632
1159,4.0,0.0,ovo,3.0,rbf,0.6331236897274632
1160,5.0,2.0,ovr,3.0,rbf,0.6331236897274632
1161,4.0,0.0,ovr,3.0,rbf,0.6331236897274632
1162,4.0,1.0,ovo,3.0,rbf,0.6331236897274632
1163,5.0,2.0,ovo,3.0,rbf,0.6331236897274632
1164,4.0,1.0,ovr,3.0,rbf,0.6331236897274632
1165,5.0,1.0,ovr,3.0,rbf,0.6331236897274632
1166,6.0,2.0,ovo,3.0,rbf,0.6331236897274632
1167,5.0,1.0,ovo,3.0,rbf,0.6331236897274632
1168,6.0,2.0,ovr,3.0,rbf,0.6331236897274632
1169,6.0,3.0,ovo,3.0,rbf,0.6331236897274632
1170,4.0,2.0,ovo,0.1,sigmoid,0.6286687631027253
1171,4.0,2.0,ovr,0.1,sigmoid,0.6286687631027253
1172,7.0,1.0,ovo,0.001,sigmoid,0.6238644304682041
1173,2.0,1.0,ovo,0.1,sigmoid,0.6238644304682041
1174,2.0,1.0,ovr,0.1,sigmoid,0.6238644304682041
1175,7.0,1.0,ovr,0.001,sigmoid,0.6238644304682041
1176,7.0,1.0,ovo,0.1,sigmoid,0.623864430468204
1177,7.0,1.0,ovr,0.1,sigmoid,0.623864430468204
1178,1.0,2.0,ovr,0.1,sigmoid,0.6215932914046122
1179,1.0,2.0,ovo,0.1,sigmoid,0.6215932914046122
1180,3.0,1.0,ovo,0.1,sigmoid,0.6213312368972745
1181,3.0,1.0,ovr,0.1,sigmoid,0.6213312368972745
1182,5.0,3.0,ovr,0.1,sigmoid,0.6193221523410203
1183,5.0,3.0,ovo,0.1,sigmoid,0.6193221523410203
1184,6.0,1.0,ovr,0.1,sigmoid,0.6191911250873514
1185,6.0,1.0,ovo,0.1,sigmoid,0.6191911250873514
1186,8.0,3.0,ovr,0.1,sigmoid,0.6170946890286513
1187,8.0,3.0,ovo,0.1,sigmoid,0.6170946890286513
1188,4.0,1.0,ovo,0.1,sigmoid,0.6166579315164221
1189,4.0,1.0,ovr,0.1,sigmoid,0.6166579315164221
1190,6.0,3.0,ovr,0.1,sigmoid,0.6146051712089448
1191,6.0,3.0,ovo,0.1,sigmoid,0.6146051712089448
1192,2.0,2.0,ovr,0.1,sigmoid,0.614517819706499
1193,2.0,2.0,ovo,0.1,sigmoid,0.614517819706499
1194,8.0,0.0,ovr,0.01,poly,0.6143867924528301
1195,8.0,0.0,ovo,0.01,poly,0.6143867924528301
1196,1.0,0.0,ovr,0.1,sigmoid,0.6143431167016074
1197,1.0,0.0,ovo,0.1,sigmoid,0.6143431167016074
1198,6.0,1.0,ovo,0.001,sigmoid,0.6122030048916842
1199,6.0,1.0,ovr,0.001,sigmoid,0.6122030048916842
1200,6.0,2.0,ovr,0.1,sigmoid,0.6098008385744235
1201,6.0,2.0,ovo,0.1,sigmoid,0.6098008385744235
1202,3.0,0.0,ovr,0.01,poly,0.6097571628232006
1203,3.0,0.0,ovo,0.01,poly,0.6097571628232006
1204,7.0,0.0,ovo,0.01,poly,0.6097571628232006
1205,7.0,0.0,ovr,0.01,poly,0.6097571628232006
1206,4.0,2.0,ovr,0.01,sigmoid,0.6074860237596087
1207,4.0,2.0,ovo,0.01,sigmoid,0.6074860237596087
1208,6.0,0.0,ovo,0.01,poly,0.6074423480083857
1209,6.0,0.0,ovr,0.01,poly,0.6074423480083857
1210,4.0,0.0,ovr,0.01,poly,0.6074423480083857
1211,5.0,0.0,ovr,0.01,poly,0.6074423480083857
1212,4.0,0.0,ovo,0.01,poly,0.6074423480083857
1213,5.0,0.0,ovo,0.01,poly,0.6074423480083857
1214,7.0,3.0,ovo,0.1,sigmoid,0.6053022361984626
1215,7.0,3.0,ovr,0.1,sigmoid,0.6053022361984626
1216,4.0,3.0,ovr,0.1,sigmoid,0.6052585604472397
1217,4.0,3.0,ovo,0.1,sigmoid,0.6052585604472397
1218,2.0,0.0,ovo,0.1,sigmoid,0.6050401816911251
1219,2.0,0.0,ovr,0.1,sigmoid,0.6050401816911251
1220,8.0,1.0,ovr,0.1,sigmoid,0.6029000698812019
1221,8.0,1.0,ovo,0.1,sigmoid,0.6029000698812019
1222,5.0,1.0,ovr,0.1,sigmoid,0.6026816911250873
1223,5.0,1.0,ovo,0.1,sigmoid,0.6026816911250873
1224,3.0,0.0,ovr,0.1,sigmoid,0.6004105520614954
1225,3.0,0.0,ovo,0.1,sigmoid,0.6004105520614954
1226,4.0,0.0,ovr,0.1,sigmoid,0.6002358490566038
1227,4.0,0.0,ovo,0.1,sigmoid,0.6002358490566038
1228,5.0,2.0,ovo,0.1,sigmoid,0.5981830887491264
1229,5.0,2.0,ovr,0.1,sigmoid,0.5981830887491264
1230,6.0,0.0,ovr,0.1,sigmoid,0.5957809224318658
1231,6.0,0.0,ovo,0.1,sigmoid,0.5957809224318658
1232,3.0,3.0,ovr,0.1,sigmoid,0.5935534591194969
1233,3.0,3.0,ovo,0.1,sigmoid,0.5935534591194969
1234,2.0,0.0,ovo,0.01,poly,0.5935097833682739
1235,2.0,0.0,ovr,0.01,poly,0.5935097833682739
1236,7.0,2.0,ovr,0.1,sigmoid,0.5911949685534592
1237,7.0,2.0,ovo,0.1,sigmoid,0.5911949685534592
1238,5.0,1.0,ovr,0.001,sigmoid,0.5911512928022362
1239,5.0,1.0,ovo,0.001,sigmoid,0.5911512928022362
1240,2.0,0.0,ovr,0.001,sigmoid,0.5888364779874213
1241,2.0,0.0,ovo,0.001,sigmoid,0.5888364779874213
1242,1.0,0.0,ovo,0.01,poly,0.5864779874213836
1243,1.0,0.0,ovr,0.001,rbf,0.5864779874213836
1244,1.0,0.0,ovr,0.01,poly,0.5864779874213836
1245,3.0,2.0,ovr,0.01,sigmoid,0.5864779874213836
1246,1.0,2.0,ovo,0.001,rbf,0.5864779874213836
1247,1.0,3.0,ovo,0.001,rbf,0.5864779874213836
1248,1.0,3.0,ovr,0.001,rbf,0.5864779874213836
1249,1.0,1.0,ovr,0.001,rbf,0.5864779874213836
1250,1.0,1.0,ovo,0.001,rbf,0.5864779874213836
1251,3.0,2.0,ovo,0.01,sigmoid,0.5864779874213836
1252,1.0,2.0,ovr,0.001,rbf,0.5864779874213836
1253,1.0,0.0,ovo,0.001,rbf,0.5864779874213836
1254,8.0,3.0,ovo,0.01,sigmoid,0.5841194968553458
1255,8.0,3.0,ovo,0.001,sigmoid,0.5841194968553458
1256,4.0,3.0,ovo,0.01,sigmoid,0.5841194968553458
1257,7.0,3.0,ovr,0.001,sigmoid,0.5841194968553458
1258,7.0,3.0,ovr,0.01,sigmoid,0.5841194968553458
1259,1.0,3.0,ovr,0.01,sigmoid,0.5841194968553458
1260,4.0,3.0,ovr,0.01,sigmoid,0.5841194968553458
1261,4.0,2.0,ovr,0.001,sigmoid,0.5841194968553458
1262,1.0,3.0,ovr,0.001,sigmoid,0.5841194968553458
1263,4.0,3.0,ovo,0.001,sigmoid,0.5841194968553458
1264,1.0,3.0,ovr,0.1,sigmoid,0.5841194968553458
1265,4.0,3.0,ovr,0.001,sigmoid,0.5841194968553458
1266,7.0,3.0,ovo,0.01,sigmoid,0.5841194968553458
1267,4.0,1.0,ovr,0.001,sigmoid,0.5841194968553458
1268,2.0,0.0,ovo,0.001,poly,0.5841194968553458
1269,4.0,2.0,ovo,0.001,sigmoid,0.5841194968553458
1270,2.0,2.0,ovr,0.001,sigmoid,0.5841194968553458
1271,2.0,2.0,ovr,0.01,sigmoid,0.5841194968553458
1272,8.0,2.0,ovo,0.001,sigmoid,0.5841194968553458
1273,1.0,0.0,ovo,0.001,sigmoid,0.5841194968553458
1274,2.0,3.0,ovo,0.001,sigmoid,0.5841194968553458
1275,2.0,3.0,ovo,0.01,sigmoid,0.5841194968553458
1276,2.0,3.0,ovo,0.1,sigmoid,0.5841194968553458
1277,2.0,1.0,ovr,0.001,sigmoid,0.5841194968553458
1278,2.0,3.0,ovr,0.001,sigmoid,0.5841194968553458
1279,2.0,3.0,ovr,0.01,sigmoid,0.5841194968553458
1280,2.0,3.0,ovr,0.1,sigmoid,0.5841194968553458
1281,3.0,0.0,ovo,0.001,poly,0.5841194968553458
1282,8.0,2.0,ovr,0.001,sigmoid,0.5841194968553458
1283,3.0,0.0,ovr,0.001,poly,0.5841194968553458
1284,3.0,1.0,ovo,0.001,sigmoid,0.5841194968553458
1285,3.0,1.0,ovr,0.001,sigmoid,0.5841194968553458
1286,3.0,2.0,ovo,0.001,sigmoid,0.5841194968553458
1287,2.0,1.0,ovo,0.001,sigmoid,0.5841194968553458
1288,3.0,2.0,ovr,0.001,sigmoid,0.5841194968553458
1289,3.0,3.0,ovo,0.001,sigmoid,0.5841194968553458
1290,3.0,3.0,ovo,0.01,sigmoid,0.5841194968553458
1291,3.0,3.0,ovr,0.001,sigmoid,0.5841194968553458
1292,3.0,3.0,ovr,0.01,sigmoid,0.5841194968553458
1293,2.0,0.0,ovr,0.001,poly,0.5841194968553458
1294,4.0,0.0,ovo,0.001,poly,0.5841194968553458
1295,8.0,0.0,ovr,0.001,poly,0.5841194968553458
1296,4.0,0.0,ovr,0.001,poly,0.5841194968553458
1297,4.0,1.0,ovo,0.001,sigmoid,0.5841194968553458
1298,8.0,0.0,ovo,0.001,poly,0.5841194968553458
1299,2.0,2.0,ovo,0.001,sigmoid,0.5841194968553458
1300,2.0,2.0,ovo,0.01,sigmoid,0.5841194968553458
1301,7.0,3.0,ovo,0.001,sigmoid,0.5841194968553458
1302,8.0,3.0,ovr,0.001,sigmoid,0.5841194968553458
1303,5.0,3.0,ovo,0.01,sigmoid,0.5841194968553458
1304,6.0,3.0,ovr,0.001,sigmoid,0.5841194968553458
1305,5.0,3.0,ovo,0.001,sigmoid,0.5841194968553458
1306,6.0,2.0,ovo,0.001,sigmoid,0.5841194968553458
1307,1.0,2.0,ovo,0.001,sigmoid,0.5841194968553458
1308,1.0,3.0,ovo,0.01,sigmoid,0.5841194968553458
1309,7.0,0.0,ovr,0.001,poly,0.5841194968553458
1310,1.0,3.0,ovo,0.001,sigmoid,0.5841194968553458
1311,7.0,2.0,ovo,0.001,sigmoid,0.5841194968553458
1312,6.0,2.0,ovr,0.001,sigmoid,0.5841194968553458
1313,6.0,3.0,ovo,0.01,sigmoid,0.5841194968553458
1314,5.0,2.0,ovr,0.001,sigmoid,0.5841194968553458
1315,6.0,3.0,ovo,0.001,sigmoid,0.5841194968553458
1316,1.0,2.0,ovo,0.01,sigmoid,0.5841194968553458
1317,5.0,2.0,ovo,0.001,sigmoid,0.5841194968553458
1318,1.0,0.0,ovr,0.001,poly,0.5841194968553458
1319,7.0,2.0,ovr,0.001,sigmoid,0.5841194968553458
1320,1.0,2.0,ovr,0.01,sigmoid,0.5841194968553458
1321,1.0,2.0,ovr,0.001,sigmoid,0.5841194968553458
1322,1.0,1.0,ovr,0.001,sigmoid,0.5841194968553458
1323,1.0,0.0,ovo,0.001,poly,0.5841194968553458
1324,5.0,0.0,ovo,0.001,poly,0.5841194968553458
1325,6.0,0.0,ovr,0.001,poly,0.5841194968553458
1326,6.0,0.0,ovo,0.001,poly,0.5841194968553458
1327,1.0,3.0,ovo,0.1,sigmoid,0.5841194968553458
1328,1.0,1.0,ovo,0.001,sigmoid,0.5841194968553458
1329,7.0,0.0,ovo,0.001,poly,0.5841194968553458
1330,1.0,0.0,ovr,0.001,sigmoid,0.5841194968553458
1331,8.0,3.0,ovr,0.01,sigmoid,0.5841194968553458
1332,5.0,0.0,ovr,0.001,poly,0.5841194968553458
1333,5.0,3.0,ovr,0.01,sigmoid,0.5841194968553458
1334,5.0,3.0,ovr,0.001,sigmoid,0.5841194968553458
1335,6.0,3.0,ovr,0.01,sigmoid,0.5841194968553458
1336,8.0,2.0,ovo,0.1,sigmoid,0.5818046820405312
1337,8.0,2.0,ovr,0.1,sigmoid,0.5818046820405312
1338,8.0,1.0,ovr,3.0,sigmoid,0.5814989517819706
1339,7.0,1.0,ovo,3.0,sigmoid,0.5814989517819706
1340,7.0,1.0,ovr,3.0,sigmoid,0.5814989517819706
1341,8.0,1.0,ovo,3.0,sigmoid,0.5814989517819706
1342,2.0,1.0,ovo,3.0,sigmoid,0.5793151642208245
1343,2.0,1.0,ovr,3.0,sigmoid,0.5793151642208245
1344,5.0,1.0,ovo,3.0,sigmoid,0.5768256464011181
1345,5.0,1.0,ovr,3.0,sigmoid,0.5768256464011181
1346,2.0,1.0,ovo,0.5,sigmoid,0.5764325646401118
1347,2.0,1.0,ovr,0.5,sigmoid,0.5764325646401118
1348,3.0,1.0,ovr,3.0,sigmoid,0.5745981830887491
1349,3.0,1.0,ovo,3.0,sigmoid,0.5745981830887491
1350,1.0,1.0,ovr,3.0,sigmoid,0.5745981830887491
1351,5.0,0.0,ovo,0.1,sigmoid,0.5745981830887491
1352,1.0,1.0,ovo,3.0,sigmoid,0.5745981830887491
1353,5.0,0.0,ovr,0.1,sigmoid,0.5745981830887491
1354,6.0,1.0,ovo,3.0,sigmoid,0.5745545073375262
1355,6.0,1.0,ovr,3.0,sigmoid,0.5745545073375262
