,algorithm,leaf_size,n_neighbors,p,weights,Accuracy
564,brute,71,6,3,uniform,0.7265897973445143
565,brute,11,6,2,distance,0.7265897973445143
566,brute,71,6,2,distance,0.7265897973445143
567,kd_tree,91,6,2,distance,0.7265897973445143
568,kd_tree,1,6,3,uniform,0.7265897973445143
569,kd_tree,91,6,3,uniform,0.7265897973445143
570,ball_tree,51,6,2,distance,0.7265897973445143
571,ball_tree,51,6,3,uniform,0.7265897973445143
572,kd_tree,61,6,3,uniform,0.7265897973445143
573,kd_tree,61,6,2,distance,0.7265897973445143
574,brute,1,6,2,distance,0.7265897973445143
575,ball_tree,91,6,3,uniform,0.7265897973445143
576,auto,81,6,3,uniform,0.7265897973445143
577,auto,91,6,3,uniform,0.7265897973445143
578,auto,11,6,3,uniform,0.7265897973445143
579,auto,51,6,3,uniform,0.7265897973445143
580,auto,11,6,2,distance,0.7265897973445143
581,auto,1,6,3,uniform,0.7265897973445143
582,auto,1,6,2,distance,0.7265897973445143
583,auto,71,6,2,distance,0.7265897973445143
584,auto,41,6,3,uniform,0.7265897973445143
585,auto,71,6,3,uniform,0.7265897973445143
586,auto,41,6,2,distance,0.7265897973445143
587,ball_tree,11,6,3,uniform,0.7265897973445143
588,ball_tree,11,6,2,distance,0.7265897973445143
589,auto,21,6,2,distance,0.7265897973445143
590,ball_tree,1,6,2,distance,0.7265897973445143
591,auto,81,6,2,distance,0.7265897973445143
592,auto,91,6,2,distance,0.7265897973445143
593,auto,61,6,2,distance,0.7265897973445143
594,ball_tree,1,6,3,uniform,0.7265897973445143
595,auto,61,6,3,uniform,0.7265897973445143
596,auto,31,6,2,distance,0.7265897973445143
597,auto,31,6,3,uniform,0.7265897973445143
598,auto,21,6,3,uniform,0.7265897973445143
599,auto,51,6,2,distance,0.7265897973445143
600,ball_tree,41,7,3,uniform,0.7265024458420685
601,brute,51,7,3,uniform,0.7265024458420685
602,auto,51,7,3,uniform,0.7265024458420685
603,kd_tree,51,7,3,uniform,0.7265024458420685
604,kd_tree,41,7,3,uniform,0.7265024458420685
605,kd_tree,61,7,3,uniform,0.7265024458420685
606,brute,41,7,3,uniform,0.7265024458420685
607,ball_tree,61,7,3,uniform,0.7265024458420685
608,auto,11,7,3,uniform,0.7265024458420685
609,ball_tree,31,7,3,uniform,0.7265024458420685
610,kd_tree,71,7,3,uniform,0.7265024458420685
611,brute,91,7,3,uniform,0.7265024458420685
612,auto,41,7,3,uniform,0.7265024458420685
613,kd_tree,81,7,3,uniform,0.7265024458420685
614,brute,31,7,3,uniform,0.7265024458420685
615,ball_tree,51,7,3,uniform,0.7265024458420685
616,kd_tree,91,7,3,uniform,0.7265024458420685
617,auto,31,7,3,uniform,0.7265024458420685
618,brute,1,7,3,uniform,0.7265024458420685
619,auto,21,7,3,uniform,0.7265024458420685
620,brute,21,7,3,uniform,0.7265024458420685
621,brute,11,7,3,uniform,0.7265024458420685
622,ball_tree,71,7,3,uniform,0.7265024458420685
623,auto,91,7,3,uniform,0.7265024458420685
624,ball_tree,1,7,3,uniform,0.7265024458420685
625,auto,71,7,3,uniform,0.7265024458420685
626,ball_tree,11,7,3,uniform,0.7265024458420685
627,auto,1,7,3,uniform,0.7265024458420685
628,brute,61,7,3,uniform,0.7265024458420685
629,ball_tree,81,7,3,uniform,0.7265024458420685
630,auto,81,7,3,uniform,0.7265024458420685
631,ball_tree,21,7,3,uniform,0.7265024458420685
632,brute,81,7,3,uniform,0.7265024458420685
633,kd_tree,21,7,3,uniform,0.7265024458420685
634,ball_tree,91,7,3,uniform,0.7265024458420685
635,kd_tree,11,7,3,uniform,0.7265024458420685
636,brute,71,7,3,uniform,0.7265024458420685
637,kd_tree,1,7,3,uniform,0.7265024458420685
638,kd_tree,31,7,3,uniform,0.7265024458420685
639,auto,61,7,3,uniform,0.7265024458420685
640,ball_tree,1,5,2,uniform,0.7244060097833682
641,brute,1,5,2,uniform,0.7244060097833682
642,auto,81,5,2,uniform,0.7244060097833682
643,auto,71,5,2,uniform,0.7244060097833682
644,ball_tree,41,5,2,uniform,0.7244060097833682
645,ball_tree,61,5,2,uniform,0.7244060097833682
646,brute,31,5,2,uniform,0.7244060097833682
647,brute,91,5,2,uniform,0.7244060097833682
648,kd_tree,91,5,2,uniform,0.7244060097833682
649,brute,41,5,2,uniform,0.7244060097833682
650,auto,41,5,2,uniform,0.7244060097833682
651,kd_tree,11,5,2,uniform,0.7244060097833682
652,kd_tree,1,5,2,uniform,0.7244060097833682
653,ball_tree,21,5,2,uniform,0.7244060097833682
654,auto,21,5,2,uniform,0.7244060097833682
655,kd_tree,71,5,2,uniform,0.7244060097833682
656,auto,1,5,2,uniform,0.7244060097833682
657,brute,81,5,2,uniform,0.7244060097833682
658,kd_tree,81,5,2,uniform,0.7244060097833682
659,kd_tree,21,5,2,uniform,0.7244060097833682
660,auto,11,5,2,uniform,0.7244060097833682
661,brute,11,5,2,uniform,0.7244060097833682
662,kd_tree,41,5,2,uniform,0.7244060097833682
663,brute,61,5,2,uniform,0.7244060097833682
664,brute,21,5,2,uniform,0.7244060097833682
665,auto,61,5,2,uniform,0.7244060097833682
666,auto,91,5,2,uniform,0.7244060097833682
667,ball_tree,11,5,2,uniform,0.7244060097833682
668,ball_tree,71,5,2,uniform,0.7244060097833682
669,kd_tree,51,5,2,uniform,0.7244060097833682
670,auto,51,5,2,uniform,0.7244060097833682
671,ball_tree,51,5,2,uniform,0.7244060097833682
672,kd_tree,31,5,2,uniform,0.7244060097833682
673,ball_tree,31,5,2,uniform,0.7244060097833682
674,auto,31,5,2,uniform,0.7244060097833682
675,brute,71,5,2,uniform,0.7244060097833682
676,ball_tree,81,5,2,uniform,0.7244060097833682
677,kd_tree,61,5,2,uniform,0.7244060097833682
678,ball_tree,91,5,2,uniform,0.7244060097833682
679,brute,51,5,2,uniform,0.7244060097833682
680,brute,11,5,3,uniform,0.7243186582809225
681,auto,31,5,3,uniform,0.7243186582809225
682,ball_tree,91,5,3,uniform,0.7243186582809225
683,kd_tree,1,5,3,uniform,0.7243186582809225
684,auto,81,5,3,uniform,0.7243186582809225
685,brute,1,5,3,uniform,0.7243186582809225
686,auto,91,5,3,uniform,0.7243186582809225
687,ball_tree,51,5,3,uniform,0.7243186582809225
688,ball_tree,1,5,3,uniform,0.7243186582809225
689,kd_tree,41,5,3,uniform,0.7243186582809225
690,auto,61,5,3,uniform,0.7243186582809225
691,ball_tree,71,5,3,uniform,0.7243186582809225
692,kd_tree,51,5,3,uniform,0.7243186582809225
693,kd_tree,31,5,3,uniform,0.7243186582809225
694,kd_tree,21,5,3,uniform,0.7243186582809225
695,brute,91,5,3,uniform,0.7243186582809225
696,ball_tree,81,5,3,uniform,0.7243186582809225
697,kd_tree,61,5,3,uniform,0.7243186582809225
698,auto,51,5,3,uniform,0.7243186582809225
699,kd_tree,71,5,3,uniform,0.7243186582809225
700,ball_tree,61,5,3,uniform,0.7243186582809225
701,kd_tree,81,5,3,uniform,0.7243186582809225
702,auto,41,5,3,uniform,0.7243186582809225
703,kd_tree,11,5,3,uniform,0.7243186582809225
704,auto,71,5,3,uniform,0.7243186582809225
705,kd_tree,91,5,3,uniform,0.7243186582809225
706,auto,11,5,3,uniform,0.7243186582809225
707,ball_tree,11,5,3,uniform,0.7243186582809225
708,brute,31,5,3,uniform,0.7243186582809225
709,auto,21,5,3,uniform,0.7243186582809225
710,brute,71,5,3,uniform,0.7243186582809225
711,brute,41,5,3,uniform,0.7243186582809225
712,ball_tree,41,5,3,uniform,0.7243186582809225
713,auto,1,5,3,uniform,0.7243186582809225
714,brute,61,5,3,uniform,0.7243186582809225
715,ball_tree,21,5,3,uniform,0.7243186582809225
716,ball_tree,31,5,3,uniform,0.7243186582809225
717,brute,81,5,3,uniform,0.7243186582809225
718,brute,51,5,3,uniform,0.7243186582809225
719,brute,21,5,3,uniform,0.7243186582809225
720,ball_tree,71,4,3,distance,0.7242313067784765
721,auto,41,4,3,distance,0.7242313067784765
722,kd_tree,21,4,3,distance,0.7242313067784765
723,auto,71,4,3,distance,0.7242313067784765
724,ball_tree,1,4,3,distance,0.7242313067784765
725,ball_tree,11,4,3,distance,0.7242313067784765
726,kd_tree,61,4,3,distance,0.7242313067784765
727,brute,71,4,3,distance,0.7242313067784765
728,auto,21,4,3,distance,0.7242313067784765
729,kd_tree,91,4,3,distance,0.7242313067784765
730,ball_tree,81,4,3,distance,0.7242313067784765
731,brute,41,4,3,distance,0.7242313067784765
732,kd_tree,31,4,3,distance,0.7242313067784765
733,auto,51,4,3,distance,0.7242313067784765
734,kd_tree,81,4,3,distance,0.7242313067784765
735,kd_tree,51,4,3,distance,0.7242313067784765
736,auto,91,4,3,distance,0.7242313067784765
737,kd_tree,41,4,3,distance,0.7242313067784765
738,brute,51,4,3,distance,0.7242313067784765
739,brute,61,4,3,distance,0.7242313067784765
740,auto,61,4,3,distance,0.7242313067784765
741,kd_tree,71,4,3,distance,0.7242313067784765
742,auto,11,4,3,distance,0.7242313067784765
743,ball_tree,61,4,3,distance,0.7242313067784765
744,ball_tree,31,4,3,distance,0.7242313067784765
745,brute,1,4,3,distance,0.7242313067784765
746,kd_tree,11,4,3,distance,0.7242313067784765
747,auto,31,4,3,distance,0.7242313067784765
748,brute,11,4,3,distance,0.7242313067784765
749,auto,1,4,3,distance,0.7242313067784765
750,brute,91,4,3,distance,0.7242313067784765
751,ball_tree,91,4,3,distance,0.7242313067784765
752,kd_tree,1,4,3,distance,0.7242313067784765
753,ball_tree,21,4,3,distance,0.7242313067784765
754,brute,81,4,3,distance,0.7242313067784765
755,brute,21,4,3,distance,0.7242313067784765
756,ball_tree,41,4,3,distance,0.7242313067784765
757,auto,81,4,3,distance,0.7242313067784765
758,ball_tree,51,4,3,distance,0.7242313067784765
759,brute,31,4,3,distance,0.7242313067784765
760,auto,91,3,3,distance,0.7241876310272537
761,brute,61,3,3,distance,0.7241876310272537
762,auto,1,3,3,distance,0.7241876310272537
763,kd_tree,41,3,3,distance,0.7241876310272537
764,auto,11,3,3,distance,0.7241876310272537
765,kd_tree,1,3,3,distance,0.7241876310272537
766,ball_tree,11,3,3,distance,0.7241876310272537
767,kd_tree,21,3,3,distance,0.7241876310272537
768,kd_tree,51,3,3,distance,0.7241876310272537
769,brute,11,3,3,distance,0.7241876310272537
770,kd_tree,81,3,3,distance,0.7241876310272537
771,ball_tree,91,3,3,distance,0.7241876310272537
772,auto,61,3,3,distance,0.7241876310272537
773,kd_tree,71,3,3,distance,0.7241876310272537
774,auto,51,3,3,distance,0.7241876310272537
775,brute,1,3,3,distance,0.7241876310272537
776,ball_tree,31,3,3,distance,0.7241876310272537
777,brute,51,3,3,distance,0.7241876310272537
778,ball_tree,41,3,3,distance,0.7241876310272537
779,brute,31,3,3,distance,0.7241876310272537
780,ball_tree,21,3,3,distance,0.7241876310272537
781,kd_tree,31,3,3,distance,0.7241876310272537
782,ball_tree,61,3,3,distance,0.7241876310272537
783,kd_tree,11,3,3,distance,0.7241876310272537
784,kd_tree,91,3,3,distance,0.7241876310272537
785,brute,21,3,3,distance,0.7241876310272537
786,kd_tree,61,3,3,distance,0.7241876310272537
787,ball_tree,71,3,3,distance,0.7241876310272537
788,auto,41,3,3,distance,0.7241876310272537
789,ball_tree,1,3,3,distance,0.7241876310272537
790,auto,71,3,3,distance,0.7241876310272537
791,ball_tree,81,3,3,distance,0.7241876310272537
792,brute,71,3,3,distance,0.7241876310272537
793,auto,31,3,3,distance,0.7241876310272537
794,auto,21,3,3,distance,0.7241876310272537
795,brute,41,3,3,distance,0.7241876310272537
796,ball_tree,51,3,3,distance,0.7241876310272537
797,auto,81,3,3,distance,0.7241876310272537
798,brute,81,3,3,distance,0.7241876310272537
799,brute,91,3,3,distance,0.7241876310272537
800,ball_tree,71,4,2,distance,0.7219601677148848
801,ball_tree,91,4,2,distance,0.7219601677148848
802,ball_tree,31,4,2,distance,0.7219601677148848
803,kd_tree,51,4,2,distance,0.7219601677148848
804,auto,1,4,2,distance,0.7219601677148848
805,auto,91,4,2,distance,0.7219601677148848
806,auto,61,4,2,distance,0.7219601677148848
807,auto,81,4,2,distance,0.7219601677148848
808,auto,11,4,2,distance,0.7219601677148848
809,brute,61,4,2,distance,0.7219601677148848
810,kd_tree,41,4,2,distance,0.7219601677148848
811,kd_tree,1,4,2,distance,0.7219601677148848
812,kd_tree,31,4,2,distance,0.7219601677148848
813,brute,71,4,2,distance,0.7219601677148848
814,ball_tree,81,4,2,distance,0.7219601677148848
815,brute,81,4,2,distance,0.7219601677148848
816,kd_tree,11,4,2,distance,0.7219601677148848
817,ball_tree,21,4,2,distance,0.7219601677148848
818,kd_tree,21,4,2,distance,0.7219601677148848
819,auto,71,4,2,distance,0.7219601677148848
820,brute,21,4,2,distance,0.7219601677148848
821,kd_tree,71,4,2,distance,0.7219601677148848
822,auto,51,4,2,distance,0.7219601677148848
823,kd_tree,81,4,2,distance,0.7219601677148848
824,brute,11,4,2,distance,0.7219601677148848
825,brute,91,4,2,distance,0.7219601677148848
826,brute,41,4,2,distance,0.7219601677148848
827,auto,21,4,2,distance,0.7219601677148848
828,ball_tree,41,4,2,distance,0.7219601677148848
829,ball_tree,51,4,2,distance,0.7219601677148848
830,auto,41,4,2,distance,0.7219601677148848
831,kd_tree,91,4,2,distance,0.7219601677148848
832,auto,31,4,2,distance,0.7219601677148848
833,ball_tree,1,4,2,distance,0.7219601677148848
834,ball_tree,61,4,2,distance,0.7219601677148848
835,brute,51,4,2,distance,0.7219601677148848
836,ball_tree,11,4,2,distance,0.7219601677148848
837,brute,31,4,2,distance,0.7219601677148848
838,brute,1,4,2,distance,0.7219601677148848
839,kd_tree,61,4,2,distance,0.7219601677148848
840,brute,31,6,2,uniform,0.7196453529000698
841,kd_tree,81,6,2,uniform,0.7196453529000698
842,kd_tree,1,6,2,uniform,0.7196453529000698
843,ball_tree,11,6,2,uniform,0.7196453529000698
844,brute,41,6,2,uniform,0.7196453529000698
845,kd_tree,31,6,2,uniform,0.7196453529000698
846,auto,1,6,2,uniform,0.7196453529000698
847,brute,91,6,2,uniform,0.7196453529000698
848,ball_tree,21,6,2,uniform,0.7196453529000698
849,auto,21,6,2,uniform,0.7196453529000698
850,auto,41,6,2,uniform,0.7196453529000698
851,kd_tree,91,6,2,uniform,0.7196453529000698
852,kd_tree,11,6,2,uniform,0.7196453529000698
853,brute,1,6,2,uniform,0.7196453529000698
854,ball_tree,81,6,2,uniform,0.7196453529000698
855,kd_tree,21,6,2,uniform,0.7196453529000698
856,auto,71,6,2,uniform,0.7196453529000698
857,brute,71,6,2,uniform,0.7196453529000698
858,ball_tree,91,6,2,uniform,0.7196453529000698
859,ball_tree,1,6,2,uniform,0.7196453529000698
860,ball_tree,51,6,2,uniform,0.7196453529000698
861,auto,91,6,2,uniform,0.7196453529000698
862,ball_tree,31,6,2,uniform,0.7196453529000698
863,ball_tree,71,6,2,uniform,0.7196453529000698
864,ball_tree,61,6,2,uniform,0.7196453529000698
865,auto,31,6,2,uniform,0.7196453529000698
866,brute,11,6,2,uniform,0.7196453529000698
867,kd_tree,41,6,2,uniform,0.7196453529000698
868,kd_tree,71,6,2,uniform,0.7196453529000698
869,brute,21,6,2,uniform,0.7196453529000698
870,kd_tree,61,6,2,uniform,0.7196453529000698
871,brute,81,6,2,uniform,0.7196453529000698
872,auto,51,6,2,uniform,0.7196453529000698
873,brute,51,6,2,uniform,0.7196453529000698
874,brute,61,6,2,uniform,0.7196453529000698
875,auto,81,6,2,uniform,0.7196453529000698
876,ball_tree,41,6,2,uniform,0.7196453529000698
877,auto,11,6,2,uniform,0.7196453529000698
878,auto,61,6,2,uniform,0.7196453529000698
879,kd_tree,51,6,2,uniform,0.7196453529000698
880,brute,81,8,3,uniform,0.7194269741439552
881,brute,81,9,3,uniform,0.7194269741439552
882,brute,71,9,3,uniform,0.7194269741439552
883,brute,11,9,3,uniform,0.7194269741439552
884,brute,11,8,3,uniform,0.7194269741439552
885,brute,21,9,3,uniform,0.7194269741439552
886,auto,31,8,3,uniform,0.7194269741439552
887,ball_tree,91,8,3,uniform,0.7194269741439552
888,auto,71,8,3,uniform,0.7194269741439552
889,auto,71,9,3,uniform,0.7194269741439552
890,kd_tree,1,9,3,uniform,0.7194269741439552
891,kd_tree,1,8,3,uniform,0.7194269741439552
892,ball_tree,91,9,3,uniform,0.7194269741439552
893,auto,21,9,3,uniform,0.7194269741439552
894,auto,21,8,3,uniform,0.7194269741439552
895,brute,21,8,3,uniform,0.7194269741439552
896,brute,1,8,3,uniform,0.7194269741439552
897,brute,1,9,3,uniform,0.7194269741439552
898,auto,51,8,3,uniform,0.7194269741439552
899,kd_tree,81,9,3,uniform,0.7194269741439552
900,kd_tree,11,8,3,uniform,0.7194269741439552
901,auto,11,8,3,uniform,0.7194269741439552
902,auto,41,8,3,uniform,0.7194269741439552
903,brute,61,8,3,uniform,0.7194269741439552
904,kd_tree,71,9,3,uniform,0.7194269741439552
905,kd_tree,71,8,3,uniform,0.7194269741439552
906,auto,11,9,3,uniform,0.7194269741439552
907,auto,41,9,3,uniform,0.7194269741439552
908,brute,41,8,3,uniform,0.7194269741439552
909,brute,41,9,3,uniform,0.7194269741439552
910,kd_tree,11,9,3,uniform,0.7194269741439552
911,kd_tree,61,9,3,uniform,0.7194269741439552
912,kd_tree,61,8,3,uniform,0.7194269741439552
913,brute,51,9,3,uniform,0.7194269741439552
914,kd_tree,41,8,3,uniform,0.7194269741439552
915,kd_tree,41,9,3,uniform,0.7194269741439552
916,brute,51,8,3,uniform,0.7194269741439552
917,kd_tree,51,9,3,uniform,0.7194269741439552
918,brute,91,9,3,uniform,0.7194269741439552
919,brute,61,9,3,uniform,0.7194269741439552
920,kd_tree,31,9,3,uniform,0.7194269741439552
921,kd_tree,31,8,3,uniform,0.7194269741439552
922,brute,71,8,3,uniform,0.7194269741439552
923,auto,31,9,3,uniform,0.7194269741439552
924,kd_tree,91,9,3,uniform,0.7194269741439552
925,kd_tree,91,8,3,uniform,0.7194269741439552
926,auto,1,8,3,uniform,0.7194269741439552
927,kd_tree,51,8,3,uniform,0.7194269741439552
928,brute,31,8,3,uniform,0.7194269741439552
929,kd_tree,81,8,3,uniform,0.7194269741439552
930,kd_tree,21,8,3,uniform,0.7194269741439552
931,kd_tree,21,9,3,uniform,0.7194269741439552
932,brute,91,8,3,uniform,0.7194269741439552
933,brute,31,9,3,uniform,0.7194269741439552
934,auto,61,9,3,uniform,0.7194269741439552
935,auto,61,8,3,uniform,0.7194269741439552
936,auto,1,9,3,uniform,0.7194269741439552
937,ball_tree,11,9,3,uniform,0.7194269741439552
938,auto,51,9,3,uniform,0.7194269741439552
939,ball_tree,51,8,3,uniform,0.7194269741439552
940,auto,91,9,3,uniform,0.7194269741439552
941,ball_tree,71,8,3,uniform,0.7194269741439552
942,ball_tree,21,9,3,uniform,0.7194269741439552
943,ball_tree,41,8,3,uniform,0.7194269741439552
944,ball_tree,21,8,3,uniform,0.7194269741439552
945,ball_tree,31,8,3,uniform,0.7194269741439552
946,ball_tree,61,9,3,uniform,0.7194269741439552
947,ball_tree,11,8,3,uniform,0.7194269741439552
948,auto,91,8,3,uniform,0.7194269741439552
949,ball_tree,61,8,3,uniform,0.7194269741439552
950,auto,81,9,3,uniform,0.7194269741439552
951,ball_tree,31,9,3,uniform,0.7194269741439552
952,ball_tree,81,8,3,uniform,0.7194269741439552
953,ball_tree,81,9,3,uniform,0.7194269741439552
954,auto,81,8,3,uniform,0.7194269741439552
955,ball_tree,1,8,3,uniform,0.7194269741439552
956,ball_tree,41,9,3,uniform,0.7194269741439552
957,ball_tree,51,9,3,uniform,0.7194269741439552
958,ball_tree,1,9,3,uniform,0.7194269741439552
959,ball_tree,71,9,3,uniform,0.7194269741439552
960,ball_tree,41,9,2,uniform,0.7171558350803633
961,kd_tree,11,9,2,uniform,0.7171558350803633
962,auto,1,9,2,uniform,0.7171558350803633
963,auto,81,9,2,uniform,0.7171558350803633
964,ball_tree,81,9,2,uniform,0.7171558350803633
965,ball_tree,21,9,2,uniform,0.7171558350803633
966,brute,61,9,2,uniform,0.7171558350803633
967,kd_tree,21,9,2,uniform,0.7171558350803633
968,auto,71,9,2,uniform,0.7171558350803633
969,ball_tree,71,9,2,uniform,0.7171558350803633
970,auto,61,9,2,uniform,0.7171558350803633
971,brute,71,9,2,uniform,0.7171558350803633
972,kd_tree,41,9,2,uniform,0.7171558350803633
973,kd_tree,31,9,2,uniform,0.7171558350803633
974,auto,91,9,2,uniform,0.7171558350803633
975,ball_tree,51,9,2,uniform,0.7171558350803633
976,auto,21,9,2,uniform,0.7171558350803633
977,kd_tree,81,9,2,uniform,0.7171558350803633
978,ball_tree,1,9,2,uniform,0.7171558350803633
979,brute,21,9,2,uniform,0.7171558350803633
980,kd_tree,71,9,2,uniform,0.7171558350803633
981,auto,41,9,2,uniform,0.7171558350803633
982,brute,31,9,2,uniform,0.7171558350803633
983,kd_tree,61,9,2,uniform,0.7171558350803633
984,ball_tree,31,9,2,uniform,0.7171558350803633
985,brute,11,9,2,uniform,0.7171558350803633
986,ball_tree,61,9,2,uniform,0.7171558350803633
987,kd_tree,91,9,2,uniform,0.7171558350803633
988,kd_tree,51,9,2,uniform,0.7171558350803633
989,auto,11,9,2,uniform,0.7171558350803633
990,auto,51,9,2,uniform,0.7171558350803633
991,brute,41,9,2,uniform,0.7171558350803633
992,ball_tree,11,9,2,uniform,0.7171558350803633
993,brute,51,9,2,uniform,0.7171558350803633
994,auto,31,9,2,uniform,0.7171558350803633
995,kd_tree,1,9,2,uniform,0.7171558350803633
996,brute,91,9,2,uniform,0.7171558350803633
997,brute,81,9,2,uniform,0.7171558350803633
998,ball_tree,91,9,2,uniform,0.7171558350803633
999,brute,1,9,2,uniform,0.7171558350803633
1000,kd_tree,1,4,3,uniform,0.7150593990216632
1001,auto,61,4,3,uniform,0.7150593990216632
1002,ball_tree,51,4,3,uniform,0.7150593990216632
1003,kd_tree,61,4,3,uniform,0.7150593990216632
1004,ball_tree,81,4,3,uniform,0.7150593990216632
1005,ball_tree,31,4,3,uniform,0.7150593990216632
1006,auto,21,4,3,uniform,0.7150593990216632
1007,auto,71,4,3,uniform,0.7150593990216632
1008,ball_tree,1,4,3,uniform,0.7150593990216632
1009,kd_tree,71,4,3,uniform,0.7150593990216632
1010,auto,31,4,3,uniform,0.7150593990216632
1011,ball_tree,11,4,3,uniform,0.7150593990216632
1012,ball_tree,61,4,3,uniform,0.7150593990216632
1013,brute,51,4,3,uniform,0.7150593990216632
1014,kd_tree,21,4,3,uniform,0.7150593990216632
1015,ball_tree,91,4,3,uniform,0.7150593990216632
1016,auto,51,4,3,uniform,0.7150593990216632
1017,ball_tree,71,4,3,uniform,0.7150593990216632
1018,kd_tree,51,4,3,uniform,0.7150593990216632
1019,brute,91,4,3,uniform,0.7150593990216632
1020,brute,41,4,3,uniform,0.7150593990216632
1021,brute,71,4,3,uniform,0.7150593990216632
1022,kd_tree,11,4,3,uniform,0.7150593990216632
1023,kd_tree,41,4,3,uniform,0.7150593990216632
1024,brute,31,4,3,uniform,0.7150593990216632
1025,brute,61,4,3,uniform,0.7150593990216632
1026,brute,81,4,3,uniform,0.7150593990216632
1027,brute,11,4,3,uniform,0.7150593990216632
1028,brute,1,4,3,uniform,0.7150593990216632
1029,kd_tree,31,4,3,uniform,0.7150593990216632
1030,kd_tree,91,4,3,uniform,0.7150593990216632
1031,auto,91,4,3,uniform,0.7150593990216632
1032,auto,41,4,3,uniform,0.7150593990216632
1033,auto,11,4,3,uniform,0.7150593990216632
1034,brute,21,4,3,uniform,0.7150593990216632
1035,ball_tree,41,4,3,uniform,0.7150593990216632
1036,ball_tree,21,4,3,uniform,0.7150593990216632
1037,auto,1,4,3,uniform,0.7150593990216632
1038,kd_tree,81,4,3,uniform,0.7150593990216632
1039,auto,81,4,3,uniform,0.7150593990216632
1040,auto,91,7,2,uniform,0.7147536687631028
1041,ball_tree,21,7,2,uniform,0.7147536687631028
1042,kd_tree,51,7,2,uniform,0.7147536687631028
1043,auto,51,7,2,uniform,0.7147536687631028
1044,brute,11,7,2,uniform,0.7147536687631028
1045,kd_tree,31,7,2,uniform,0.7147536687631028
1046,brute,61,7,2,uniform,0.7147536687631028
1047,ball_tree,31,7,2,uniform,0.7147536687631028
1048,ball_tree,1,7,2,uniform,0.7147536687631028
1049,brute,81,7,2,uniform,0.7147536687631028
1050,kd_tree,21,7,2,uniform,0.7147536687631028
1051,auto,61,7,2,uniform,0.7147536687631028
1052,kd_tree,41,7,2,uniform,0.7147536687631028
1053,brute,51,7,2,uniform,0.7147536687631028
1054,ball_tree,71,7,2,uniform,0.7147536687631028
1055,brute,41,7,2,uniform,0.7147536687631028
1056,auto,11,7,2,uniform,0.7147536687631028
1057,ball_tree,11,7,2,uniform,0.7147536687631028
1058,ball_tree,51,7,2,uniform,0.7147536687631028
1059,brute,21,7,2,uniform,0.7147536687631028
1060,ball_tree,91,7,2,uniform,0.7147536687631028
1061,brute,91,7,2,uniform,0.7147536687631028
1062,auto,81,7,2,uniform,0.7147536687631028
1063,kd_tree,81,7,2,uniform,0.7147536687631028
1064,auto,21,7,2,uniform,0.7147536687631028
1065,ball_tree,41,7,2,uniform,0.7147536687631028
1066,auto,41,7,2,uniform,0.7147536687631028
1067,kd_tree,1,7,2,uniform,0.7147536687631028
1068,ball_tree,81,7,2,uniform,0.7147536687631028
1069,kd_tree,71,7,2,uniform,0.7147536687631028
1070,auto,31,7,2,uniform,0.7147536687631028
1071,auto,71,7,2,uniform,0.7147536687631028
1072,kd_tree,91,7,2,uniform,0.7147536687631028
1073,brute,31,7,2,uniform,0.7147536687631028
1074,ball_tree,61,7,2,uniform,0.7147536687631028
1075,kd_tree,61,7,2,uniform,0.7147536687631028
1076,brute,71,7,2,uniform,0.7147536687631028
1077,brute,1,7,2,uniform,0.7147536687631028
1078,auto,1,7,2,uniform,0.7147536687631028
1079,kd_tree,11,7,2,uniform,0.7147536687631028
1080,kd_tree,61,8,1,distance,0.7102113906359189
1081,kd_tree,31,8,1,distance,0.7102113906359189
1082,brute,41,8,1,distance,0.7102113906359189
1083,brute,11,8,1,distance,0.7102113906359189
1084,auto,51,8,1,distance,0.7102113906359189
1085,brute,21,8,1,distance,0.7102113906359189
1086,auto,81,8,1,distance,0.7102113906359189
1087,auto,21,8,1,distance,0.7102113906359189
1088,ball_tree,41,8,1,distance,0.7102113906359189
1089,kd_tree,51,8,1,distance,0.7102113906359189
1090,brute,61,8,1,distance,0.7102113906359189
1091,kd_tree,81,8,1,distance,0.7102113906359189
1092,auto,61,8,1,distance,0.7102113906359189
1093,auto,91,8,1,distance,0.7102113906359189
1094,ball_tree,31,8,1,distance,0.7102113906359189
1095,brute,31,8,1,distance,0.7102113906359189
1096,brute,81,8,1,distance,0.7102113906359189
1097,kd_tree,41,8,1,distance,0.7102113906359189
1098,kd_tree,91,8,1,distance,0.7102113906359189
1099,auto,41,8,1,distance,0.7102113906359189
1100,ball_tree,51,8,1,distance,0.7102113906359189
1101,ball_tree,1,8,1,distance,0.7102113906359189
1102,ball_tree,71,8,1,distance,0.7102113906359189
1103,ball_tree,91,8,1,distance,0.7102113906359189
1104,kd_tree,71,8,1,distance,0.7102113906359189
1105,brute,91,8,1,distance,0.7102113906359189
1106,ball_tree,61,8,1,distance,0.7102113906359189
1107,brute,51,8,1,distance,0.7102113906359189
1108,auto,11,8,1,distance,0.7102113906359189
1109,kd_tree,1,8,1,distance,0.7102113906359189
1110,kd_tree,21,8,1,distance,0.7102113906359189
1111,ball_tree,11,8,1,distance,0.7102113906359189
1112,auto,31,8,1,distance,0.7102113906359189
1113,brute,71,8,1,distance,0.7102113906359189
