,criterion,max_depth,max_features,min_impurity_decrease,n_estimators,Accuracy
174,entropy,3.0,log2,0.0,10,0.6097571628232006
175,gini,4.0,1,0.0,100,0.6097571628232006
176,entropy,4.0,1,0.0,100,0.605083857442348
177,entropy,4.0,sqrt,0.0,1,0.6028127183787562
178,entropy,3.0,1,0.0,10,0.6027690426275332
179,gini,4.0,1,0.0,1,0.6023759608665269
180,entropy,3.0,log2,0.0,1,0.6007599580712788
181,entropy,4.0,1,0.0,1000,0.6004542278127184
182,gini,3.0,1,0.0,10,0.6004105520614955
183,gini,3.0,1,0.0,1,0.6002795248078268
184,entropy,10.0,log2,0.0,1,0.5981394129979036
185,gini,3.0,1,0.0,100,0.5980957372466806
186,gini,3.0,1,0.0,1000,0.5980957372466806
187,entropy,3.0,1,0.0,1000,0.5980957372466806
188,entropy,,sqrt,0.0,1,0.5954751921733055
189,entropy,,log2,0.0,1,0.593509783368274
190,entropy,3.0,1,0.0,100,0.5934224318658281
191,entropy,3.0,sqrt,0.0,1,0.5933350803633823
192,entropy,10.0,sqrt,0.0,1,0.5915443745632425
193,entropy,3.0,1,0.0,1,0.5910202655485675
194,entropy,4.0,1,0.0,1,0.5909329140461216
195,gini,10.0,1,0.0,1,0.5888364779874213
196,gini,5.0,1,0.0,1,0.5862159329140462
197,entropy,5.0,sqrt,5.0,1,0.5841194968553458
198,gini,3.0,,3.0,1000,0.5841194968553458
199,entropy,5.0,sqrt,5.0,1000,0.5841194968553458
200,entropy,5.0,sqrt,5.0,100,0.5841194968553458
201,entropy,5.0,sqrt,5.0,10,0.5841194968553458
202,entropy,5.0,sqrt,4.0,1000,0.5841194968553458
203,gini,3.0,,3.0,10,0.5841194968553458
204,entropy,5.0,sqrt,4.0,100,0.5841194968553458
205,entropy,5.0,sqrt,4.0,10,0.5841194968553458
206,entropy,5.0,sqrt,4.0,1,0.5841194968553458
207,entropy,5.0,sqrt,3.0,1000,0.5841194968553458
208,entropy,5.0,sqrt,3.0,100,0.5841194968553458
209,entropy,5.0,sqrt,3.0,10,0.5841194968553458
210,gini,3.0,,3.0,100,0.5841194968553458
211,gini,4.0,,5.0,1000,0.5841194968553458
212,gini,3.0,,3.0,1,0.5841194968553458
213,entropy,5.0,sqrt,3.0,1,0.5841194968553458
214,entropy,5.0,log2,1.0,10,0.5841194968553458
215,entropy,5.0,log2,1.0,100,0.5841194968553458
216,entropy,5.0,log2,1.0,1000,0.5841194968553458
217,entropy,5.0,log2,2.0,1,0.5841194968553458
218,entropy,5.0,log2,2.0,10,0.5841194968553458
219,entropy,5.0,log2,2.0,100,0.5841194968553458
220,entropy,5.0,log2,2.0,1000,0.5841194968553458
221,entropy,5.0,log2,3.0,1,0.5841194968553458
222,entropy,5.0,log2,3.0,10,0.5841194968553458
223,entropy,5.0,log2,3.0,100,0.5841194968553458
224,entropy,5.0,log2,3.0,1000,0.5841194968553458
225,entropy,5.0,log2,4.0,1,0.5841194968553458
226,entropy,5.0,log2,1.0,1,0.5841194968553458
227,entropy,5.0,sqrt,2.0,100,0.5841194968553458
228,entropy,5.0,sqrt,2.0,1000,0.5841194968553458
229,entropy,4.0,10,5.0,1,0.5841194968553458
230,entropy,4.0,10,2.0,1,0.5841194968553458
231,entropy,4.0,10,2.0,10,0.5841194968553458
232,entropy,4.0,10,2.0,100,0.5841194968553458
233,entropy,4.0,10,2.0,1000,0.5841194968553458
234,entropy,4.0,10,3.0,1,0.5841194968553458
235,entropy,4.0,10,3.0,10,0.5841194968553458
236,entropy,4.0,10,3.0,100,0.5841194968553458
237,entropy,4.0,10,3.0,1000,0.5841194968553458
238,entropy,4.0,10,4.0,1,0.5841194968553458
239,entropy,4.0,10,4.0,10,0.5841194968553458
240,entropy,4.0,10,4.0,100,0.5841194968553458
241,entropy,4.0,10,4.0,1000,0.5841194968553458
242,entropy,4.0,10,5.0,10,0.5841194968553458
243,entropy,5.0,log2,4.0,100,0.5841194968553458
244,entropy,4.0,10,5.0,100,0.5841194968553458
245,entropy,4.0,10,5.0,1000,0.5841194968553458
246,gini,3.0,,4.0,1000,0.5841194968553458
247,gini,3.0,,4.0,100,0.5841194968553458
248,gini,3.0,,4.0,10,0.5841194968553458
249,gini,3.0,,4.0,1,0.5841194968553458
250,entropy,5.0,sqrt,1.0,1,0.5841194968553458
251,entropy,5.0,sqrt,1.0,10,0.5841194968553458
252,entropy,5.0,sqrt,1.0,100,0.5841194968553458
253,entropy,5.0,sqrt,1.0,1000,0.5841194968553458
254,entropy,5.0,sqrt,2.0,1,0.5841194968553458
255,entropy,5.0,sqrt,2.0,10,0.5841194968553458
256,entropy,5.0,log2,4.0,10,0.5841194968553458
257,entropy,5.0,log2,5.0,1,0.5841194968553458
258,entropy,5.0,log2,4.0,1000,0.5841194968553458
259,entropy,5.0,1,4.0,100,0.5841194968553458
260,entropy,5.0,1,1.0,10,0.5841194968553458
261,entropy,5.0,1,1.0,100,0.5841194968553458
262,entropy,5.0,1,1.0,1000,0.5841194968553458
263,entropy,5.0,1,2.0,1,0.5841194968553458
264,entropy,5.0,1,2.0,10,0.5841194968553458
265,entropy,5.0,1,2.0,100,0.5841194968553458
266,entropy,5.0,1,2.0,1000,0.5841194968553458
267,entropy,5.0,1,3.0,1,0.5841194968553458
268,entropy,5.0,1,3.0,10,0.5841194968553458
269,entropy,5.0,1,3.0,100,0.5841194968553458
270,entropy,5.0,1,3.0,1000,0.5841194968553458
271,entropy,5.0,1,4.0,1,0.5841194968553458
272,entropy,5.0,1,4.0,10,0.5841194968553458
273,entropy,5.0,1,4.0,1000,0.5841194968553458
274,entropy,4.0,10,1.0,100,0.5841194968553458
275,entropy,5.0,1,5.0,1,0.5841194968553458
276,entropy,5.0,1,5.0,10,0.5841194968553458
277,entropy,5.0,1,5.0,100,0.5841194968553458
278,entropy,5.0,1,5.0,1000,0.5841194968553458
279,gini,3.0,,1.0,1,0.5841194968553458
280,gini,3.0,log2,5.0,1000,0.5841194968553458
281,gini,3.0,log2,5.0,100,0.5841194968553458
282,gini,3.0,log2,5.0,10,0.5841194968553458
283,entropy,5.0,10,1.0,1,0.5841194968553458
284,entropy,5.0,10,1.0,10,0.5841194968553458
285,entropy,5.0,10,1.0,100,0.5841194968553458
286,entropy,5.0,10,1.0,1000,0.5841194968553458
287,entropy,5.0,10,2.0,1,0.5841194968553458
288,entropy,5.0,1,1.0,1,0.5841194968553458
289,gini,3.0,,1.0,10,0.5841194968553458
290,gini,3.0,,1.0,100,0.5841194968553458
291,gini,3.0,,1.0,1000,0.5841194968553458
292,entropy,5.0,log2,5.0,10,0.5841194968553458
293,entropy,5.0,log2,5.0,100,0.5841194968553458
294,entropy,5.0,log2,5.0,1000,0.5841194968553458
295,gini,3.0,,2.0,1000,0.5841194968553458
296,gini,3.0,,2.0,100,0.5841194968553458
297,gini,3.0,,2.0,10,0.5841194968553458
298,gini,3.0,,2.0,1,0.5841194968553458
299,entropy,5.0,,1.0,1,0.5841194968553458
300,entropy,5.0,,1.0,10,0.5841194968553458
301,entropy,5.0,,1.0,100,0.5841194968553458
302,entropy,5.0,,1.0,1000,0.5841194968553458
303,entropy,5.0,,2.0,1,0.5841194968553458
304,entropy,5.0,,2.0,10,0.5841194968553458
305,entropy,5.0,,2.0,100,0.5841194968553458
306,entropy,5.0,,2.0,1000,0.5841194968553458
307,entropy,5.0,,3.0,1,0.5841194968553458
308,entropy,5.0,,3.0,10,0.5841194968553458
309,entropy,5.0,,3.0,100,0.5841194968553458
310,entropy,5.0,,3.0,1000,0.5841194968553458
311,entropy,5.0,,4.0,1,0.5841194968553458
312,entropy,5.0,,4.0,10,0.5841194968553458
313,entropy,5.0,,4.0,100,0.5841194968553458
314,entropy,5.0,,4.0,1000,0.5841194968553458
315,entropy,5.0,,5.0,1,0.5841194968553458
316,entropy,5.0,,5.0,10,0.5841194968553458
317,entropy,5.0,,5.0,100,0.5841194968553458
318,entropy,5.0,,5.0,1000,0.5841194968553458
319,entropy,4.0,10,1.0,1000,0.5841194968553458
320,entropy,4.0,10,1.0,1,0.5841194968553458
321,entropy,4.0,10,1.0,10,0.5841194968553458
322,entropy,4.0,sqrt,5.0,100,0.5841194968553458
323,entropy,4.0,sqrt,2.0,10,0.5841194968553458
324,entropy,4.0,sqrt,2.0,100,0.5841194968553458
325,entropy,4.0,sqrt,2.0,1000,0.5841194968553458
326,entropy,4.0,sqrt,3.0,1,0.5841194968553458
327,entropy,4.0,sqrt,3.0,10,0.5841194968553458
328,entropy,4.0,sqrt,3.0,100,0.5841194968553458
329,entropy,4.0,sqrt,3.0,1000,0.5841194968553458
330,entropy,4.0,sqrt,4.0,1,0.5841194968553458
331,entropy,4.0,sqrt,4.0,10,0.5841194968553458
332,entropy,4.0,sqrt,4.0,100,0.5841194968553458
333,entropy,4.0,sqrt,4.0,1000,0.5841194968553458
334,entropy,4.0,sqrt,5.0,1,0.5841194968553458
335,entropy,4.0,sqrt,5.0,10,0.5841194968553458
336,entropy,4.0,sqrt,5.0,1000,0.5841194968553458
337,entropy,5.0,10,2.0,100,0.5841194968553458
338,gini,3.0,1,3.0,100,0.5841194968553458
339,gini,3.0,1,3.0,10,0.5841194968553458
340,gini,3.0,1,3.0,1,0.5841194968553458
341,gini,3.0,1,2.0,1000,0.5841194968553458
342,entropy,4.0,log2,1.0,1,0.5841194968553458
343,entropy,4.0,log2,1.0,10,0.5841194968553458
344,entropy,4.0,log2,1.0,100,0.5841194968553458
345,entropy,4.0,log2,1.0,1000,0.5841194968553458
346,entropy,4.0,log2,2.0,1,0.5841194968553458
347,entropy,4.0,log2,2.0,10,0.5841194968553458
348,entropy,4.0,log2,2.0,100,0.5841194968553458
349,entropy,4.0,log2,2.0,1000,0.5841194968553458
350,entropy,4.0,log2,3.0,1,0.5841194968553458
351,entropy,4.0,sqrt,2.0,1,0.5841194968553458
352,entropy,4.0,sqrt,1.0,1000,0.5841194968553458
353,entropy,4.0,sqrt,1.0,100,0.5841194968553458
354,entropy,4.0,sqrt,1.0,10,0.5841194968553458
355,gini,3.0,1,5.0,1,0.5841194968553458
356,gini,3.0,1,4.0,1000,0.5841194968553458
357,entropy,3.0,10,1.0,1,0.5841194968553458
358,entropy,3.0,10,1.0,10,0.5841194968553458
359,entropy,3.0,10,1.0,100,0.5841194968553458
360,entropy,3.0,10,1.0,1000,0.5841194968553458
361,entropy,3.0,10,2.0,1,0.5841194968553458
362,entropy,3.0,10,2.0,10,0.5841194968553458
363,entropy,3.0,10,2.0,100,0.5841194968553458
364,entropy,3.0,10,2.0,1000,0.5841194968553458
365,entropy,3.0,10,3.0,1,0.5841194968553458
366,entropy,3.0,10,3.0,10,0.5841194968553458
367,entropy,3.0,10,3.0,100,0.5841194968553458
368,entropy,3.0,10,3.0,1000,0.5841194968553458
369,entropy,3.0,10,4.0,1,0.5841194968553458
370,entropy,3.0,10,4.0,10,0.5841194968553458
371,entropy,3.0,10,4.0,100,0.5841194968553458
372,entropy,3.0,10,4.0,1000,0.5841194968553458
373,entropy,3.0,10,5.0,1,0.5841194968553458
374,entropy,3.0,10,5.0,10,0.5841194968553458
375,entropy,3.0,10,5.0,100,0.5841194968553458
376,entropy,3.0,10,5.0,1000,0.5841194968553458
377,gini,3.0,1,4.0,100,0.5841194968553458
378,gini,3.0,1,4.0,10,0.5841194968553458
379,gini,3.0,1,4.0,1,0.5841194968553458
380,gini,3.0,1,3.0,1000,0.5841194968553458
381,entropy,4.0,sqrt,1.0,1,0.5841194968553458
382,entropy,4.0,log2,3.0,10,0.5841194968553458
383,entropy,4.0,log2,3.0,100,0.5841194968553458
384,entropy,4.0,log2,3.0,1000,0.5841194968553458
385,entropy,4.0,,5.0,100,0.5841194968553458
386,gini,3.0,1,1.0,100,0.5841194968553458
387,gini,3.0,1,1.0,10,0.5841194968553458
388,gini,3.0,1,1.0,1,0.5841194968553458
389,entropy,4.0,1,1.0,1,0.5841194968553458
390,entropy,4.0,1,1.0,10,0.5841194968553458
391,entropy,4.0,1,1.0,100,0.5841194968553458
392,entropy,4.0,1,1.0,1000,0.5841194968553458
393,entropy,4.0,1,2.0,1,0.5841194968553458
394,entropy,4.0,1,2.0,10,0.5841194968553458
395,entropy,4.0,1,2.0,100,0.5841194968553458
396,entropy,4.0,1,2.0,1000,0.5841194968553458
397,entropy,4.0,1,3.0,1,0.5841194968553458
398,entropy,4.0,1,3.0,10,0.5841194968553458
399,entropy,4.0,1,3.0,100,0.5841194968553458
400,entropy,4.0,1,3.0,1000,0.5841194968553458
401,entropy,4.0,1,4.0,1,0.5841194968553458
402,entropy,4.0,1,4.0,10,0.5841194968553458
403,entropy,4.0,1,4.0,100,0.5841194968553458
404,entropy,4.0,1,4.0,1000,0.5841194968553458
405,entropy,4.0,1,5.0,1,0.5841194968553458
406,entropy,4.0,1,5.0,10,0.5841194968553458
407,entropy,4.0,1,5.0,100,0.5841194968553458
408,entropy,4.0,1,5.0,1000,0.5841194968553458
409,gini,3.0,,5.0,1000,0.5841194968553458
410,gini,3.0,,5.0,100,0.5841194968553458
411,gini,3.0,,5.0,10,0.5841194968553458
412,gini,3.0,,5.0,1,0.5841194968553458
413,entropy,4.0,,5.0,1000,0.5841194968553458
414,entropy,4.0,,5.0,10,0.5841194968553458
415,entropy,4.0,log2,4.0,1,0.5841194968553458
416,entropy,4.0,,5.0,1,0.5841194968553458
417,entropy,4.0,log2,4.0,10,0.5841194968553458
418,entropy,4.0,log2,4.0,100,0.5841194968553458
419,entropy,4.0,log2,4.0,1000,0.5841194968553458
420,entropy,4.0,log2,5.0,1,0.5841194968553458
421,entropy,4.0,log2,5.0,10,0.5841194968553458
422,entropy,4.0,log2,5.0,100,0.5841194968553458
423,entropy,4.0,log2,5.0,1000,0.5841194968553458
424,gini,3.0,1,2.0,100,0.5841194968553458
425,gini,3.0,1,2.0,10,0.5841194968553458
426,gini,3.0,1,2.0,1,0.5841194968553458
427,gini,3.0,1,1.0,1000,0.5841194968553458
428,entropy,4.0,,1.0,1,0.5841194968553458
429,entropy,4.0,,1.0,10,0.5841194968553458
430,entropy,4.0,,1.0,100,0.5841194968553458
431,entropy,4.0,,1.0,1000,0.5841194968553458
432,entropy,4.0,,2.0,1,0.5841194968553458
433,entropy,4.0,,2.0,10,0.5841194968553458
434,entropy,4.0,,2.0,100,0.5841194968553458
435,entropy,4.0,,2.0,1000,0.5841194968553458
436,entropy,4.0,,3.0,1,0.5841194968553458
437,entropy,4.0,,3.0,10,0.5841194968553458
438,entropy,4.0,,3.0,100,0.5841194968553458
439,entropy,4.0,,3.0,1000,0.5841194968553458
440,entropy,4.0,,4.0,1,0.5841194968553458
441,entropy,4.0,,4.0,10,0.5841194968553458
442,entropy,4.0,,4.0,100,0.5841194968553458
443,entropy,4.0,,4.0,1000,0.5841194968553458
444,entropy,5.0,10,2.0,10,0.5841194968553458
445,entropy,5.0,10,3.0,1,0.5841194968553458
446,entropy,5.0,10,2.0,1000,0.5841194968553458
447,entropy,,log2,4.0,1,0.5841194968553458
448,gini,3.0,sqrt,3.0,1000,0.5841194968553458
449,entropy,,log2,1.0,1,0.5841194968553458
450,entropy,,log2,1.0,10,0.5841194968553458
451,entropy,,log2,1.0,100,0.5841194968553458
452,entropy,,log2,1.0,1000,0.5841194968553458
453,entropy,,log2,2.0,1,0.5841194968553458
454,entropy,,log2,2.0,10,0.5841194968553458
455,entropy,,log2,2.0,100,0.5841194968553458
456,entropy,,log2,2.0,1000,0.5841194968553458
457,entropy,,log2,3.0,1,0.5841194968553458
458,entropy,,log2,3.0,10,0.5841194968553458
459,entropy,,log2,3.0,100,0.5841194968553458
460,entropy,,log2,3.0,1000,0.5841194968553458
461,entropy,,log2,4.0,10,0.5841194968553458
462,entropy,,,2.0,1,0.5841194968553458
463,entropy,,log2,4.0,100,0.5841194968553458
464,entropy,,log2,4.0,1000,0.5841194968553458
465,entropy,,log2,5.0,1,0.5841194968553458
466,entropy,,log2,5.0,10,0.5841194968553458
467,entropy,,log2,5.0,100,0.5841194968553458
468,entropy,,log2,5.0,1000,0.5841194968553458
469,gini,3.0,sqrt,3.0,100,0.5841194968553458
470,gini,3.0,sqrt,3.0,10,0.5841194968553458
471,gini,3.0,sqrt,3.0,1,0.5841194968553458
472,gini,3.0,sqrt,2.0,1000,0.5841194968553458
473,entropy,,,1.0,1,0.5841194968553458
474,entropy,,,1.0,10,0.5841194968553458
475,entropy,,,1.0,100,0.5841194968553458
476,gini,3.0,sqrt,4.0,1,0.5841194968553458
477,gini,3.0,sqrt,4.0,10,0.5841194968553458
478,gini,3.0,sqrt,4.0,100,0.5841194968553458
479,entropy,,sqrt,5.0,1000,0.5841194968553458
480,entropy,10.0,10,5.0,1,0.5841194968553458
481,entropy,10.0,10,5.0,10,0.5841194968553458
482,entropy,10.0,10,5.0,100,0.5841194968553458
483,entropy,10.0,10,5.0,1000,0.5841194968553458
484,gini,3.0,sqrt,5.0,100,0.5841194968553458
485,gini,3.0,sqrt,5.0,10,0.5841194968553458
486,gini,3.0,sqrt,5.0,1,0.5841194968553458
487,gini,3.0,sqrt,4.0,1000,0.5841194968553458
488,entropy,,sqrt,1.0,1,0.5841194968553458
489,entropy,,sqrt,1.0,10,0.5841194968553458
490,entropy,,sqrt,1.0,100,0.5841194968553458
491,entropy,,sqrt,1.0,1000,0.5841194968553458
492,entropy,,sqrt,2.0,1,0.5841194968553458
493,entropy,,sqrt,2.0,10,0.5841194968553458
494,entropy,,sqrt,2.0,100,0.5841194968553458
495,entropy,,sqrt,2.0,1000,0.5841194968553458
496,entropy,,sqrt,3.0,1,0.5841194968553458
497,entropy,,sqrt,3.0,10,0.5841194968553458
498,entropy,,sqrt,3.0,100,0.5841194968553458
499,entropy,,sqrt,3.0,1000,0.5841194968553458
500,entropy,,sqrt,4.0,1,0.5841194968553458
501,entropy,,sqrt,4.0,10,0.5841194968553458
502,entropy,,sqrt,4.0,100,0.5841194968553458
503,entropy,,sqrt,4.0,1000,0.5841194968553458
504,entropy,,sqrt,5.0,1,0.5841194968553458
505,entropy,,sqrt,5.0,10,0.5841194968553458
506,entropy,,sqrt,5.0,100,0.5841194968553458
507,entropy,,,1.0,1000,0.5841194968553458
508,entropy,,,2.0,10,0.5841194968553458
509,gini,4.0,,5.0,100,0.5841194968553458
510,entropy,,10,2.0,1,0.5841194968553458
511,entropy,,1,4.0,1000,0.5841194968553458
512,entropy,,1,5.0,1,0.5841194968553458
513,entropy,,1,5.0,10,0.5841194968553458
514,entropy,,1,5.0,100,0.5841194968553458
