,max_iter_predict,multi_class,n_restarts_optimizer,Accuracy
0,100,one_vs_rest,0,0.7452393431167015
1,100,one_vs_rest,1,0.7452393431167015
2,700,one_vs_one,0,0.7452393431167015
3,700,one_vs_rest,100,0.7452393431167015
4,700,one_vs_rest,10,0.7452393431167015
5,700,one_vs_rest,1,0.7452393431167015
6,700,one_vs_rest,0,0.7452393431167015
7,600,one_vs_one,100,0.7452393431167015
8,600,one_vs_one,10,0.7452393431167015
9,600,one_vs_one,1,0.7452393431167015
10,600,one_vs_one,0,0.7452393431167015
11,600,one_vs_rest,100,0.7452393431167015
12,600,one_vs_rest,10,0.7452393431167015
13,600,one_vs_rest,1,0.7452393431167015
14,600,one_vs_rest,0,0.7452393431167015
15,500,one_vs_one,100,0.7452393431167015
16,500,one_vs_one,10,0.7452393431167015
17,700,one_vs_one,1,0.7452393431167015
18,700,one_vs_one,10,0.7452393431167015
19,700,one_vs_one,100,0.7452393431167015
20,900,one_vs_rest,0,0.7452393431167015
21,900,one_vs_one,10,0.7452393431167015
22,900,one_vs_one,1,0.7452393431167015
23,900,one_vs_one,0,0.7452393431167015
24,900,one_vs_rest,100,0.7452393431167015
25,900,one_vs_rest,10,0.7452393431167015
26,900,one_vs_rest,1,0.7452393431167015
27,800,one_vs_one,100,0.7452393431167015
28,800,one_vs_rest,0,0.7452393431167015
29,800,one_vs_one,10,0.7452393431167015
30,800,one_vs_one,1,0.7452393431167015
31,800,one_vs_one,0,0.7452393431167015
32,800,one_vs_rest,100,0.7452393431167015
33,800,one_vs_rest,10,0.7452393431167015
34,800,one_vs_rest,1,0.7452393431167015
35,500,one_vs_one,1,0.7452393431167015
36,500,one_vs_one,0,0.7452393431167015
37,500,one_vs_rest,100,0.7452393431167015
38,200,one_vs_rest,1,0.7452393431167015
39,200,one_vs_one,100,0.7452393431167015
40,200,one_vs_one,10,0.7452393431167015
41,200,one_vs_one,1,0.7452393431167015
42,200,one_vs_one,0,0.7452393431167015
43,200,one_vs_rest,100,0.7452393431167015
44,200,one_vs_rest,10,0.7452393431167015
45,200,one_vs_rest,0,0.7452393431167015
46,300,one_vs_rest,1,0.7452393431167015
47,100,one_vs_one,100,0.7452393431167015
48,100,one_vs_one,10,0.7452393431167015
49,100,one_vs_one,1,0.7452393431167015
50,100,one_vs_one,0,0.7452393431167015
51,100,one_vs_rest,100,0.7452393431167015
52,100,one_vs_rest,10,0.7452393431167015
53,300,one_vs_rest,0,0.7452393431167015
54,300,one_vs_rest,10,0.7452393431167015
55,500,one_vs_rest,10,0.7452393431167015
56,400,one_vs_rest,100,0.7452393431167015
57,500,one_vs_rest,1,0.7452393431167015
58,500,one_vs_rest,0,0.7452393431167015
59,400,one_vs_one,100,0.7452393431167015
60,400,one_vs_one,10,0.7452393431167015
61,400,one_vs_one,1,0.7452393431167015
62,400,one_vs_one,0,0.7452393431167015
63,400,one_vs_rest,10,0.7452393431167015
64,300,one_vs_rest,100,0.7452393431167015
65,400,one_vs_rest,1,0.7452393431167015
66,400,one_vs_rest,0,0.7452393431167015
67,300,one_vs_one,100,0.7452393431167015
68,300,one_vs_one,10,0.7452393431167015
69,300,one_vs_one,1,0.7452393431167015
70,300,one_vs_one,0,0.7452393431167015
71,900,one_vs_one,100,0.7452393431167015
