,ccp_alpha,criterion,learning_rate,loss,max_depth,max_features,n_estimators,subsample,validation_fraction,Accuracy
4055,10.0,friedman_mse,1.0,deviance,3.0,sqrt,10,1.0,0.9,0.5841194968553458
4056,10.0,friedman_mse,1.0,deviance,3.0,sqrt,10,1.0,0.1,0.5841194968553458
4057,10.0,friedman_mse,1.0,deviance,3.0,sqrt,10,1.0,0.01,0.5841194968553458
4058,10.0,friedman_mse,1.0,deviance,3.0,sqrt,10,0.5,0.9,0.5841194968553458
4059,10.0,friedman_mse,1.0,deviance,3.0,sqrt,10,0.5,0.01,0.5841194968553458
4060,10.0,friedman_mse,1.0,deviance,3.0,auto,100,1.0,0.9,0.5841194968553458
4061,10.0,friedman_mse,1.0,deviance,3.0,sqrt,10,0.1,0.9,0.5841194968553458
4062,10.0,friedman_mse,1.0,deviance,3.0,sqrt,10,0.1,0.1,0.5841194968553458
4063,10.0,friedman_mse,1.0,deviance,3.0,sqrt,10,0.1,0.01,0.5841194968553458
4064,10.0,friedman_mse,1.0,deviance,3.0,auto,1000,1.0,0.9,0.5841194968553458
4065,10.0,friedman_mse,1.0,deviance,3.0,auto,1000,1.0,0.1,0.5841194968553458
4066,10.0,friedman_mse,1.0,deviance,3.0,auto,1000,1.0,0.01,0.5841194968553458
4067,10.0,friedman_mse,1.0,deviance,3.0,auto,1000,0.5,0.9,0.5841194968553458
4068,10.0,friedman_mse,1.0,deviance,3.0,auto,1000,0.5,0.1,0.5841194968553458
4069,1.0,friedman_mse,0.1,deviance,3.0,auto,10,0.5,0.1,0.5841194968553458
4070,10.0,friedman_mse,1.0,deviance,3.0,sqrt,100,1.0,0.9,0.5841194968553458
4071,10.0,friedman_mse,1.0,deviance,3.0,sqrt,1000,0.5,0.01,0.5841194968553458
4072,10.0,friedman_mse,1.0,deviance,3.0,sqrt,1000,0.5,0.1,0.5841194968553458
4073,10.0,friedman_mse,1.0,deviance,3.0,log2,100,1.0,0.01,0.5841194968553458
4074,10.0,friedman_mse,1.0,deviance,3.0,log2,100,0.5,0.9,0.5841194968553458
4075,10.0,friedman_mse,1.0,deviance,3.0,log2,100,0.5,0.1,0.5841194968553458
4076,10.0,friedman_mse,1.0,deviance,3.0,log2,100,0.5,0.01,0.5841194968553458
4077,10.0,friedman_mse,1.0,deviance,3.0,log2,10,1.0,0.9,0.5841194968553458
4078,10.0,friedman_mse,1.0,deviance,3.0,log2,10,1.0,0.1,0.5841194968553458
4079,10.0,friedman_mse,1.0,deviance,3.0,log2,10,1.0,0.01,0.5841194968553458
4080,10.0,friedman_mse,1.0,deviance,3.0,log2,10,0.5,0.9,0.5841194968553458
4081,10.0,friedman_mse,1.0,deviance,3.0,log2,10,0.5,0.1,0.5841194968553458
4082,10.0,friedman_mse,1.0,deviance,3.0,log2,10,0.5,0.01,0.5841194968553458
4083,10.0,friedman_mse,1.0,deviance,3.0,log2,10,0.1,0.9,0.5841194968553458
4084,10.0,friedman_mse,1.0,deviance,3.0,log2,10,0.1,0.1,0.5841194968553458
4085,10.0,friedman_mse,1.0,deviance,3.0,log2,10,0.1,0.01,0.5841194968553458
4086,10.0,friedman_mse,1.0,deviance,3.0,sqrt,1000,1.0,0.9,0.5841194968553458
4087,10.0,friedman_mse,1.0,deviance,3.0,sqrt,1000,1.0,0.1,0.5841194968553458
4088,10.0,friedman_mse,1.0,deviance,3.0,sqrt,1000,1.0,0.01,0.5841194968553458
4089,10.0,friedman_mse,1.0,deviance,3.0,sqrt,1000,0.5,0.9,0.5841194968553458
4090,10.0,friedman_mse,1.0,deviance,3.0,auto,1000,0.5,0.01,0.5841194968553458
4091,10.0,friedman_mse,1.0,deviance,3.0,auto,100,1.0,0.1,0.5841194968553458
4092,10.0,friedman_mse,0.1,deviance,,sqrt,1000,1.0,0.9,0.5841194968553458
4093,10.0,friedman_mse,0.1,deviance,,log2,100,0.1,0.01,0.5841194968553458
4094,10.0,friedman_mse,0.1,deviance,,log2,100,1.0,0.9,0.5841194968553458
4095,10.0,friedman_mse,0.1,deviance,,log2,100,1.0,0.1,0.5841194968553458
4096,10.0,friedman_mse,0.1,deviance,,log2,100,1.0,0.01,0.5841194968553458
4097,10.0,friedman_mse,0.1,deviance,,log2,100,0.5,0.9,0.5841194968553458
4098,10.0,friedman_mse,0.1,deviance,,log2,100,0.5,0.1,0.5841194968553458
4099,10.0,friedman_mse,0.1,deviance,,log2,100,0.5,0.01,0.5841194968553458
4100,10.0,friedman_mse,0.1,deviance,,log2,100,0.1,0.9,0.5841194968553458
4101,10.0,friedman_mse,0.1,deviance,,log2,100,0.1,0.1,0.5841194968553458
4102,10.0,friedman_mse,0.1,deviance,,log2,10,1.0,0.9,0.5841194968553458
4103,10.0,friedman_mse,1.0,deviance,3.0,auto,100,1.0,0.01,0.5841194968553458
4104,10.0,friedman_mse,0.1,deviance,,log2,10,1.0,0.1,0.5841194968553458
4105,10.0,friedman_mse,0.1,deviance,,log2,10,1.0,0.01,0.5841194968553458
4106,10.0,friedman_mse,0.1,deviance,,log2,10,0.5,0.9,0.5841194968553458
4107,10.0,friedman_mse,0.1,deviance,,log2,10,0.5,0.1,0.5841194968553458
4108,10.0,friedman_mse,0.1,deviance,,log2,10,0.5,0.01,0.5841194968553458
4109,10.0,friedman_mse,0.1,deviance,,log2,10,0.1,0.9,0.5841194968553458
4110,10.0,friedman_mse,0.1,deviance,,log2,10,0.1,0.1,0.5841194968553458
4111,10.0,friedman_mse,0.1,deviance,,log2,10,0.1,0.01,0.5841194968553458
4112,10.0,friedman_mse,0.1,deviance,,log2,1000,0.1,0.01,0.5841194968553458
4113,10.0,friedman_mse,0.1,deviance,,log2,1000,0.1,0.1,0.5841194968553458
4114,10.0,friedman_mse,0.1,deviance,,log2,1000,0.1,0.9,0.5841194968553458
4115,10.0,friedman_mse,0.1,deviance,,log2,1000,0.5,0.01,0.5841194968553458
4116,10.0,friedman_mse,1.0,deviance,3.0,auto,100,0.5,0.9,0.5841194968553458
4117,10.0,friedman_mse,1.0,deviance,3.0,auto,100,0.5,0.1,0.5841194968553458
4118,10.0,friedman_mse,1.0,deviance,3.0,auto,100,0.5,0.01,0.5841194968553458
4119,10.0,friedman_mse,1.0,deviance,3.0,auto,10,1.0,0.9,0.5841194968553458
4120,10.0,friedman_mse,1.0,deviance,3.0,auto,10,1.0,0.1,0.5841194968553458
4121,10.0,friedman_mse,1.0,deviance,3.0,auto,10,1.0,0.01,0.5841194968553458
4122,10.0,friedman_mse,1.0,deviance,3.0,auto,10,0.5,0.9,0.5841194968553458
4123,10.0,friedman_mse,1.0,deviance,3.0,auto,10,0.5,0.1,0.5841194968553458
4124,10.0,friedman_mse,1.0,deviance,3.0,auto,10,0.5,0.01,0.5841194968553458
4125,10.0,friedman_mse,1.0,deviance,3.0,auto,10,0.1,0.9,0.5841194968553458
4126,10.0,friedman_mse,1.0,deviance,3.0,auto,10,0.1,0.1,0.5841194968553458
4127,10.0,friedman_mse,1.0,deviance,3.0,auto,10,0.1,0.01,0.5841194968553458
4128,10.0,friedman_mse,0.1,deviance,,log2,1000,1.0,0.9,0.5841194968553458
4129,10.0,friedman_mse,0.1,deviance,,log2,1000,1.0,0.1,0.5841194968553458
4130,10.0,friedman_mse,0.1,deviance,,log2,1000,1.0,0.01,0.5841194968553458
4131,10.0,friedman_mse,0.1,deviance,,log2,1000,0.5,0.9,0.5841194968553458
4132,10.0,friedman_mse,0.1,deviance,,log2,1000,0.5,0.1,0.5841194968553458
4133,1.0,friedman_mse,0.1,deviance,3.0,auto,10,0.5,0.9,0.5841194968553458
4134,1.0,friedman_mse,0.01,deviance,3.0,auto,10,0.1,0.01,0.5841194968553458
4135,1.0,friedman_mse,0.1,deviance,3.0,auto,10,0.5,0.01,0.5841194968553458
4136,0.1,friedman_mse,1.0,deviance,,sqrt,100,1.0,0.9,0.5841194968553458
4137,0.1,friedman_mse,1.0,deviance,,auto,10,1.0,0.1,0.5841194968553458
4138,0.1,friedman_mse,1.0,deviance,,auto,10,1.0,0.9,0.5841194968553458
4139,0.1,friedman_mse,1.0,deviance,,auto,100,1.0,0.01,0.5841194968553458
4140,0.1,friedman_mse,1.0,deviance,,auto,100,1.0,0.1,0.5841194968553458
4141,0.1,friedman_mse,1.0,deviance,,auto,100,1.0,0.9,0.5841194968553458
4142,0.1,friedman_mse,1.0,deviance,,auto,1000,1.0,0.01,0.5841194968553458
4143,0.1,friedman_mse,1.0,deviance,,auto,1000,1.0,0.1,0.5841194968553458
4144,0.1,friedman_mse,1.0,deviance,,auto,1000,1.0,0.9,0.5841194968553458
4145,0.1,friedman_mse,1.0,deviance,,sqrt,10,1.0,0.01,0.5841194968553458
4146,1.0,friedman_mse,0.1,deviance,3.0,auto,10,0.1,0.9,0.5841194968553458
4147,0.1,friedman_mse,1.0,deviance,,sqrt,10,1.0,0.9,0.5841194968553458
4148,0.1,friedman_mse,1.0,deviance,,sqrt,100,1.0,0.01,0.5841194968553458
4149,0.1,friedman_mse,1.0,deviance,,sqrt,100,1.0,0.1,0.5841194968553458
4150,0.1,friedman_mse,1.0,deviance,,sqrt,1000,1.0,0.01,0.5841194968553458
4151,0.1,friedman_mse,10.0,deviance,3.0,sqrt,10,1.0,0.01,0.5841194968553458
4152,0.1,friedman_mse,1.0,deviance,,sqrt,1000,1.0,0.1,0.5841194968553458
4153,0.1,friedman_mse,1.0,deviance,,sqrt,1000,1.0,0.9,0.5841194968553458
4154,0.1,friedman_mse,1.0,deviance,,log2,10,1.0,0.01,0.5841194968553458
4155,0.1,friedman_mse,1.0,deviance,,log2,10,1.0,0.1,0.5841194968553458
4156,0.1,friedman_mse,1.0,deviance,,log2,10,1.0,0.9,0.5841194968553458
4157,0.1,friedman_mse,1.0,deviance,,log2,100,1.0,0.01,0.5841194968553458
4158,0.1,friedman_mse,1.0,deviance,,log2,100,1.0,0.1,0.5841194968553458
4159,0.1,friedman_mse,1.0,deviance,,log2,100,1.0,0.9,0.5841194968553458
4160,0.1,friedman_mse,1.0,deviance,,log2,1000,1.0,0.01,0.5841194968553458
4161,0.1,friedman_mse,1.0,deviance,,log2,1000,1.0,0.1,0.5841194968553458
4162,0.1,friedman_mse,1.0,deviance,,log2,1000,1.0,0.9,0.5841194968553458
4163,0.1,friedman_mse,10.0,deviance,3.0,auto,10,1.0,0.01,0.5841194968553458
4164,0.1,friedman_mse,10.0,deviance,3.0,auto,10,1.0,0.1,0.5841194968553458
4165,0.1,friedman_mse,1.0,deviance,,auto,10,1.0,0.01,0.5841194968553458
4166,0.1,friedman_mse,1.0,deviance,10.0,log2,1000,1.0,0.9,0.5841194968553458
4167,0.1,friedman_mse,1.0,deviance,10.0,log2,1000,1.0,0.1,0.5841194968553458
4168,0.1,friedman_mse,1.0,deviance,10.0,log2,1000,1.0,0.01,0.5841194968553458
4169,0.1,friedman_mse,1.0,deviance,3.0,log2,1000,1.0,0.01,0.5841194968553458
4170,0.1,friedman_mse,1.0,deviance,3.0,log2,1000,1.0,0.1,0.5841194968553458
4171,0.1,friedman_mse,1.0,deviance,3.0,log2,1000,1.0,0.9,0.5841194968553458
4172,0.1,friedman_mse,1.0,deviance,10.0,auto,10,1.0,0.01,0.5841194968553458
4173,0.1,friedman_mse,1.0,deviance,10.0,auto,10,1.0,0.1,0.5841194968553458
4174,0.1,friedman_mse,1.0,deviance,10.0,auto,10,1.0,0.9,0.5841194968553458
4175,0.1,friedman_mse,1.0,deviance,10.0,auto,100,1.0,0.01,0.5841194968553458
4176,0.1,friedman_mse,1.0,deviance,10.0,auto,100,1.0,0.1,0.5841194968553458
4177,0.1,friedman_mse,1.0,deviance,10.0,auto,100,1.0,0.9,0.5841194968553458
4178,0.1,friedman_mse,1.0,deviance,10.0,auto,1000,1.0,0.01,0.5841194968553458
4179,0.1,friedman_mse,1.0,deviance,10.0,auto,1000,1.0,0.1,0.5841194968553458
4180,0.1,friedman_mse,1.0,deviance,10.0,auto,1000,1.0,0.9,0.5841194968553458
4181,0.1,friedman_mse,1.0,deviance,10.0,sqrt,10,1.0,0.01,0.5841194968553458
4182,0.1,friedman_mse,1.0,deviance,10.0,sqrt,10,1.0,0.1,0.5841194968553458
4183,0.1,friedman_mse,1.0,deviance,10.0,sqrt,10,1.0,0.9,0.5841194968553458
4184,0.1,friedman_mse,1.0,deviance,10.0,sqrt,100,1.0,0.01,0.5841194968553458
4185,0.1,friedman_mse,1.0,deviance,10.0,sqrt,100,1.0,0.1,0.5841194968553458
4186,0.1,friedman_mse,1.0,deviance,10.0,sqrt,100,1.0,0.9,0.5841194968553458
4187,0.1,friedman_mse,1.0,deviance,10.0,sqrt,1000,1.0,0.01,0.5841194968553458
4188,0.1,friedman_mse,1.0,deviance,10.0,sqrt,1000,1.0,0.1,0.5841194968553458
4189,0.1,friedman_mse,1.0,deviance,10.0,sqrt,1000,1.0,0.9,0.5841194968553458
4190,0.1,friedman_mse,1.0,deviance,10.0,log2,10,1.0,0.01,0.5841194968553458
4191,0.1,friedman_mse,1.0,deviance,10.0,log2,10,1.0,0.1,0.5841194968553458
4192,0.1,friedman_mse,1.0,deviance,10.0,log2,10,1.0,0.9,0.5841194968553458
4193,0.1,friedman_mse,1.0,deviance,10.0,log2,100,1.0,0.01,0.5841194968553458
4194,0.1,friedman_mse,1.0,deviance,10.0,log2,100,1.0,0.1,0.5841194968553458
4195,0.1,friedman_mse,1.0,deviance,10.0,log2,100,1.0,0.9,0.5841194968553458
4196,0.1,friedman_mse,10.0,deviance,3.0,auto,10,1.0,0.9,0.5841194968553458
4197,0.1,friedman_mse,10.0,deviance,3.0,sqrt,10,1.0,0.1,0.5841194968553458
4198,0.1,squared_error,0.1,deviance,3.0,log2,100,0.1,0.1,0.5841194968553458
4199,0.1,squared_error,0.01,deviance,3.0,auto,1000,1.0,0.9,0.5841194968553458
4200,0.1,squared_error,0.01,deviance,3.0,auto,100,0.1,0.1,0.5841194968553458
4201,0.1,squared_error,0.01,deviance,3.0,auto,100,0.1,0.9,0.5841194968553458
4202,0.1,squared_error,0.01,deviance,3.0,auto,100,0.5,0.01,0.5841194968553458
4203,0.1,squared_error,0.01,deviance,3.0,auto,100,0.5,0.1,0.5841194968553458
4204,0.1,squared_error,0.01,deviance,3.0,auto,100,0.5,0.9,0.5841194968553458
4205,0.1,squared_error,0.01,deviance,3.0,auto,100,1.0,0.01,0.5841194968553458
4206,0.1,squared_error,0.01,deviance,3.0,auto,100,1.0,0.1,0.5841194968553458
4207,0.1,squared_error,0.01,deviance,3.0,auto,100,1.0,0.9,0.5841194968553458
4208,0.1,squared_error,0.01,deviance,3.0,auto,1000,0.5,0.01,0.5841194968553458
4209,0.1,squared_error,0.01,deviance,3.0,auto,1000,0.5,0.1,0.5841194968553458
4210,0.1,squared_error,0.01,deviance,3.0,auto,1000,0.5,0.9,0.5841194968553458
4211,0.1,squared_error,0.01,deviance,3.0,auto,1000,1.0,0.01,0.5841194968553458
4212,0.1,squared_error,0.01,deviance,3.0,auto,1000,1.0,0.1,0.5841194968553458
4213,0.1,squared_error,0.01,deviance,3.0,sqrt,10,0.1,0.01,0.5841194968553458
4214,0.1,friedman_mse,10.0,deviance,3.0,sqrt,10,1.0,0.9,0.5841194968553458
4215,0.1,squared_error,0.01,deviance,3.0,sqrt,10,0.1,0.1,0.5841194968553458
4216,0.1,squared_error,0.01,deviance,3.0,sqrt,10,0.1,0.9,0.5841194968553458
4217,0.1,squared_error,0.01,deviance,3.0,sqrt,10,0.5,0.01,0.5841194968553458
4218,0.1,squared_error,0.01,deviance,3.0,sqrt,10,0.5,0.1,0.5841194968553458
4219,0.1,squared_error,0.01,deviance,3.0,sqrt,10,0.5,0.9,0.5841194968553458
4220,0.1,squared_error,0.01,deviance,3.0,sqrt,10,1.0,0.01,0.5841194968553458
4221,0.1,squared_error,0.01,deviance,3.0,sqrt,10,1.0,0.1,0.5841194968553458
4222,0.1,squared_error,0.01,deviance,3.0,sqrt,10,1.0,0.9,0.5841194968553458
4223,0.1,squared_error,0.01,deviance,3.0,sqrt,100,0.1,0.01,0.5841194968553458
4224,0.1,squared_error,0.01,deviance,3.0,sqrt,100,0.1,0.1,0.5841194968553458
4225,0.1,squared_error,0.01,deviance,3.0,sqrt,100,0.1,0.9,0.5841194968553458
4226,0.1,squared_error,0.01,deviance,3.0,sqrt,100,0.5,0.01,0.5841194968553458
4227,0.1,squared_error,0.01,deviance,3.0,sqrt,100,0.5,0.1,0.5841194968553458
4228,0.1,squared_error,0.01,deviance,3.0,auto,100,0.1,0.01,0.5841194968553458
4229,0.1,squared_error,0.01,deviance,3.0,auto,10,1.0,0.9,0.5841194968553458
4230,0.1,squared_error,0.01,deviance,3.0,auto,10,1.0,0.1,0.5841194968553458
4231,0.1,squared_error,0.01,deviance,3.0,auto,10,1.0,0.01,0.5841194968553458
4232,0.1,friedman_mse,10.0,deviance,3.0,log2,10,1.0,0.01,0.5841194968553458
4233,0.1,friedman_mse,10.0,deviance,3.0,log2,10,1.0,0.1,0.5841194968553458
4234,0.1,friedman_mse,10.0,deviance,3.0,log2,10,1.0,0.9,0.5841194968553458
4235,0.1,friedman_mse,10.0,deviance,10.0,auto,10,1.0,0.01,0.5841194968553458
4236,0.1,friedman_mse,10.0,deviance,10.0,auto,10,1.0,0.1,0.5841194968553458
4237,0.1,friedman_mse,10.0,deviance,10.0,auto,10,1.0,0.9,0.5841194968553458
4238,0.1,friedman_mse,10.0,deviance,10.0,sqrt,10,1.0,0.01,0.5841194968553458
4239,0.1,friedman_mse,10.0,deviance,10.0,sqrt,10,1.0,0.1,0.5841194968553458
4240,0.1,friedman_mse,10.0,deviance,10.0,sqrt,10,1.0,0.9,0.5841194968553458
4241,0.1,friedman_mse,10.0,deviance,10.0,log2,10,1.0,0.01,0.5841194968553458
4242,0.1,friedman_mse,10.0,deviance,10.0,log2,10,1.0,0.1,0.5841194968553458
4243,0.1,friedman_mse,10.0,deviance,10.0,log2,10,1.0,0.9,0.5841194968553458
4244,0.1,friedman_mse,10.0,deviance,,auto,10,1.0,0.01,0.5841194968553458
4245,0.1,friedman_mse,10.0,deviance,,auto,10,1.0,0.1,0.5841194968553458
4246,0.1,friedman_mse,10.0,deviance,,auto,10,1.0,0.9,0.5841194968553458
4247,0.1,friedman_mse,10.0,deviance,,sqrt,10,1.0,0.01,0.5841194968553458
4248,0.1,friedman_mse,10.0,deviance,,sqrt,10,1.0,0.1,0.5841194968553458
4249,0.1,friedman_mse,10.0,deviance,,sqrt,10,1.0,0.9,0.5841194968553458
4250,0.1,friedman_mse,10.0,deviance,,log2,10,1.0,0.01,0.5841194968553458
4251,0.1,friedman_mse,10.0,deviance,,log2,10,1.0,0.1,0.5841194968553458
4252,0.1,friedman_mse,10.0,deviance,,log2,10,1.0,0.9,0.5841194968553458
4253,0.1,squared_error,0.01,deviance,3.0,auto,10,0.1,0.01,0.5841194968553458
4254,0.1,squared_error,0.01,deviance,3.0,auto,10,0.1,0.1,0.5841194968553458
4255,0.1,squared_error,0.01,deviance,3.0,auto,10,0.1,0.9,0.5841194968553458
4256,0.1,squared_error,0.01,deviance,3.0,auto,10,0.5,0.01,0.5841194968553458
4257,0.1,squared_error,0.01,deviance,3.0,auto,10,0.5,0.1,0.5841194968553458
4258,0.1,squared_error,0.01,deviance,3.0,auto,10,0.5,0.9,0.5841194968553458
4259,0.1,friedman_mse,1.0,deviance,3.0,log2,100,1.0,0.9,0.5841194968553458
4260,0.1,friedman_mse,1.0,deviance,3.0,log2,100,1.0,0.1,0.5841194968553458
4261,0.1,friedman_mse,1.0,deviance,3.0,log2,100,1.0,0.01,0.5841194968553458
4262,0.1,friedman_mse,0.1,deviance,,auto,100,1.0,0.01,0.5841194968553458
4263,0.1,friedman_mse,0.1,deviance,10.0,log2,1000,1.0,0.9,0.5841194968553458
4264,0.1,friedman_mse,0.1,deviance,,auto,10,0.1,0.01,0.5841194968553458
4265,0.1,friedman_mse,0.1,deviance,,auto,10,0.1,0.1,0.5841194968553458
4266,0.1,friedman_mse,0.1,deviance,,auto,10,0.1,0.9,0.5841194968553458
4267,0.1,friedman_mse,0.1,deviance,,auto,10,0.5,0.01,0.5841194968553458
4268,0.1,friedman_mse,0.1,deviance,,auto,10,0.5,0.1,0.5841194968553458
4269,0.1,friedman_mse,0.1,deviance,,auto,10,0.5,0.9,0.5841194968553458
4270,0.1,friedman_mse,0.1,deviance,,auto,10,1.0,0.01,0.5841194968553458
4271,0.1,friedman_mse,0.1,deviance,,auto,10,1.0,0.1,0.5841194968553458
4272,0.1,friedman_mse,0.1,deviance,,auto,10,1.0,0.9,0.5841194968553458
4273,0.1,friedman_mse,0.1,deviance,,auto,100,0.5,0.01,0.5841194968553458
4274,0.1,friedman_mse,0.1,deviance,,auto,100,0.5,0.1,0.5841194968553458
4275,0.1,friedman_mse,0.1,deviance,,auto,100,0.5,0.9,0.5841194968553458
4276,0.1,friedman_mse,0.1,deviance,,auto,100,1.0,0.1,0.5841194968553458
4277,0.1,friedman_mse,1.0,deviance,3.0,log2,10,1.0,0.9,0.5841194968553458
4278,0.1,friedman_mse,0.1,deviance,,auto,100,1.0,0.9,0.5841194968553458
4279,0.1,friedman_mse,0.1,deviance,,auto,1000,0.5,0.01,0.5841194968553458
4280,0.1,friedman_mse,0.1,deviance,,auto,1000,0.5,0.1,0.5841194968553458
4281,0.1,friedman_mse,0.1,deviance,,auto,1000,0.5,0.9,0.5841194968553458
4282,0.1,friedman_mse,0.1,deviance,,auto,1000,1.0,0.01,0.5841194968553458
4283,0.1,friedman_mse,0.1,deviance,,auto,1000,1.0,0.1,0.5841194968553458
4284,0.1,friedman_mse,0.1,deviance,,auto,1000,1.0,0.9,0.5841194968553458
4285,0.1,friedman_mse,0.1,deviance,,sqrt,10,0.1,0.01,0.5841194968553458
4286,0.1,friedman_mse,0.1,deviance,,sqrt,10,0.1,0.1,0.5841194968553458
4287,0.1,friedman_mse,0.1,deviance,,sqrt,10,0.1,0.9,0.5841194968553458
4288,0.1,friedman_mse,0.1,deviance,,sqrt,10,0.5,0.01,0.5841194968553458
4289,0.1,friedman_mse,0.1,deviance,,sqrt,10,0.5,0.1,0.5841194968553458
4290,0.1,friedman_mse,0.1,deviance,,sqrt,10,0.5,0.9,0.5841194968553458
4291,0.1,friedman_mse,0.1,deviance,10.0,log2,1000,1.0,0.1,0.5841194968553458
4292,0.1,friedman_mse,0.1,deviance,10.0,log2,1000,1.0,0.01,0.5841194968553458
4293,0.1,friedman_mse,0.1,deviance,10.0,log2,1000,0.5,0.9,0.5841194968553458
4294,0.1,friedman_mse,0.1,deviance,10.0,log2,1000,0.5,0.1,0.5841194968553458
4295,0.1,friedman_mse,0.1,deviance,10.0,sqrt,100,1.0,0.1,0.5841194968553458
4296,0.1,friedman_mse,0.1,deviance,10.0,sqrt,100,1.0,0.9,0.5841194968553458
4297,0.1,friedman_mse,0.1,deviance,10.0,sqrt,1000,0.5,0.01,0.5841194968553458
4298,0.1,friedman_mse,0.1,deviance,10.0,sqrt,1000,0.5,0.1,0.5841194968553458
4299,0.1,friedman_mse,0.1,deviance,10.0,sqrt,1000,0.5,0.9,0.5841194968553458
4300,0.1,friedman_mse,0.1,deviance,10.0,sqrt,1000,1.0,0.01,0.5841194968553458
4301,0.1,friedman_mse,0.1,deviance,10.0,sqrt,1000,1.0,0.1,0.5841194968553458
4302,0.1,friedman_mse,0.1,deviance,10.0,sqrt,1000,1.0,0.9,0.5841194968553458
4303,0.1,friedman_mse,0.1,deviance,10.0,log2,10,0.1,0.01,0.5841194968553458
4304,0.1,friedman_mse,0.1,deviance,10.0,log2,10,0.1,0.1,0.5841194968553458
4305,0.1,friedman_mse,0.1,deviance,10.0,log2,10,0.1,0.9,0.5841194968553458
4306,0.1,friedman_mse,0.1,deviance,10.0,log2,10,0.5,0.01,0.5841194968553458
4307,0.1,friedman_mse,0.1,deviance,10.0,log2,10,0.5,0.1,0.5841194968553458
4308,0.1,friedman_mse,0.1,deviance,10.0,log2,10,0.5,0.9,0.5841194968553458
4309,0.1,friedman_mse,0.1,deviance,10.0,log2,10,1.0,0.01,0.5841194968553458
4310,0.1,friedman_mse,0.1,deviance,10.0,log2,10,1.0,0.1,0.5841194968553458
4311,0.1,friedman_mse,0.1,deviance,10.0,log2,10,1.0,0.9,0.5841194968553458
4312,0.1,friedman_mse,0.1,deviance,10.0,log2,100,0.1,0.01,0.5841194968553458
4313,0.1,friedman_mse,0.1,deviance,10.0,log2,100,0.1,0.1,0.5841194968553458
4314,0.1,friedman_mse,0.1,deviance,10.0,log2,100,0.1,0.9,0.5841194968553458
4315,0.1,friedman_mse,0.1,deviance,10.0,log2,100,0.5,0.01,0.5841194968553458
4316,0.1,friedman_mse,0.1,deviance,10.0,log2,100,0.5,0.1,0.5841194968553458
4317,0.1,friedman_mse,0.1,deviance,10.0,log2,100,0.5,0.9,0.5841194968553458
4318,0.1,friedman_mse,0.1,deviance,10.0,log2,100,1.0,0.01,0.5841194968553458
4319,0.1,friedman_mse,0.1,deviance,10.0,log2,100,1.0,0.1,0.5841194968553458
4320,0.1,friedman_mse,0.1,deviance,10.0,log2,100,1.0,0.9,0.5841194968553458
4321,0.1,friedman_mse,0.1,deviance,10.0,log2,1000,0.5,0.01,0.5841194968553458
4322,0.1,friedman_mse,0.1,deviance,,sqrt,10,1.0,0.01,0.5841194968553458
4323,0.1,friedman_mse,0.1,deviance,,sqrt,10,1.0,0.1,0.5841194968553458
4324,0.1,friedman_mse,0.1,deviance,,sqrt,10,1.0,0.9,0.5841194968553458
4325,0.1,friedman_mse,0.1,deviance,,log2,100,1.0,0.01,0.5841194968553458
4326,0.1,friedman_mse,0.1,deviance,,log2,100,1.0,0.9,0.5841194968553458
4327,0.1,friedman_mse,0.1,deviance,,log2,1000,0.5,0.01,0.5841194968553458
4328,0.1,friedman_mse,0.1,deviance,,log2,1000,0.5,0.1,0.5841194968553458
4329,0.1,friedman_mse,0.1,deviance,,log2,1000,0.5,0.9,0.5841194968553458
4330,0.1,friedman_mse,0.1,deviance,,log2,1000,1.0,0.01,0.5841194968553458
4331,0.1,friedman_mse,0.1,deviance,,log2,1000,1.0,0.1,0.5841194968553458
4332,0.1,friedman_mse,0.1,deviance,,log2,1000,1.0,0.9,0.5841194968553458
4333,0.1,friedman_mse,1.0,deviance,3.0,auto,10,1.0,0.01,0.5841194968553458
4334,0.1,friedman_mse,1.0,deviance,3.0,auto,10,1.0,0.1,0.5841194968553458
4335,0.1,friedman_mse,1.0,deviance,3.0,auto,10,1.0,0.9,0.5841194968553458
4336,0.1,friedman_mse,1.0,deviance,3.0,auto,100,1.0,0.01,0.5841194968553458
4337,0.1,friedman_mse,1.0,deviance,3.0,auto,100,1.0,0.1,0.5841194968553458
4338,0.1,friedman_mse,1.0,deviance,3.0,auto,100,1.0,0.9,0.5841194968553458
4339,0.1,friedman_mse,1.0,deviance,3.0,auto,1000,1.0,0.01,0.5841194968553458
4340,0.1,friedman_mse,1.0,deviance,3.0,auto,1000,1.0,0.1,0.5841194968553458
4341,0.1,friedman_mse,1.0,deviance,3.0,auto,1000,1.0,0.9,0.5841194968553458
4342,0.1,friedman_mse,1.0,deviance,3.0,sqrt,10,1.0,0.01,0.5841194968553458
4343,0.1,friedman_mse,1.0,deviance,3.0,sqrt,10,1.0,0.1,0.5841194968553458
4344,0.1,friedman_mse,1.0,deviance,3.0,sqrt,10,1.0,0.9,0.5841194968553458
4345,0.1,friedman_mse,1.0,deviance,3.0,sqrt,100,1.0,0.01,0.5841194968553458
4346,0.1,friedman_mse,1.0,deviance,3.0,sqrt,100,1.0,0.1,0.5841194968553458
4347,0.1,friedman_mse,1.0,deviance,3.0,sqrt,100,1.0,0.9,0.5841194968553458
