,ccp_alpha,criterion,learning_rate,loss,max_depth,max_features,n_estimators,subsample,validation_fraction,Accuracy
0,0.0,friedman_mse,0.1,deviance,10.0,sqrt,100,0.5,0.9,0.803721174004193
1,0.0,friedman_mse,0.1,deviance,10.0,sqrt,100,0.5,0.1,0.803721174004193
2,0.0,friedman_mse,0.1,deviance,10.0,sqrt,100,0.5,0.01,0.803721174004193
3,0.0,squared_error,0.01,deviance,3.0,auto,1000,0.5,0.9,0.7991352201257862
4,0.0,friedman_mse,0.01,deviance,3.0,auto,1000,0.5,0.01,0.7991352201257862
5,0.0,friedman_mse,0.01,deviance,3.0,auto,1000,0.5,0.9,0.7991352201257862
6,0.0,squared_error,0.01,deviance,3.0,auto,1000,0.5,0.01,0.7991352201257862
7,0.0,squared_error,0.01,deviance,3.0,auto,1000,0.5,0.1,0.7991352201257862
8,0.0,friedman_mse,0.01,deviance,3.0,auto,1000,0.5,0.1,0.7991352201257862
9,0.0,squared_error,0.01,deviance,3.0,sqrt,1000,1.0,0.01,0.7990041928721174
10,0.0,friedman_mse,0.01,deviance,10.0,auto,100,0.5,0.01,0.7990041928721174
11,0.0,squared_error,0.01,deviance,3.0,sqrt,1000,1.0,0.1,0.7990041928721174
12,0.0,friedman_mse,0.01,deviance,10.0,auto,100,0.5,0.1,0.7990041928721174
13,0.0,friedman_mse,0.01,deviance,10.0,auto,100,0.5,0.9,0.7990041928721174
14,0.0,squared_error,0.01,deviance,3.0,sqrt,1000,1.0,0.9,0.7990041928721174
15,0.0,squared_error,0.01,deviance,,sqrt,100,1.0,0.01,0.7967767295597484
16,0.0,squared_error,0.01,deviance,,sqrt,100,1.0,0.1,0.7967767295597484
17,0.0,squared_error,0.01,deviance,,sqrt,100,1.0,0.9,0.7967767295597484
18,0.0,friedman_mse,0.1,deviance,10.0,log2,1000,1.0,0.1,0.7967330538085255
19,0.0,friedman_mse,0.1,deviance,10.0,log2,1000,1.0,0.01,0.7967330538085255
20,0.0,squared_error,0.01,deviance,3.0,log2,1000,0.5,0.9,0.7967330538085255
21,0.0,friedman_mse,0.01,deviance,,auto,1000,0.5,0.9,0.7967330538085255
22,0.0,squared_error,0.01,deviance,3.0,log2,1000,0.5,0.01,0.7967330538085255
23,0.0,squared_error,0.01,deviance,3.0,log2,1000,0.5,0.1,0.7967330538085255
24,0.0,friedman_mse,0.01,deviance,,auto,1000,0.5,0.01,0.7967330538085255
25,0.0,squared_error,0.01,deviance,10.0,auto,1000,0.5,0.9,0.7967330538085255
26,0.0,friedman_mse,0.1,deviance,10.0,log2,1000,1.0,0.9,0.7967330538085255
27,0.0,friedman_mse,0.01,deviance,,auto,1000,0.5,0.1,0.7967330538085255
28,0.0,squared_error,0.01,deviance,10.0,auto,1000,0.5,0.1,0.7967330538085255
29,0.0,squared_error,0.01,deviance,10.0,auto,1000,0.5,0.01,0.7967330538085255
30,0.0,friedman_mse,0.01,deviance,,auto,100,0.5,0.9,0.7966893780573026
31,0.0,squared_error,0.1,deviance,,auto,10,0.5,0.1,0.7966893780573026
32,0.0,friedman_mse,0.01,deviance,,auto,100,0.5,0.01,0.7966893780573026
33,0.0,squared_error,0.01,deviance,,auto,100,0.5,0.9,0.7966893780573026
34,0.0,squared_error,0.1,deviance,10.0,sqrt,1000,1.0,0.9,0.7966893780573026
35,0.0,squared_error,0.01,deviance,,auto,100,0.5,0.1,0.7966893780573026
36,0.0,squared_error,0.1,deviance,,auto,10,0.5,0.01,0.7966893780573026
37,0.0,squared_error,0.1,deviance,,auto,10,0.5,0.9,0.7966893780573026
38,0.0,squared_error,0.1,deviance,10.0,sqrt,1000,1.0,0.1,0.7966893780573026
39,0.0,squared_error,0.01,deviance,,auto,100,0.5,0.01,0.7966893780573026
40,0.0,friedman_mse,0.01,deviance,,auto,100,0.5,0.1,0.7966893780573026
41,0.0,squared_error,0.1,deviance,10.0,sqrt,1000,1.0,0.01,0.7966893780573026
42,0.0,friedman_mse,0.01,deviance,3.0,sqrt,1000,1.0,0.9,0.7966457023060797
43,0.0,friedman_mse,0.01,deviance,3.0,sqrt,1000,1.0,0.1,0.7966457023060797
44,0.0,friedman_mse,0.01,deviance,3.0,sqrt,1000,1.0,0.01,0.7966457023060797
45,0.0,friedman_mse,0.1,deviance,3.0,log2,1000,1.0,0.01,0.7966457023060797
46,0.0,squared_error,0.01,deviance,3.0,log2,1000,1.0,0.9,0.7966457023060797
47,0.0,friedman_mse,0.1,deviance,3.0,log2,1000,1.0,0.9,0.7966457023060797
48,0.0,squared_error,0.01,deviance,3.0,log2,1000,1.0,0.1,0.7966457023060797
49,0.0,squared_error,0.01,deviance,3.0,log2,1000,1.0,0.01,0.7966457023060797
50,0.0,friedman_mse,0.1,deviance,3.0,log2,1000,1.0,0.1,0.7966457023060797
51,0.0,friedman_mse,0.1,deviance,3.0,log2,1000,0.5,0.9,0.7966020265548568
52,0.0,friedman_mse,0.1,deviance,3.0,log2,1000,0.5,0.1,0.7966020265548568
53,0.0,friedman_mse,0.1,deviance,3.0,log2,1000,0.5,0.01,0.7966020265548568
54,0.0,friedman_mse,1.0,deviance,10.0,sqrt,100,1.0,0.9,0.7966020265548568
55,0.0,friedman_mse,1.0,deviance,10.0,sqrt,100,1.0,0.1,0.7966020265548568
56,0.0,friedman_mse,1.0,deviance,10.0,sqrt,100,1.0,0.01,0.7966020265548568
57,0.0,friedman_mse,1.0,deviance,10.0,sqrt,1000,1.0,0.1,0.7966020265548568
58,0.0,friedman_mse,1.0,deviance,10.0,sqrt,1000,1.0,0.01,0.7966020265548568
59,0.0,friedman_mse,1.0,deviance,10.0,sqrt,1000,1.0,0.9,0.7966020265548568
60,0.0,squared_error,0.01,deviance,,log2,100,0.5,0.1,0.7945055904961565
61,0.0,squared_error,0.01,deviance,,log2,100,0.5,0.01,0.7945055904961565
62,0.0,squared_error,0.01,deviance,,log2,100,0.5,0.9,0.7945055904961565
63,0.0,friedman_mse,0.1,deviance,,sqrt,10,0.5,0.9,0.7945055904961564
64,0.0,friedman_mse,0.1,deviance,,sqrt,10,0.5,0.1,0.7945055904961564
65,0.0,friedman_mse,0.1,deviance,,sqrt,10,0.5,0.01,0.7945055904961564
66,0.0,friedman_mse,0.01,deviance,,sqrt,100,1.0,0.1,0.7944619147449337
67,0.0,squared_error,0.01,deviance,,sqrt,100,0.5,0.9,0.7944619147449337
68,0.0,friedman_mse,0.01,deviance,,sqrt,100,1.0,0.9,0.7944619147449337
69,0.0,friedman_mse,0.01,deviance,,sqrt,100,1.0,0.01,0.7944619147449337
70,0.0,squared_error,0.01,deviance,,sqrt,100,0.5,0.1,0.7944619147449337
71,0.0,squared_error,0.1,deviance,3.0,auto,1000,0.5,0.01,0.7944619147449337
72,0.0,squared_error,0.01,deviance,,sqrt,100,0.5,0.01,0.7944619147449337
73,0.0,squared_error,0.1,deviance,3.0,auto,1000,0.5,0.1,0.7944619147449337
74,0.0,squared_error,0.1,deviance,3.0,auto,1000,0.5,0.9,0.7944619147449337
75,0.0,friedman_mse,0.1,deviance,3.0,sqrt,100,0.5,0.01,0.7944182389937108
76,0.0,friedman_mse,0.1,deviance,3.0,sqrt,100,0.5,0.1,0.7944182389937108
77,0.0,friedman_mse,0.1,deviance,3.0,sqrt,100,0.5,0.9,0.7944182389937108
78,0.0,friedman_mse,0.01,deviance,,sqrt,100,0.5,0.01,0.7944182389937107
79,0.0,friedman_mse,0.01,deviance,3.0,log2,1000,0.5,0.9,0.7944182389937107
80,0.0,friedman_mse,0.01,deviance,3.0,log2,1000,0.5,0.1,0.7944182389937107
81,0.0,friedman_mse,0.01,deviance,,sqrt,100,0.5,0.1,0.7944182389937107
82,0.0,friedman_mse,0.01,deviance,,sqrt,100,0.5,0.9,0.7944182389937107
83,0.0,squared_error,0.1,deviance,,sqrt,10,1.0,0.1,0.7944182389937107
84,0.0,squared_error,0.1,deviance,,sqrt,10,1.0,0.9,0.7944182389937107
85,0.0,friedman_mse,0.01,deviance,3.0,log2,1000,0.5,0.01,0.7944182389937107
86,0.0,squared_error,0.1,deviance,,sqrt,10,1.0,0.01,0.7944182389937107
87,0.0,squared_error,0.01,deviance,10.0,auto,100,0.5,0.9,0.7943745632424878
88,0.0,squared_error,0.01,deviance,,auto,1000,0.5,0.9,0.7943745632424878
89,0.0,squared_error,0.01,deviance,,auto,1000,0.5,0.1,0.7943745632424878
90,0.0,friedman_mse,0.01,deviance,10.0,auto,1000,0.5,0.01,0.7943745632424878
91,0.0,friedman_mse,0.01,deviance,10.0,auto,1000,0.5,0.1,0.7943745632424878
92,0.0,friedman_mse,0.01,deviance,10.0,auto,1000,0.5,0.9,0.7943745632424878
93,0.0,squared_error,0.01,deviance,,auto,1000,0.5,0.01,0.7943745632424878
94,0.0,squared_error,0.01,deviance,10.0,auto,100,0.5,0.01,0.7943745632424878
95,0.0,squared_error,0.01,deviance,10.0,auto,100,0.5,0.1,0.7943745632424878
96,0.0,squared_error,0.1,deviance,10.0,sqrt,10,1.0,0.01,0.7943308874912649
97,0.0,squared_error,0.1,deviance,10.0,sqrt,10,1.0,0.1,0.7943308874912649
98,0.0,squared_error,0.1,deviance,10.0,sqrt,10,1.0,0.9,0.7943308874912649
99,0.0,friedman_mse,0.01,deviance,3.0,log2,1000,1.0,0.9,0.7943308874912648
100,0.0,friedman_mse,0.1,deviance,10.0,auto,100,0.5,0.9,0.7943308874912648
101,0.0,friedman_mse,0.1,deviance,10.0,auto,100,0.5,0.1,0.7943308874912648
102,0.0,friedman_mse,0.1,deviance,10.0,auto,100,0.5,0.01,0.7943308874912648
103,0.0,friedman_mse,0.01,deviance,3.0,log2,1000,1.0,0.01,0.7943308874912648
104,0.0,friedman_mse,0.01,deviance,3.0,log2,1000,1.0,0.1,0.7943308874912648
105,0.0,squared_error,0.1,deviance,10.0,auto,100,0.5,0.01,0.7942435359888189
106,0.0,squared_error,0.1,deviance,10.0,auto,100,0.5,0.9,0.7942435359888189
107,0.0,squared_error,0.1,deviance,10.0,auto,100,0.5,0.1,0.7942435359888189
108,0.0,squared_error,1.0,deviance,10.0,log2,1000,1.0,0.01,0.7941998602375961
109,0.0,squared_error,1.0,deviance,10.0,log2,100,1.0,0.9,0.7941998602375961
110,0.0,squared_error,1.0,deviance,10.0,log2,100,1.0,0.1,0.7941998602375961
111,0.0,squared_error,1.0,deviance,10.0,log2,100,1.0,0.01,0.7941998602375961
112,0.0,squared_error,1.0,deviance,10.0,log2,1000,1.0,0.1,0.7941998602375961
113,0.0,squared_error,1.0,deviance,10.0,log2,1000,1.0,0.9,0.7941998602375961
114,0.0,squared_error,0.01,deviance,10.0,sqrt,100,0.5,0.9,0.7921470999301188
115,0.0,friedman_mse,0.01,deviance,,log2,100,0.5,0.9,0.7921470999301188
116,0.0,squared_error,0.01,deviance,10.0,sqrt,100,0.5,0.1,0.7921470999301188
117,0.0,squared_error,0.01,deviance,10.0,sqrt,100,0.5,0.01,0.7921470999301188
118,0.0,friedman_mse,0.01,deviance,,log2,100,0.5,0.01,0.7921470999301188
119,0.0,friedman_mse,0.01,deviance,,log2,100,0.5,0.1,0.7921470999301188
120,0.0,friedman_mse,0.1,deviance,3.0,auto,100,0.5,0.01,0.792103424178896
121,0.0,friedman_mse,0.1,deviance,3.0,auto,100,0.5,0.9,0.792103424178896
122,0.0,friedman_mse,0.1,deviance,3.0,auto,100,0.5,0.1,0.792103424178896
123,0.0,squared_error,0.1,deviance,3.0,sqrt,100,0.5,0.9,0.792059748427673
124,0.0,squared_error,0.1,deviance,3.0,sqrt,100,0.5,0.01,0.792059748427673
125,0.0,friedman_mse,0.01,deviance,,log2,1000,1.0,0.01,0.792059748427673
126,0.0,friedman_mse,0.1,deviance,3.0,sqrt,1000,1.0,0.01,0.792059748427673
127,0.0,squared_error,0.1,deviance,3.0,sqrt,100,0.5,0.1,0.792059748427673
128,0.0,friedman_mse,0.1,deviance,3.0,sqrt,1000,1.0,0.1,0.792059748427673
129,0.0,friedman_mse,0.01,deviance,,log2,1000,1.0,0.1,0.792059748427673
130,0.0,friedman_mse,0.01,deviance,,log2,1000,1.0,0.9,0.792059748427673
131,0.0,friedman_mse,0.1,deviance,3.0,sqrt,1000,0.5,0.9,0.792059748427673
132,0.0,friedman_mse,0.1,deviance,3.0,sqrt,1000,0.5,0.01,0.792059748427673
133,0.0,friedman_mse,0.1,deviance,3.0,sqrt,1000,0.5,0.1,0.792059748427673
134,0.0,friedman_mse,0.1,deviance,3.0,sqrt,1000,1.0,0.9,0.792059748427673
135,0.0,squared_error,0.01,deviance,3.0,sqrt,1000,0.5,0.1,0.79201607267645
136,0.0,squared_error,0.01,deviance,10.0,sqrt,1000,1.0,0.01,0.79201607267645
137,0.0,squared_error,0.01,deviance,10.0,sqrt,1000,1.0,0.9,0.79201607267645
138,0.0,friedman_mse,0.1,deviance,,auto,100,0.5,0.01,0.79201607267645
139,0.0,squared_error,0.01,deviance,10.0,sqrt,1000,1.0,0.1,0.79201607267645
140,0.0,squared_error,0.1,deviance,3.0,sqrt,1000,1.0,0.1,0.79201607267645
141,0.0,squared_error,0.1,deviance,3.0,sqrt,1000,1.0,0.01,0.79201607267645
142,0.0,squared_error,0.01,deviance,3.0,sqrt,1000,0.5,0.9,0.79201607267645
143,0.0,squared_error,0.1,deviance,3.0,sqrt,1000,1.0,0.9,0.79201607267645
144,0.0,friedman_mse,0.1,deviance,,auto,100,0.5,0.9,0.79201607267645
145,0.0,squared_error,0.01,deviance,3.0,sqrt,1000,0.5,0.01,0.79201607267645
146,0.0,friedman_mse,0.1,deviance,,auto,100,0.5,0.1,0.79201607267645
147,0.0,squared_error,0.1,deviance,3.0,log2,100,1.0,0.9,0.7919287211740043
148,0.0,squared_error,0.1,deviance,3.0,log2,1000,1.0,0.01,0.7919287211740043
149,0.0,friedman_mse,0.1,deviance,3.0,log2,100,1.0,0.9,0.7919287211740043
150,0.0,friedman_mse,0.1,deviance,3.0,log2,100,1.0,0.1,0.7919287211740043
151,0.0,friedman_mse,0.1,deviance,3.0,log2,100,1.0,0.01,0.7919287211740043
152,0.0,squared_error,0.1,deviance,3.0,log2,100,1.0,0.1,0.7919287211740043
153,0.0,squared_error,0.1,deviance,3.0,log2,1000,1.0,0.9,0.7919287211740043
154,0.0,squared_error,0.1,deviance,3.0,log2,100,1.0,0.01,0.7919287211740043
155,0.0,squared_error,0.1,deviance,3.0,log2,1000,1.0,0.1,0.7919287211740043
156,0.0,friedman_mse,0.1,deviance,,log2,10,1.0,0.1,0.789832285115304
157,0.0,friedman_mse,0.1,deviance,,log2,10,1.0,0.9,0.789832285115304
158,0.0,friedman_mse,0.1,deviance,,log2,10,1.0,0.01,0.789832285115304
159,0.0,squared_error,1.0,deviance,3.0,sqrt,1000,1.0,0.1,0.7897449336128581
160,0.0,friedman_mse,0.01,deviance,10.0,sqrt,1000,1.0,0.9,0.7897449336128581
161,0.0,friedman_mse,1.0,deviance,10.0,log2,100,1.0,0.01,0.7897449336128581
162,0.0,friedman_mse,0.01,deviance,10.0,sqrt,100,1.0,0.9,0.7897449336128581
163,0.0,friedman_mse,0.01,deviance,10.0,log2,100,1.0,0.01,0.7897449336128581
164,0.0,friedman_mse,0.01,deviance,10.0,log2,100,1.0,0.1,0.7897449336128581
165,0.0,squared_error,1.0,deviance,3.0,sqrt,1000,1.0,0.9,0.7897449336128581
166,0.0,friedman_mse,0.01,deviance,10.0,sqrt,100,1.0,0.1,0.7897449336128581
167,0.0,friedman_mse,0.01,deviance,10.0,log2,100,1.0,0.9,0.7897449336128581
168,0.0,friedman_mse,1.0,deviance,10.0,log2,1000,1.0,0.01,0.7897449336128581
169,0.0,friedman_mse,1.0,deviance,3.0,sqrt,1000,1.0,0.01,0.7897449336128581
170,0.0,friedman_mse,0.01,deviance,10.0,sqrt,100,1.0,0.01,0.7897449336128581
171,0.0,friedman_mse,1.0,deviance,10.0,log2,100,1.0,0.1,0.7897449336128581
172,0.0,friedman_mse,1.0,deviance,10.0,log2,100,1.0,0.9,0.7897449336128581
173,0.0,friedman_mse,1.0,deviance,10.0,log2,1000,1.0,0.1,0.7897449336128581
174,0.0,friedman_mse,1.0,deviance,10.0,log2,1000,1.0,0.9,0.7897449336128581
175,0.0,friedman_mse,1.0,deviance,3.0,sqrt,1000,1.0,0.1,0.7897449336128581
176,0.0,friedman_mse,1.0,deviance,3.0,sqrt,1000,1.0,0.9,0.7897449336128581
177,0.0,friedman_mse,0.01,deviance,10.0,sqrt,1000,1.0,0.01,0.7897449336128581
178,0.0,friedman_mse,0.01,deviance,10.0,sqrt,1000,1.0,0.1,0.7897449336128581
179,0.0,squared_error,1.0,deviance,3.0,sqrt,1000,1.0,0.01,0.7897449336128581
180,0.0,squared_error,0.01,deviance,10.0,log2,1000,1.0,0.1,0.7897012578616353
181,0.0,squared_error,0.01,deviance,10.0,log2,1000,1.0,0.01,0.7897012578616353
182,0.0,friedman_mse,0.1,deviance,10.0,sqrt,1000,1.0,0.1,0.7897012578616353
183,0.0,friedman_mse,0.1,deviance,10.0,sqrt,1000,1.0,0.01,0.7897012578616353
184,0.0,squared_error,0.01,deviance,10.0,log2,1000,1.0,0.9,0.7897012578616353
185,0.0,friedman_mse,0.1,deviance,10.0,sqrt,1000,1.0,0.9,0.7897012578616353
186,0.0,squared_error,0.01,deviance,,log2,100,1.0,0.1,0.7897012578616351
187,0.0,friedman_mse,0.1,deviance,,sqrt,1000,1.0,0.01,0.7897012578616351
188,0.0,squared_error,0.01,deviance,10.0,log2,100,1.0,0.01,0.7897012578616351
189,0.0,squared_error,0.01,deviance,10.0,log2,100,1.0,0.1,0.7897012578616351
190,0.0,squared_error,0.01,deviance,10.0,log2,100,1.0,0.9,0.7897012578616351
191,0.0,squared_error,0.01,deviance,,log2,100,1.0,0.01,0.7897012578616351
192,0.0,squared_error,0.01,deviance,,log2,100,1.0,0.9,0.7897012578616351
193,0.0,friedman_mse,0.1,deviance,,sqrt,1000,1.0,0.1,0.7897012578616351
194,0.0,friedman_mse,0.1,deviance,,sqrt,100,1.0,0.01,0.7897012578616351
195,0.0,squared_error,0.01,deviance,,log2,1000,1.0,0.9,0.7897012578616351
196,0.0,squared_error,0.01,deviance,,log2,1000,1.0,0.1,0.7897012578616351
197,0.0,friedman_mse,0.1,deviance,,sqrt,1000,1.0,0.9,0.7897012578616351
198,0.0,squared_error,0.01,deviance,,log2,1000,1.0,0.01,0.7897012578616351
199,0.0,friedman_mse,0.1,deviance,,sqrt,100,1.0,0.1,0.7897012578616351
200,0.0,friedman_mse,0.1,deviance,,sqrt,100,1.0,0.9,0.7897012578616351
201,0.0,friedman_mse,0.1,deviance,10.0,log2,100,1.0,0.9,0.7897012578616351
202,0.0,squared_error,0.1,deviance,,sqrt,1000,1.0,0.9,0.7897012578616351
203,0.0,friedman_mse,0.01,deviance,3.0,sqrt,1000,0.5,0.9,0.7897012578616351
204,0.0,friedman_mse,0.01,deviance,3.0,sqrt,1000,0.5,0.1,0.7897012578616351
205,0.0,squared_error,0.1,deviance,,sqrt,100,1.0,0.9,0.7897012578616351
206,0.0,squared_error,0.1,deviance,,sqrt,100,1.0,0.1,0.7897012578616351
207,0.0,friedman_mse,0.01,deviance,3.0,sqrt,1000,0.5,0.01,0.7897012578616351
208,0.0,squared_error,0.1,deviance,,sqrt,100,1.0,0.01,0.7897012578616351
209,0.0,squared_error,0.1,deviance,,sqrt,1000,1.0,0.01,0.7897012578616351
210,0.0,friedman_mse,0.1,deviance,10.0,log2,100,1.0,0.01,0.7897012578616351
211,0.0,friedman_mse,0.1,deviance,10.0,log2,100,1.0,0.1,0.7897012578616351
212,0.0,squared_error,0.1,deviance,,sqrt,1000,1.0,0.1,0.7897012578616351
213,0.0,friedman_mse,0.1,deviance,10.0,auto,10,0.5,0.9,0.7896575821104124
214,0.0,friedman_mse,0.1,deviance,10.0,auto,10,0.5,0.1,0.7896575821104124
215,0.0,friedman_mse,0.1,deviance,10.0,auto,10,0.5,0.01,0.7896575821104124
216,0.0,friedman_mse,0.1,deviance,,log2,100,1.0,0.1,0.7896575821104124
217,0.0,friedman_mse,0.1,deviance,,log2,100,1.0,0.9,0.7896575821104124
218,0.0,friedman_mse,0.01,deviance,,sqrt,1000,1.0,0.9,0.7896575821104124
219,0.0,friedman_mse,0.01,deviance,,sqrt,1000,1.0,0.1,0.7896575821104124
220,0.0,friedman_mse,0.1,deviance,,log2,100,1.0,0.01,0.7896575821104124
221,0.0,friedman_mse,0.01,deviance,,sqrt,1000,1.0,0.01,0.7896575821104124
222,0.0,squared_error,0.1,deviance,3.0,log2,1000,0.5,0.01,0.7896139063591894
223,0.0,squared_error,0.1,deviance,3.0,log2,1000,0.5,0.9,0.7896139063591894
224,0.0,squared_error,0.1,deviance,3.0,log2,1000,0.5,0.1,0.7896139063591894
225,0.0,friedman_mse,0.1,deviance,3.0,sqrt,100,1.0,0.01,0.7895702306079665
226,0.0,squared_error,0.1,deviance,3.0,sqrt,100,1.0,0.9,0.7895702306079665
227,0.0,squared_error,0.1,deviance,3.0,sqrt,100,1.0,0.1,0.7895702306079665
228,0.0,friedman_mse,0.1,deviance,3.0,sqrt,100,1.0,0.1,0.7895702306079665
229,0.0,squared_error,0.1,deviance,3.0,sqrt,100,1.0,0.01,0.7895702306079665
230,0.0,friedman_mse,0.1,deviance,3.0,sqrt,100,1.0,0.9,0.7895702306079665
231,0.0,friedman_mse,0.1,deviance,,log2,10,0.5,0.01,0.787604821802935
232,0.0,friedman_mse,0.1,deviance,,log2,10,0.5,0.1,0.787604821802935
233,0.0,friedman_mse,0.1,deviance,,log2,10,0.5,0.9,0.787604821802935
234,0.0,friedman_mse,0.1,deviance,10.0,log2,10,0.5,0.1,0.7874737945492662
235,0.0,friedman_mse,0.1,deviance,10.0,log2,10,0.5,0.9,0.7874737945492662
236,0.0,squared_error,0.01,deviance,10.0,log2,100,0.5,0.01,0.7874737945492662
237,0.0,friedman_mse,0.1,deviance,,auto,10,0.5,0.01,0.7874737945492662
238,0.0,friedman_mse,0.1,deviance,,auto,10,0.5,0.1,0.7874737945492662
239,0.0,friedman_mse,0.1,deviance,,auto,10,0.5,0.9,0.7874737945492662
240,0.0,squared_error,0.01,deviance,10.0,log2,100,0.5,0.9,0.7874737945492662
241,0.0,squared_error,0.01,deviance,10.0,log2,100,0.5,0.1,0.7874737945492662
242,0.0,friedman_mse,0.1,deviance,10.0,log2,10,0.5,0.01,0.7874737945492662
243,0.0,friedman_mse,0.01,deviance,10.0,sqrt,1000,0.5,0.1,0.7874737945492662
244,0.0,friedman_mse,0.01,deviance,10.0,sqrt,1000,0.5,0.9,0.7874737945492662
245,0.0,friedman_mse,0.01,deviance,10.0,sqrt,1000,0.5,0.01,0.7874737945492662
246,0.0,friedman_mse,0.1,deviance,10.0,log2,100,0.5,0.01,0.7874301187980434
247,0.0,friedman_mse,0.1,deviance,10.0,log2,100,0.5,0.1,0.7874301187980434
248,0.0,friedman_mse,0.1,deviance,10.0,log2,100,0.5,0.9,0.7874301187980434
249,0.0,squared_error,0.1,deviance,3.0,auto,100,0.5,0.1,0.7874301187980434
250,0.0,squared_error,0.1,deviance,3.0,auto,100,0.5,0.01,0.7874301187980434
251,0.0,squared_error,0.1,deviance,3.0,auto,100,0.5,0.9,0.7874301187980434
252,0.0,squared_error,0.1,deviance,3.0,sqrt,1000,0.5,0.9,0.7873864430468205
253,0.0,squared_error,0.1,deviance,3.0,sqrt,1000,0.5,0.1,0.7873864430468205
254,0.0,squared_error,0.1,deviance,3.0,sqrt,1000,0.5,0.01,0.7873864430468205
255,0.0,squared_error,0.1,deviance,3.0,log2,100,0.5,0.9,0.7873864430468204
256,0.0,squared_error,0.1,deviance,3.0,log2,100,0.5,0.01,0.7873864430468204
257,0.0,friedman_mse,0.01,deviance,10.0,log2,1000,1.0,0.01,0.7873864430468204
258,0.0,friedman_mse,0.01,deviance,10.0,log2,1000,1.0,0.9,0.7873864430468204
259,0.0,friedman_mse,0.01,deviance,10.0,log2,1000,1.0,0.1,0.7873864430468204
260,0.0,squared_error,0.1,deviance,3.0,log2,100,0.5,0.1,0.7873864430468204
261,0.0,squared_error,0.1,deviance,,auto,100,0.5,0.9,0.7873427672955975
262,0.0,squared_error,0.01,deviance,,sqrt,1000,1.0,0.9,0.7873427672955975
263,0.0,friedman_mse,0.1,deviance,10.0,sqrt,100,1.0,0.9,0.7873427672955975
264,0.0,squared_error,0.1,deviance,,auto,100,0.5,0.1,0.7873427672955975
265,0.0,squared_error,0.1,deviance,,auto,100,0.5,0.01,0.7873427672955975
266,0.0,squared_error,0.01,deviance,,sqrt,1000,1.0,0.1,0.7873427672955975
267,0.0,friedman_mse,0.1,deviance,10.0,sqrt,100,1.0,0.01,0.7873427672955975
268,0.0,squared_error,0.01,deviance,,sqrt,1000,1.0,0.01,0.7873427672955975
269,0.0,squared_error,0.01,deviance,10.0,log2,1000,0.5,0.01,0.7873427672955975
270,0.0,squared_error,0.01,deviance,10.0,log2,1000,0.5,0.1,0.7873427672955975
271,0.0,squared_error,0.01,deviance,10.0,log2,1000,0.5,0.9,0.7873427672955975
272,0.0,friedman_mse,0.1,deviance,10.0,sqrt,100,1.0,0.1,0.7873427672955975
273,0.0,squared_error,0.1,deviance,10.0,log2,1000,1.0,0.1,0.7872990915443746
274,0.0,squared_error,0.1,deviance,10.0,log2,1000,1.0,0.9,0.7872990915443746
275,0.0,squared_error,0.1,deviance,10.0,log2,1000,1.0,0.01,0.7872990915443746
276,0.0,squared_error,0.1,deviance,,log2,10,1.0,0.01,0.7851153039832286
277,0.0,friedman_mse,0.01,deviance,10.0,sqrt,100,0.5,0.01,0.7851153039832286
278,0.0,friedman_mse,0.01,deviance,10.0,sqrt,100,0.5,0.1,0.7851153039832286
279,0.0,friedman_mse,0.01,deviance,10.0,log2,100,0.5,0.1,0.7851153039832286
280,0.0,friedman_mse,0.01,deviance,10.0,sqrt,100,0.5,0.9,0.7851153039832286
281,0.0,squared_error,0.1,deviance,,log2,10,1.0,0.9,0.7851153039832286
282,0.0,squared_error,0.1,deviance,,log2,10,1.0,0.1,0.7851153039832286
283,0.0,friedman_mse,0.01,deviance,10.0,log2,100,0.5,0.9,0.7851153039832286
284,0.0,friedman_mse,0.01,deviance,10.0,log2,100,0.5,0.01,0.7851153039832286
285,0.0,friedman_mse,0.1,deviance,,sqrt,10,1.0,0.1,0.7850716282320056
286,0.0,friedman_mse,0.1,deviance,,sqrt,10,1.0,0.9,0.7850716282320056
287,0.0,friedman_mse,0.01,deviance,,log2,100,1.0,0.9,0.7850716282320056
288,0.0,friedman_mse,0.1,deviance,3.0,log2,100,0.5,0.1,0.7850716282320056
289,0.0,friedman_mse,0.1,deviance,3.0,log2,100,0.5,0.9,0.7850716282320056
290,0.0,friedman_mse,0.01,deviance,,log2,100,1.0,0.01,0.7850716282320056
291,0.0,friedman_mse,0.1,deviance,,sqrt,10,1.0,0.01,0.7850716282320056
292,0.0,friedman_mse,0.01,deviance,,log2,100,1.0,0.1,0.7850716282320056
293,0.0,friedman_mse,0.1,deviance,3.0,log2,100,0.5,0.01,0.7850716282320056
294,0.0,squared_error,0.1,deviance,10.0,auto,1000,0.5,0.9,0.7850279524807826
295,0.0,squared_error,0.1,deviance,10.0,auto,1000,0.5,0.1,0.7850279524807826
296,0.0,squared_error,0.1,deviance,10.0,auto,1000,0.5,0.01,0.7850279524807826
297,0.0,squared_error,1.0,deviance,10.0,sqrt,1000,1.0,0.01,0.7849842767295598
298,0.0,squared_error,1.0,deviance,10.0,sqrt,1000,1.0,0.1,0.7849842767295598
299,0.0,squared_error,0.1,deviance,,log2,100,1.0,0.01,0.7849842767295598
300,0.0,squared_error,0.1,deviance,,log2,100,1.0,0.1,0.7849842767295598
