,algorithm,leaf_size,n_neighbors,p,weights,Accuracy
77,auto,91,7,2,distance,0.7617924528301887
78,ball_tree,21,7,2,distance,0.7617924528301887
79,ball_tree,81,7,2,distance,0.7617924528301887
80,ball_tree,71,7,3,distance,0.7616177498252971
81,auto,71,7,3,distance,0.7616177498252971
82,kd_tree,21,7,3,distance,0.7616177498252971
83,kd_tree,81,7,3,distance,0.7616177498252971
84,brute,21,7,3,distance,0.7616177498252971
85,ball_tree,61,7,3,distance,0.7616177498252971
86,ball_tree,41,7,3,distance,0.7616177498252971
87,kd_tree,11,7,3,distance,0.7616177498252971
88,ball_tree,31,7,3,distance,0.7616177498252971
89,ball_tree,21,7,3,distance,0.7616177498252971
90,kd_tree,91,7,3,distance,0.7616177498252971
91,kd_tree,31,7,3,distance,0.7616177498252971
92,ball_tree,81,7,3,distance,0.7616177498252971
93,auto,1,7,3,distance,0.7616177498252971
94,brute,71,7,3,distance,0.7616177498252971
95,auto,41,7,3,distance,0.7616177498252971
96,brute,11,7,3,distance,0.7616177498252971
97,kd_tree,1,7,3,distance,0.7616177498252971
98,ball_tree,11,7,3,distance,0.7616177498252971
99,auto,81,7,3,distance,0.7616177498252971
100,auto,21,7,3,distance,0.7616177498252971
101,brute,51,7,3,distance,0.7616177498252971
102,kd_tree,61,7,3,distance,0.7616177498252971
103,brute,61,7,3,distance,0.7616177498252971
104,brute,81,7,3,distance,0.7616177498252971
105,brute,1,7,3,distance,0.7616177498252971
106,auto,31,7,3,distance,0.7616177498252971
107,brute,41,7,3,distance,0.7616177498252971
108,ball_tree,91,7,3,distance,0.7616177498252971
109,kd_tree,51,7,3,distance,0.7616177498252971
110,auto,61,7,3,distance,0.7616177498252971
111,auto,11,7,3,distance,0.7616177498252971
112,auto,51,7,3,distance,0.7616177498252971
113,kd_tree,41,7,3,distance,0.7616177498252971
114,brute,31,7,3,distance,0.7616177498252971
115,ball_tree,51,7,3,distance,0.7616177498252971
116,ball_tree,1,7,3,distance,0.7616177498252971
117,auto,91,7,3,distance,0.7616177498252971
118,kd_tree,71,7,3,distance,0.7616177498252971
119,brute,91,7,3,distance,0.7616177498252971
120,auto,31,5,2,distance,0.7593466107617051
121,auto,1,5,2,distance,0.7593466107617051
122,brute,41,5,2,distance,0.7593466107617051
123,brute,71,5,2,distance,0.7593466107617051
124,brute,91,5,2,distance,0.7593466107617051
125,ball_tree,31,5,2,distance,0.7593466107617051
126,kd_tree,71,5,2,distance,0.7593466107617051
127,ball_tree,11,5,2,distance,0.7593466107617051
128,auto,81,5,2,distance,0.7593466107617051
129,ball_tree,71,5,2,distance,0.7593466107617051
130,kd_tree,11,5,2,distance,0.7593466107617051
131,brute,31,5,2,distance,0.7593466107617051
132,brute,1,5,2,distance,0.7593466107617051
133,brute,21,5,2,distance,0.7593466107617051
134,brute,11,5,2,distance,0.7593466107617051
135,ball_tree,51,5,2,distance,0.7593466107617051
136,auto,41,5,2,distance,0.7593466107617051
137,kd_tree,91,5,2,distance,0.7593466107617051
138,kd_tree,81,5,2,distance,0.7593466107617051
139,kd_tree,51,5,2,distance,0.7593466107617051
140,ball_tree,81,5,2,distance,0.7593466107617051
141,brute,51,5,2,distance,0.7593466107617051
142,ball_tree,61,5,2,distance,0.7593466107617051
143,ball_tree,91,5,2,distance,0.7593466107617051
144,ball_tree,21,5,2,distance,0.7593466107617051
145,brute,81,5,2,distance,0.7593466107617051
146,ball_tree,1,5,2,distance,0.7593466107617051
147,auto,21,5,2,distance,0.7593466107617051
148,auto,91,5,2,distance,0.7593466107617051
149,brute,61,5,2,distance,0.7593466107617051
150,kd_tree,21,5,2,distance,0.7593466107617051
151,kd_tree,61,5,2,distance,0.7593466107617051
152,auto,61,5,2,distance,0.7593466107617051
153,kd_tree,41,5,2,distance,0.7593466107617051
154,ball_tree,41,5,2,distance,0.7593466107617051
155,auto,71,5,2,distance,0.7593466107617051
156,auto,11,5,2,distance,0.7593466107617051
157,auto,51,5,2,distance,0.7593466107617051
158,kd_tree,1,5,2,distance,0.7593466107617051
159,kd_tree,31,5,2,distance,0.7593466107617051
160,auto,71,9,2,distance,0.7569881201956673
161,ball_tree,21,9,2,distance,0.7569881201956673
162,brute,51,9,2,distance,0.7569881201956673
163,ball_tree,31,9,2,distance,0.7569881201956673
164,ball_tree,91,9,2,distance,0.7569881201956673
165,ball_tree,11,9,2,distance,0.7569881201956673
166,auto,61,9,2,distance,0.7569881201956673
167,auto,31,9,2,distance,0.7569881201956673
168,kd_tree,51,9,2,distance,0.7569881201956673
169,auto,41,9,2,distance,0.7569881201956673
170,auto,51,9,2,distance,0.7569881201956673
171,kd_tree,71,9,2,distance,0.7569881201956673
172,kd_tree,1,9,2,distance,0.7569881201956673
173,ball_tree,71,9,2,distance,0.7569881201956673
174,ball_tree,1,9,2,distance,0.7569881201956673
175,kd_tree,61,9,2,distance,0.7569881201956673
176,brute,61,9,2,distance,0.7569881201956673
177,brute,41,9,2,distance,0.7569881201956673
178,ball_tree,81,9,2,distance,0.7569881201956673
179,ball_tree,41,9,2,distance,0.7569881201956673
180,brute,11,9,2,distance,0.7569881201956673
181,kd_tree,41,9,2,distance,0.7569881201956673
182,auto,81,9,2,distance,0.7569881201956673
183,brute,31,9,2,distance,0.7569881201956673
184,kd_tree,81,9,2,distance,0.7569881201956673
185,brute,91,9,2,distance,0.7569881201956673
186,kd_tree,91,9,2,distance,0.7569881201956673
187,auto,21,9,2,distance,0.7569881201956673
188,kd_tree,11,9,2,distance,0.7569881201956673
189,auto,11,9,2,distance,0.7569881201956673
190,kd_tree,21,9,2,distance,0.7569881201956673
191,brute,21,9,2,distance,0.7569881201956673
192,ball_tree,51,9,2,distance,0.7569881201956673
193,ball_tree,61,9,2,distance,0.7569881201956673
194,brute,71,9,2,distance,0.7569881201956673
195,brute,1,9,2,distance,0.7569881201956673
196,kd_tree,31,9,2,distance,0.7569881201956673
197,brute,81,9,2,distance,0.7569881201956673
198,auto,1,9,2,distance,0.7569881201956673
199,auto,91,9,2,distance,0.7569881201956673
200,brute,31,8,2,distance,0.7547606568832984
201,auto,41,8,2,distance,0.7547606568832984
202,kd_tree,71,8,2,distance,0.7547606568832984
203,kd_tree,41,8,2,distance,0.7547606568832984
204,ball_tree,21,8,2,distance,0.7547606568832984
205,brute,51,8,2,distance,0.7547606568832984
206,kd_tree,21,8,2,distance,0.7547606568832984
207,ball_tree,81,8,2,distance,0.7547606568832984
208,kd_tree,61,8,2,distance,0.7547606568832984
209,auto,1,8,2,distance,0.7547606568832984
210,ball_tree,51,8,2,distance,0.7547606568832984
211,auto,51,8,2,distance,0.7547606568832984
212,kd_tree,91,8,2,distance,0.7547606568832984
213,auto,91,8,2,distance,0.7547606568832984
214,auto,61,8,2,distance,0.7547606568832984
215,auto,11,8,2,distance,0.7547606568832984
216,ball_tree,91,8,2,distance,0.7547606568832984
217,brute,61,8,2,distance,0.7547606568832984
218,brute,81,8,2,distance,0.7547606568832984
219,kd_tree,31,8,2,distance,0.7547606568832984
220,ball_tree,41,8,2,distance,0.7547606568832984
221,brute,41,8,2,distance,0.7547606568832984
222,auto,31,8,2,distance,0.7547606568832984
223,kd_tree,1,8,2,distance,0.7547606568832984
224,ball_tree,1,8,2,distance,0.7547606568832984
225,ball_tree,61,8,2,distance,0.7547606568832984
226,brute,1,8,2,distance,0.7547606568832984
227,brute,11,8,2,distance,0.7547606568832984
228,brute,71,8,2,distance,0.7547606568832984
229,auto,21,8,2,distance,0.7547606568832984
230,ball_tree,11,8,2,distance,0.7547606568832984
231,kd_tree,81,8,2,distance,0.7547606568832984
232,kd_tree,11,8,2,distance,0.7547606568832984
233,ball_tree,31,8,2,distance,0.7547606568832984
234,ball_tree,71,8,2,distance,0.7547606568832984
235,auto,71,8,2,distance,0.7547606568832984
236,auto,81,8,2,distance,0.7547606568832984
237,brute,21,8,2,distance,0.7547606568832984
238,kd_tree,51,8,2,distance,0.7547606568832984
239,brute,91,8,2,distance,0.7547606568832984
240,ball_tree,51,6,2,distance,0.7547606568832983
241,kd_tree,51,6,2,distance,0.7547606568832983
242,kd_tree,31,6,2,distance,0.7547606568832983
243,brute,41,6,2,distance,0.7547606568832983
244,auto,91,6,2,distance,0.7547606568832983
245,brute,51,6,2,distance,0.7547606568832983
246,auto,11,6,2,distance,0.7547606568832983
247,auto,61,6,2,distance,0.7547606568832983
248,ball_tree,81,6,2,distance,0.7547606568832983
249,kd_tree,71,6,2,distance,0.7547606568832983
250,brute,31,6,2,distance,0.7547606568832983
251,ball_tree,11,6,2,distance,0.7547606568832983
252,auto,51,6,2,distance,0.7547606568832983
253,kd_tree,41,6,2,distance,0.7547606568832983
254,ball_tree,91,6,2,distance,0.7547606568832983
255,brute,11,6,2,distance,0.7547606568832983
256,kd_tree,81,6,2,distance,0.7547606568832983
257,ball_tree,31,6,2,distance,0.7547606568832983
258,ball_tree,71,6,2,distance,0.7547606568832983
259,auto,41,6,2,distance,0.7547606568832983
260,auto,21,6,2,distance,0.7547606568832983
261,brute,21,6,2,distance,0.7547606568832983
262,ball_tree,61,6,2,distance,0.7547606568832983
263,ball_tree,1,6,2,distance,0.7547606568832983
264,auto,1,6,2,distance,0.7547606568832983
265,auto,31,6,2,distance,0.7547606568832983
266,kd_tree,21,6,2,distance,0.7547606568832983
267,kd_tree,61,6,2,distance,0.7547606568832983
268,brute,71,6,2,distance,0.7547606568832983
269,ball_tree,41,6,2,distance,0.7547606568832983
270,brute,81,6,2,distance,0.7547606568832983
271,brute,91,6,2,distance,0.7547606568832983
272,kd_tree,1,6,2,distance,0.7547606568832983
273,brute,1,6,2,distance,0.7547606568832983
274,auto,81,6,2,distance,0.7547606568832983
275,auto,71,6,2,distance,0.7547606568832983
276,kd_tree,91,6,2,distance,0.7547606568832983
277,brute,61,6,2,distance,0.7547606568832983
278,ball_tree,21,6,2,distance,0.7547606568832983
279,kd_tree,11,6,2,distance,0.7547606568832983
280,brute,51,8,3,distance,0.754454926624738
281,auto,81,8,3,distance,0.754454926624738
282,auto,91,8,3,distance,0.754454926624738
283,auto,71,8,3,distance,0.754454926624738
284,ball_tree,1,8,3,distance,0.754454926624738
285,kd_tree,91,8,3,distance,0.754454926624738
286,ball_tree,61,8,3,distance,0.754454926624738
287,brute,41,8,3,distance,0.754454926624738
288,brute,31,8,3,distance,0.754454926624738
289,kd_tree,81,8,3,distance,0.754454926624738
290,kd_tree,71,8,3,distance,0.754454926624738
291,brute,91,8,3,distance,0.754454926624738
292,brute,21,8,3,distance,0.754454926624738
293,ball_tree,71,8,3,distance,0.754454926624738
294,ball_tree,41,8,3,distance,0.754454926624738
295,ball_tree,51,8,3,distance,0.754454926624738
296,auto,61,8,3,distance,0.754454926624738
297,ball_tree,81,8,3,distance,0.754454926624738
298,ball_tree,11,8,3,distance,0.754454926624738
299,ball_tree,31,8,3,distance,0.754454926624738
300,auto,41,8,3,distance,0.754454926624738
301,auto,1,8,3,distance,0.754454926624738
302,kd_tree,41,8,3,distance,0.754454926624738
303,brute,11,8,3,distance,0.754454926624738
304,brute,61,8,3,distance,0.754454926624738
305,kd_tree,1,8,3,distance,0.754454926624738
306,kd_tree,61,8,3,distance,0.754454926624738
307,kd_tree,51,8,3,distance,0.754454926624738
308,auto,31,8,3,distance,0.754454926624738
309,auto,21,8,3,distance,0.754454926624738
310,brute,81,8,3,distance,0.754454926624738
311,brute,71,8,3,distance,0.754454926624738
312,brute,1,8,3,distance,0.754454926624738
313,ball_tree,91,8,3,distance,0.754454926624738
314,kd_tree,11,8,3,distance,0.754454926624738
315,kd_tree,31,8,3,distance,0.754454926624738
316,ball_tree,21,8,3,distance,0.754454926624738
317,auto,51,8,3,distance,0.754454926624738
318,kd_tree,21,8,3,distance,0.754454926624738
319,auto,11,8,3,distance,0.754454926624738
320,auto,71,8,2,uniform,0.7524458420684836
321,auto,51,8,2,uniform,0.7524458420684836
322,brute,81,8,2,uniform,0.7524458420684836
323,ball_tree,11,8,2,uniform,0.7524458420684836
324,ball_tree,71,8,2,uniform,0.7524458420684836
325,brute,51,8,2,uniform,0.7524458420684836
326,auto,91,8,2,uniform,0.7524458420684836
327,kd_tree,1,8,2,uniform,0.7524458420684836
328,ball_tree,31,8,2,uniform,0.7524458420684836
329,kd_tree,41,8,2,uniform,0.7524458420684836
330,ball_tree,81,8,2,uniform,0.7524458420684836
331,brute,21,8,2,uniform,0.7524458420684836
332,auto,81,8,2,uniform,0.7524458420684836
333,kd_tree,51,8,2,uniform,0.7524458420684836
334,ball_tree,1,8,2,uniform,0.7524458420684836
335,auto,31,8,2,uniform,0.7524458420684836
336,ball_tree,41,8,2,uniform,0.7524458420684836
337,brute,41,8,2,uniform,0.7524458420684836
338,auto,1,8,2,uniform,0.7524458420684836
339,auto,21,8,2,uniform,0.7524458420684836
340,brute,71,8,2,uniform,0.7524458420684836
341,ball_tree,51,8,2,uniform,0.7524458420684836
342,brute,11,8,2,uniform,0.7524458420684836
343,brute,31,8,2,uniform,0.7524458420684836
344,auto,41,8,2,uniform,0.7524458420684836
345,kd_tree,81,8,2,uniform,0.7524458420684836
346,ball_tree,61,8,2,uniform,0.7524458420684836
347,brute,61,8,2,uniform,0.7524458420684836
348,kd_tree,61,8,2,uniform,0.7524458420684836
349,brute,1,8,2,uniform,0.7524458420684836
350,kd_tree,91,8,2,uniform,0.7524458420684836
351,auto,61,8,2,uniform,0.7524458420684836
352,kd_tree,21,8,2,uniform,0.7524458420684836
353,ball_tree,91,8,2,uniform,0.7524458420684836
354,auto,11,8,2,uniform,0.7524458420684836
355,kd_tree,71,8,2,uniform,0.7524458420684836
356,kd_tree,11,8,2,uniform,0.7524458420684836
357,ball_tree,21,8,2,uniform,0.7524458420684836
358,brute,91,8,2,uniform,0.7524458420684836
359,kd_tree,31,8,2,uniform,0.7524458420684836
360,auto,21,7,3,uniform,0.7524021663172606
361,kd_tree,91,7,3,uniform,0.7524021663172606
362,brute,81,7,3,uniform,0.7524021663172606
363,ball_tree,61,7,3,uniform,0.7524021663172606
364,brute,71,7,3,uniform,0.7524021663172606
365,kd_tree,81,7,3,uniform,0.7524021663172606
366,brute,91,7,3,uniform,0.7524021663172606
367,auto,81,7,3,uniform,0.7524021663172606
368,auto,31,7,3,uniform,0.7524021663172606
369,ball_tree,1,7,3,uniform,0.7524021663172606
370,auto,61,7,3,uniform,0.7524021663172606
371,kd_tree,51,7,3,uniform,0.7524021663172606
372,ball_tree,91,7,3,uniform,0.7524021663172606
373,brute,41,7,3,uniform,0.7524021663172606
374,auto,91,7,3,uniform,0.7524021663172606
375,auto,51,7,3,uniform,0.7524021663172606
376,kd_tree,71,7,3,uniform,0.7524021663172606
377,auto,1,7,3,uniform,0.7524021663172606
378,kd_tree,31,7,3,uniform,0.7524021663172606
379,auto,11,7,3,uniform,0.7524021663172606
380,kd_tree,11,7,3,uniform,0.7524021663172606
381,auto,41,7,3,uniform,0.7524021663172606
382,kd_tree,21,7,3,uniform,0.7524021663172606
383,kd_tree,41,7,3,uniform,0.7524021663172606
384,ball_tree,81,7,3,uniform,0.7524021663172606
385,ball_tree,11,7,3,uniform,0.7524021663172606
386,brute,51,7,3,uniform,0.7524021663172606
387,ball_tree,71,7,3,uniform,0.7524021663172606
388,ball_tree,21,7,3,uniform,0.7524021663172606
389,brute,1,7,3,uniform,0.7524021663172606
390,kd_tree,1,7,3,uniform,0.7524021663172606
391,ball_tree,41,7,3,uniform,0.7524021663172606
392,kd_tree,61,7,3,uniform,0.7524021663172606
393,brute,61,7,3,uniform,0.7524021663172606
394,brute,21,7,3,uniform,0.7524021663172606
395,ball_tree,51,7,3,uniform,0.7524021663172606
396,brute,31,7,3,uniform,0.7524021663172606
397,auto,71,7,3,uniform,0.7524021663172606
398,ball_tree,31,7,3,uniform,0.7524021663172606
399,brute,11,7,3,uniform,0.7524021663172606
400,auto,91,4,2,distance,0.7521837875611461
401,kd_tree,21,4,2,distance,0.7521837875611461
402,brute,11,4,2,distance,0.7521837875611461
403,ball_tree,21,4,2,distance,0.7521837875611461
404,kd_tree,51,4,2,distance,0.7521837875611461
405,auto,21,4,2,distance,0.7521837875611461
406,auto,1,4,2,distance,0.7521837875611461
407,kd_tree,91,4,2,distance,0.7521837875611461
408,ball_tree,61,4,2,distance,0.7521837875611461
409,brute,81,4,2,distance,0.7521837875611461
410,kd_tree,81,4,2,distance,0.7521837875611461
411,ball_tree,1,4,2,distance,0.7521837875611461
412,brute,1,4,2,distance,0.7521837875611461
413,kd_tree,1,4,2,distance,0.7521837875611461
414,brute,91,4,2,distance,0.7521837875611461
415,brute,51,4,2,distance,0.7521837875611461
416,ball_tree,81,4,2,distance,0.7521837875611461
417,ball_tree,51,4,2,distance,0.7521837875611461
418,auto,51,4,2,distance,0.7521837875611461
419,brute,61,4,2,distance,0.7521837875611461
420,kd_tree,41,4,2,distance,0.7521837875611461
421,brute,21,4,2,distance,0.7521837875611461
422,ball_tree,91,4,2,distance,0.7521837875611461
423,auto,61,4,2,distance,0.7521837875611461
424,brute,31,4,2,distance,0.7521837875611461
425,kd_tree,71,4,2,distance,0.7521837875611461
426,ball_tree,41,4,2,distance,0.7521837875611461
427,brute,41,4,2,distance,0.7521837875611461
428,auto,71,4,2,distance,0.7521837875611461
429,ball_tree,31,4,2,distance,0.7521837875611461
430,auto,81,4,2,distance,0.7521837875611461
431,auto,31,4,2,distance,0.7521837875611461
432,auto,41,4,2,distance,0.7521837875611461
433,brute,71,4,2,distance,0.7521837875611461
434,kd_tree,31,4,2,distance,0.7521837875611461
435,auto,11,4,2,distance,0.7521837875611461
436,kd_tree,11,4,2,distance,0.7521837875611461
437,kd_tree,61,4,2,distance,0.7521837875611461
438,ball_tree,71,4,2,distance,0.7521837875611461
439,ball_tree,11,4,2,distance,0.7521837875611461
440,ball_tree,21,7,2,uniform,0.7501747030048918
441,auto,91,7,2,uniform,0.7501747030048918
442,kd_tree,31,7,2,uniform,0.7501747030048918
443,kd_tree,91,7,2,uniform,0.7501747030048918
444,brute,91,7,2,uniform,0.7501747030048918
445,auto,11,7,2,uniform,0.7501747030048918
446,ball_tree,51,7,2,uniform,0.7501747030048918
447,brute,31,7,2,uniform,0.7501747030048918
448,kd_tree,41,7,2,uniform,0.7501747030048918
449,brute,71,7,2,uniform,0.7501747030048918
450,brute,11,7,2,uniform,0.7501747030048918
451,brute,61,7,2,uniform,0.7501747030048918
452,kd_tree,1,7,2,uniform,0.7501747030048918
453,auto,41,7,2,uniform,0.7501747030048918
454,ball_tree,41,7,2,uniform,0.7501747030048918
455,ball_tree,11,7,2,uniform,0.7501747030048918
456,kd_tree,61,7,2,uniform,0.7501747030048918
457,auto,1,7,2,uniform,0.7501747030048918
458,brute,21,7,2,uniform,0.7501747030048918
459,auto,31,7,2,uniform,0.7501747030048918
460,kd_tree,71,7,2,uniform,0.7501747030048918
461,auto,61,7,2,uniform,0.7501747030048918
462,auto,51,7,2,uniform,0.7501747030048918
463,ball_tree,81,7,2,uniform,0.7501747030048918
464,brute,51,7,2,uniform,0.7501747030048918
465,brute,1,7,2,uniform,0.7501747030048918
466,ball_tree,71,7,2,uniform,0.7501747030048918
467,auto,71,7,2,uniform,0.7501747030048918
468,auto,81,7,2,uniform,0.7501747030048918
469,kd_tree,11,7,2,uniform,0.7501747030048918
470,brute,81,7,2,uniform,0.7501747030048918
471,kd_tree,21,7,2,uniform,0.7501747030048918
472,auto,21,7,2,uniform,0.7501747030048918
473,ball_tree,61,7,2,uniform,0.7501747030048918
474,ball_tree,1,7,2,uniform,0.7501747030048918
475,ball_tree,91,7,2,uniform,0.7501747030048918
476,kd_tree,51,7,2,uniform,0.7501747030048918
477,kd_tree,81,7,2,uniform,0.7501747030048918
478,brute,41,7,2,uniform,0.7501747030048918
479,ball_tree,31,7,2,uniform,0.7501747030048918
480,brute,11,9,3,uniform,0.749956324248777
481,kd_tree,91,9,3,uniform,0.749956324248777
482,ball_tree,31,9,3,uniform,0.749956324248777
483,ball_tree,1,9,3,uniform,0.749956324248777
484,brute,1,9,3,uniform,0.749956324248777
485,ball_tree,41,9,3,uniform,0.749956324248777
486,brute,21,9,3,uniform,0.749956324248777
487,ball_tree,11,9,3,uniform,0.749956324248777
488,ball_tree,21,9,3,uniform,0.749956324248777
489,kd_tree,51,9,3,uniform,0.749956324248777
490,brute,81,9,3,uniform,0.749956324248777
491,ball_tree,61,9,3,uniform,0.749956324248777
492,auto,21,9,3,uniform,0.749956324248777
493,auto,71,9,3,uniform,0.749956324248777
494,kd_tree,61,9,3,uniform,0.749956324248777
495,auto,51,9,3,uniform,0.749956324248777
496,kd_tree,21,9,3,uniform,0.749956324248777
497,auto,11,9,3,uniform,0.749956324248777
498,kd_tree,11,9,3,uniform,0.749956324248777
499,brute,51,9,3,uniform,0.749956324248777
500,brute,41,9,3,uniform,0.749956324248777
501,ball_tree,71,9,3,uniform,0.749956324248777
502,ball_tree,81,9,3,uniform,0.749956324248777
503,kd_tree,71,9,3,uniform,0.749956324248777
504,brute,91,9,3,uniform,0.749956324248777
505,auto,61,9,3,uniform,0.749956324248777
506,brute,71,9,3,uniform,0.749956324248777
507,kd_tree,41,9,3,uniform,0.749956324248777
508,ball_tree,51,9,3,uniform,0.749956324248777
509,auto,1,9,3,uniform,0.749956324248777
510,auto,41,9,3,uniform,0.749956324248777
511,kd_tree,1,9,3,uniform,0.749956324248777
512,auto,91,9,3,uniform,0.749956324248777
513,auto,81,9,3,uniform,0.749956324248777
514,ball_tree,91,9,3,uniform,0.749956324248777
515,brute,61,9,3,uniform,0.749956324248777
516,kd_tree,31,9,3,uniform,0.749956324248777
517,brute,31,9,3,uniform,0.749956324248777
518,kd_tree,81,9,3,uniform,0.749956324248777
519,auto,31,9,3,uniform,0.749956324248777
520,kd_tree,71,6,2,uniform,0.7479909154437456
521,brute,61,6,2,uniform,0.7479909154437456
522,kd_tree,51,6,2,uniform,0.7479909154437456
523,auto,61,6,2,uniform,0.7479909154437456
524,brute,21,6,2,uniform,0.7479909154437456
525,kd_tree,1,6,2,uniform,0.7479909154437456
526,brute,1,6,2,uniform,0.7479909154437456
527,auto,41,6,2,uniform,0.7479909154437456
528,auto,31,6,2,uniform,0.7479909154437456
529,kd_tree,11,6,2,uniform,0.7479909154437456
530,kd_tree,61,6,2,uniform,0.7479909154437456
531,ball_tree,91,6,2,uniform,0.7479909154437456
532,ball_tree,31,6,2,uniform,0.7479909154437456
533,ball_tree,81,6,2,uniform,0.7479909154437456
534,auto,51,6,2,uniform,0.7479909154437456
535,ball_tree,51,6,2,uniform,0.7479909154437456
536,ball_tree,11,6,2,uniform,0.7479909154437456
537,auto,21,6,2,uniform,0.7479909154437456
538,brute,41,6,2,uniform,0.7479909154437456
539,brute,31,6,2,uniform,0.7479909154437456
540,auto,91,6,2,uniform,0.7479909154437456
541,kd_tree,91,6,2,uniform,0.7479909154437456
542,brute,91,6,2,uniform,0.7479909154437456
543,brute,11,6,2,uniform,0.7479909154437456
544,auto,1,6,2,uniform,0.7479909154437456
545,ball_tree,1,6,2,uniform,0.7479909154437456
546,ball_tree,61,6,2,uniform,0.7479909154437456
547,kd_tree,31,6,2,uniform,0.7479909154437456
548,kd_tree,41,6,2,uniform,0.7479909154437456
549,brute,51,6,2,uniform,0.7479909154437456
550,auto,81,6,2,uniform,0.7479909154437456
551,auto,11,6,2,uniform,0.7479909154437456
552,ball_tree,41,6,2,uniform,0.7479909154437456
553,kd_tree,81,6,2,uniform,0.7479909154437456
554,ball_tree,21,6,2,uniform,0.7479909154437456
555,ball_tree,71,6,2,uniform,0.7479909154437456
556,auto,71,6,2,uniform,0.7479909154437456
557,brute,81,6,2,uniform,0.7479909154437456
558,brute,71,6,2,uniform,0.7479909154437456
559,kd_tree,21,6,2,uniform,0.7479909154437456
560,auto,31,8,3,uniform,0.7452393431167017
561,auto,21,8,3,uniform,0.7452393431167017
562,ball_tree,21,8,3,uniform,0.7452393431167017
