,activation,alpha,hidden_layer_sizes,learning_rate,learning_rate_init,max_iter,solver,Accuracy
87,relu,1e-05,"(100,)",adaptive,0.001,200,adam,0.7803983228511531
88,relu,0.01,"(100,)",invscaling,0.001,200,adam,0.7803983228511531
89,relu,1e-05,"(100,)",invscaling,0.001,200,adam,0.7803983228511531
90,relu,1e-05,"(100,)",constant,0.001,200,adam,0.7803983228511531
91,tanh,1.0,"(100,)",invscaling,0.01,200,adam,0.7803546470999301
92,tanh,1.0,"(100,)",adaptive,0.01,200,adam,0.7803546470999301
93,tanh,1.0,"(100,)",constant,0.01,200,adam,0.7803546470999301
94,tanh,1.0,"(20,)",constant,0.1,200,sgd,0.7803109713487072
95,tanh,1.0,"(20,)",adaptive,0.1,200,sgd,0.7803109713487072
96,relu,1.0,"(100,)",constant,0.1,200,sgd,0.7802672955974843
97,tanh,1.0,"(100,)",invscaling,0.01,100,adam,0.7802672955974843
98,relu,1.0,"(100,)",adaptive,0.1,200,sgd,0.7802672955974843
99,identity,1.0,"(10, 30, 10)",constant,0.0001,1000,adam,0.7802672955974843
100,identity,1.0,"(10, 30, 10)",invscaling,0.0001,1000,adam,0.7802672955974843
101,tanh,1.0,"(100,)",adaptive,0.01,100,adam,0.7802672955974843
102,tanh,1.0,"(100,)",constant,0.01,100,adam,0.7802672955974843
103,identity,1.0,"(10, 30, 10)",adaptive,0.0001,1000,adam,0.7802672955974843
104,tanh,1.0,"(100,)",constant,0.1,1000,sgd,0.7781271837875612
105,logistic,1.0,"(20,)",adaptive,1.0,100,lbfgs,0.7780835080363382
106,logistic,1.0,"(20,)",invscaling,0.0001,100,lbfgs,0.7780835080363382
107,tanh,1.0,"(20,)",adaptive,0.001,1000,adam,0.7780835080363382
108,logistic,1.0,"(20,)",constant,0.1,100,lbfgs,0.7780835080363382
109,logistic,1.0,"(20,)",constant,0.01,100,lbfgs,0.7780835080363382
110,logistic,1.0,"(20,)",adaptive,0.0001,100,lbfgs,0.7780835080363382
111,logistic,1.0,"(20,)",adaptive,0.1,100,lbfgs,0.7780835080363382
112,logistic,1.0,"(20,)",invscaling,0.001,100,lbfgs,0.7780835080363382
113,logistic,1.0,"(20,)",constant,0.001,100,lbfgs,0.7780835080363382
114,logistic,1.0,"(20,)",invscaling,0.1,100,lbfgs,0.7780835080363382
115,logistic,1.0,"(20,)",adaptive,0.001,100,lbfgs,0.7780835080363382
116,logistic,1.0,"(20,)",constant,0.0001,100,lbfgs,0.7780835080363382
117,logistic,1.0,"(20,)",invscaling,10.0,100,lbfgs,0.7780835080363382
118,tanh,1.0,"(20,)",invscaling,0.001,1000,adam,0.7780835080363382
119,logistic,1.0,"(20,)",invscaling,0.01,100,lbfgs,0.7780835080363382
120,logistic,1.0,"(20,)",constant,1.0,100,lbfgs,0.7780835080363382
121,logistic,1.0,"(20,)",adaptive,0.01,100,lbfgs,0.7780835080363382
122,tanh,1.0,"(20,)",constant,0.001,1000,adam,0.7780835080363382
123,logistic,1.0,"(20,)",invscaling,1.0,100,lbfgs,0.7780835080363382
124,logistic,1.0,"(20,)",adaptive,10.0,100,lbfgs,0.7780835080363382
125,logistic,1.0,"(20,)",constant,10.0,100,lbfgs,0.7780835080363382
126,relu,0.1,"(100,)",invscaling,0.001,200,adam,0.7780398322851153
127,relu,0.1,"(100,)",adaptive,0.001,200,adam,0.7780398322851153
128,relu,0.1,"(100,)",constant,0.001,200,adam,0.7780398322851153
129,tanh,1.0,"(100,)",adaptive,0.01,1000,adam,0.7779961565338924
130,relu,1.0,"(100,)",adaptive,0.01,1000,sgd,0.7779961565338924
131,tanh,1.0,"(100,)",invscaling,0.01,1000,adam,0.7779961565338924
132,relu,1.0,"(100,)",adaptive,0.001,1000,adam,0.7779961565338924
133,relu,1.0,"(100,)",constant,0.01,1000,sgd,0.7779961565338924
134,relu,1.0,"(100,)",constant,0.001,1000,adam,0.7779961565338924
135,relu,1.0,"(100,)",invscaling,0.001,1000,adam,0.7779961565338924
136,tanh,1.0,"(100,)",constant,0.01,1000,adam,0.7779961565338924
137,tanh,1.0,"(100,)",adaptive,0.1,200,sgd,0.7779524807826694
138,relu,1.0,"(100,)",adaptive,0.1,100,sgd,0.7779524807826694
139,relu,1.0,"(100,)",constant,0.1,1000,sgd,0.7779524807826694
140,relu,1.0,"(100,)",adaptive,0.1,1000,sgd,0.7779524807826694
141,tanh,1.0,"(100,)",constant,0.1,200,sgd,0.7779524807826694
142,relu,1.0,"(100,)",constant,0.1,100,sgd,0.7779524807826694
143,identity,0.1,"(10, 30, 10)",constant,0.0001,1000,adam,0.7779088050314467
144,identity,0.1,"(10, 30, 10)",invscaling,0.0001,1000,adam,0.7779088050314467
145,identity,0.1,"(10, 30, 10)",adaptive,0.0001,1000,adam,0.7779088050314467
146,relu,10.0,"(10, 30, 10)",adaptive,0.001,200,adam,0.7779088050314464
147,relu,10.0,"(10, 30, 10)",constant,0.001,200,adam,0.7779088050314464
148,relu,10.0,"(10, 30, 10)",invscaling,0.001,200,adam,0.7779088050314464
149,relu,1.0,"(100,)",adaptive,0.01,200,adam,0.7758123689727463
150,relu,1.0,"(100,)",adaptive,0.01,1000,adam,0.7758123689727463
151,tanh,1.0,"(100,)",adaptive,0.1,1000,sgd,0.7758123689727463
152,relu,1.0,"(100,)",invscaling,0.01,1000,adam,0.7758123689727463
153,relu,1.0,"(100,)",constant,0.01,1000,adam,0.7758123689727463
154,relu,1.0,"(100,)",constant,0.01,200,adam,0.7758123689727463
155,relu,1.0,"(100,)",invscaling,0.01,200,adam,0.7758123689727463
156,logistic,1.0,"(100,)",adaptive,10.0,200,lbfgs,0.7757686932215234
157,logistic,1.0,"(100,)",invscaling,0.001,200,lbfgs,0.7757686932215234
158,logistic,1.0,"(100,)",invscaling,0.01,200,lbfgs,0.7757686932215234
159,logistic,1.0,"(100,)",constant,1.0,200,lbfgs,0.7757686932215234
160,logistic,1.0,"(100,)",invscaling,0.0001,200,lbfgs,0.7757686932215234
161,logistic,1.0,"(100,)",constant,0.1,200,lbfgs,0.7757686932215234
162,logistic,1.0,"(100,)",adaptive,1.0,200,lbfgs,0.7757686932215234
163,logistic,1.0,"(100,)",constant,10.0,200,lbfgs,0.7757686932215234
164,logistic,1.0,"(100,)",adaptive,0.001,200,lbfgs,0.7757686932215234
165,logistic,1.0,"(100,)",constant,0.01,200,lbfgs,0.7757686932215234
166,logistic,1.0,"(100,)",constant,0.001,200,lbfgs,0.7757686932215234
167,logistic,1.0,"(100,)",invscaling,10.0,200,lbfgs,0.7757686932215234
168,logistic,1.0,"(100,)",invscaling,1.0,200,lbfgs,0.7757686932215234
169,logistic,1.0,"(100,)",invscaling,0.1,200,lbfgs,0.7757686932215234
170,logistic,1.0,"(100,)",constant,0.0001,200,lbfgs,0.7757686932215234
171,logistic,1.0,"(100,)",adaptive,0.1,200,lbfgs,0.7757686932215234
172,logistic,1.0,"(100,)",adaptive,0.01,200,lbfgs,0.7757686932215234
173,logistic,1.0,"(100,)",adaptive,0.0001,200,lbfgs,0.7757686932215234
174,tanh,1.0,"(100,)",invscaling,0.001,1000,adam,0.7757250174703005
175,tanh,1.0,"(100,)",constant,0.001,1000,adam,0.7757250174703005
176,tanh,1.0,"(100,)",adaptive,0.001,1000,adam,0.7757250174703005
177,logistic,0.1,"(100,)",adaptive,0.01,200,adam,0.7756813417190775
178,tanh,0.1,"(20,)",adaptive,0.01,100,sgd,0.7756813417190775
179,logistic,0.1,"(100,)",invscaling,0.01,200,adam,0.7756813417190775
180,tanh,0.1,"(20,)",constant,0.01,100,sgd,0.7756813417190775
181,logistic,0.1,"(100,)",constant,0.01,200,adam,0.7756813417190775
182,tanh,1.0,"(20,)",adaptive,0.1,1000,sgd,0.7756376659678547
183,relu,1.0,"(100,)",adaptive,0.01,100,adam,0.7756376659678547
184,relu,1.0,"(100,)",constant,0.01,100,adam,0.7756376659678547
185,relu,1.0,"(100,)",invscaling,0.01,100,adam,0.7756376659678547
186,identity,0.01,"(10, 30, 10)",constant,0.0001,1000,adam,0.7755939902166318
187,identity,0.001,"(10, 30, 10)",constant,0.0001,1000,adam,0.7755939902166318
188,identity,0.001,"(10, 30, 10)",invscaling,0.0001,1000,adam,0.7755939902166318
189,identity,0.001,"(10, 30, 10)",adaptive,0.0001,1000,adam,0.7755939902166318
190,identity,0.0001,"(10, 30, 10)",invscaling,0.0001,1000,adam,0.7755939902166318
191,identity,0.0001,"(10, 30, 10)",adaptive,0.0001,1000,adam,0.7755939902166318
192,identity,0.0001,"(10, 30, 10)",constant,0.0001,1000,adam,0.7755939902166318
193,identity,1e-05,"(10, 30, 10)",constant,0.0001,1000,adam,0.7755939902166318
194,identity,0.01,"(10, 30, 10)",invscaling,0.0001,1000,adam,0.7755939902166318
195,identity,1e-05,"(10, 30, 10)",invscaling,0.0001,1000,adam,0.7755939902166318
196,identity,0.01,"(10, 30, 10)",adaptive,0.0001,1000,adam,0.7755939902166318
197,identity,1e-05,"(10, 30, 10)",adaptive,0.0001,1000,adam,0.7755939902166318
198,tanh,10.0,"(10, 30, 10)",adaptive,0.1,1000,adam,0.7755939902166317
199,tanh,10.0,"(10, 30, 10)",invscaling,0.1,1000,adam,0.7755939902166317
200,tanh,10.0,"(10, 30, 10)",adaptive,0.1,200,adam,0.7755939902166317
201,tanh,10.0,"(10, 30, 10)",constant,0.1,1000,adam,0.7755939902166317
202,tanh,10.0,"(10, 30, 10)",adaptive,0.1,100,adam,0.7755939902166317
203,tanh,10.0,"(10, 30, 10)",constant,0.1,100,adam,0.7755939902166317
204,tanh,10.0,"(10, 30, 10)",invscaling,0.1,100,adam,0.7755939902166317
205,tanh,10.0,"(10, 30, 10)",invscaling,0.1,200,adam,0.7755939902166317
206,tanh,10.0,"(10, 30, 10)",constant,0.1,200,adam,0.7755939902166317
207,tanh,0.01,"(20,)",constant,0.01,100,sgd,0.7733665269042628
208,tanh,0.001,"(20,)",adaptive,0.01,100,sgd,0.7733665269042628
209,tanh,0.0001,"(20,)",adaptive,0.01,100,sgd,0.7733665269042628
210,tanh,1e-05,"(20,)",constant,0.01,100,sgd,0.7733665269042628
211,tanh,0.01,"(20,)",adaptive,0.01,100,sgd,0.7733665269042628
212,tanh,1.0,"(20,)",constant,0.01,100,sgd,0.7733665269042628
213,logistic,1.0,"(100,)",invscaling,0.1,100,adam,0.7733665269042628
214,tanh,1e-05,"(20,)",adaptive,0.01,100,sgd,0.7733665269042628
215,logistic,1.0,"(100,)",adaptive,0.1,100,adam,0.7733665269042628
216,tanh,1.0,"(20,)",adaptive,0.01,100,sgd,0.7733665269042628
217,logistic,1.0,"(100,)",constant,0.1,100,adam,0.7733665269042628
218,tanh,0.001,"(20,)",constant,0.01,100,sgd,0.7733665269042628
219,tanh,0.0001,"(20,)",constant,0.01,100,sgd,0.7733665269042628
220,logistic,0.01,"(100,)",adaptive,0.001,1000,adam,0.7733228511530399
221,logistic,0.1,"(20,)",constant,0.01,200,adam,0.7733228511530399
222,logistic,0.1,"(20,)",invscaling,0.01,200,adam,0.7733228511530399
223,logistic,0.01,"(100,)",invscaling,0.001,1000,adam,0.7733228511530399
224,logistic,0.01,"(100,)",constant,0.001,1000,adam,0.7733228511530399
225,logistic,0.1,"(20,)",adaptive,0.01,200,adam,0.7733228511530399
226,identity,0.1,"(10, 30, 10)",constant,0.001,100,adam,0.7732791754018169
227,identity,0.001,"(10, 30, 10)",adaptive,0.001,100,adam,0.7732791754018169
228,identity,1e-05,"(10, 30, 10)",invscaling,0.001,100,adam,0.7732791754018169
229,identity,1.0,"(10, 30, 10)",adaptive,0.01,100,sgd,0.7732791754018169
230,identity,0.001,"(10, 30, 10)",constant,0.001,100,adam,0.7732791754018169
231,identity,0.0001,"(10, 30, 10)",invscaling,0.001,100,adam,0.7732791754018169
232,identity,0.01,"(10, 30, 10)",invscaling,0.001,100,adam,0.7732791754018169
233,identity,1.0,"(10, 30, 10)",constant,0.01,100,sgd,0.7732791754018169
234,identity,0.1,"(10, 30, 10)",adaptive,0.001,100,adam,0.7732791754018169
235,identity,1e-05,"(10, 30, 10)",constant,0.001,100,adam,0.7732791754018169
236,identity,1e-05,"(10, 30, 10)",adaptive,0.001,100,adam,0.7732791754018169
237,identity,0.01,"(10, 30, 10)",constant,0.001,100,adam,0.7732791754018169
238,identity,0.01,"(10, 30, 10)",adaptive,0.001,100,adam,0.7732791754018169
239,identity,0.001,"(10, 30, 10)",invscaling,0.001,100,adam,0.7732791754018169
240,identity,0.0001,"(10, 30, 10)",constant,0.001,100,adam,0.7732791754018169
241,identity,0.0001,"(10, 30, 10)",adaptive,0.001,100,adam,0.7732791754018169
242,identity,0.1,"(10, 30, 10)",invscaling,0.001,100,adam,0.7732791754018169
243,relu,10.0,"(20,)",adaptive,0.01,1000,sgd,0.773235499650594
244,relu,10.0,"(20,)",constant,0.01,1000,sgd,0.773235499650594
245,tanh,1.0,"(100,)",invscaling,0.001,1000,lbfgs,0.7711390635918938
246,tanh,1.0,"(100,)",constant,0.0001,1000,lbfgs,0.7711390635918938
247,tanh,1.0,"(100,)",constant,0.1,1000,lbfgs,0.7711390635918938
248,tanh,1.0,"(100,)",invscaling,10.0,1000,lbfgs,0.7711390635918938
249,tanh,1.0,"(100,)",adaptive,0.001,1000,lbfgs,0.7711390635918938
250,tanh,1.0,"(100,)",adaptive,10.0,1000,lbfgs,0.7711390635918938
251,tanh,1.0,"(100,)",invscaling,0.0001,1000,lbfgs,0.7711390635918938
252,tanh,1.0,"(100,)",invscaling,0.01,1000,lbfgs,0.7711390635918938
253,tanh,1.0,"(100,)",adaptive,1.0,1000,lbfgs,0.7711390635918938
254,tanh,1.0,"(100,)",invscaling,1.0,1000,lbfgs,0.7711390635918938
255,tanh,1.0,"(100,)",constant,10.0,1000,lbfgs,0.7711390635918938
256,tanh,1.0,"(100,)",constant,0.01,1000,lbfgs,0.7711390635918938
257,tanh,1.0,"(100,)",invscaling,0.1,1000,lbfgs,0.7711390635918938
258,tanh,1.0,"(100,)",adaptive,0.0001,1000,lbfgs,0.7711390635918938
259,tanh,1.0,"(100,)",adaptive,0.01,1000,lbfgs,0.7711390635918938
260,tanh,1.0,"(100,)",constant,0.001,1000,lbfgs,0.7711390635918938
261,tanh,1.0,"(100,)",adaptive,0.1,1000,lbfgs,0.7711390635918938
262,tanh,1.0,"(100,)",constant,1.0,1000,lbfgs,0.7711390635918938
263,tanh,1.0,"(20,)",invscaling,0.01,100,adam,0.771051712089448
264,tanh,1.0,"(20,)",constant,0.01,100,adam,0.771051712089448
265,tanh,1.0,"(20,)",adaptive,0.01,100,adam,0.771051712089448
266,relu,10.0,"(20,)",invscaling,0.0001,1000,lbfgs,0.771008036338225
267,relu,10.0,"(20,)",adaptive,0.001,1000,lbfgs,0.771008036338225
268,relu,10.0,"(20,)",invscaling,0.1,1000,lbfgs,0.771008036338225
269,tanh,1.0,"(20,)",constant,0.001,1000,sgd,0.771008036338225
270,relu,10.0,"(20,)",adaptive,0.1,1000,lbfgs,0.771008036338225
271,relu,10.0,"(20,)",constant,10.0,1000,lbfgs,0.771008036338225
272,relu,10.0,"(20,)",adaptive,0.01,1000,lbfgs,0.771008036338225
273,logistic,1.0,"(100,)",adaptive,0.1,1000,sgd,0.771008036338225
274,relu,1.0,"(10, 30, 10)",constant,0.01,100,sgd,0.771008036338225
275,relu,10.0,"(20,)",invscaling,0.001,1000,lbfgs,0.771008036338225
276,logistic,1.0,"(100,)",adaptive,0.1,200,sgd,0.771008036338225
277,relu,0.1,"(100,)",adaptive,1.0,1000,sgd,0.771008036338225
278,relu,0.1,"(100,)",adaptive,1.0,200,sgd,0.771008036338225
279,relu,10.0,"(20,)",invscaling,0.01,1000,lbfgs,0.771008036338225
280,relu,10.0,"(20,)",adaptive,10.0,1000,lbfgs,0.771008036338225
281,relu,10.0,"(20,)",constant,1.0,1000,lbfgs,0.771008036338225
282,logistic,1.0,"(100,)",constant,0.01,1000,sgd,0.771008036338225
283,relu,10.0,"(20,)",constant,0.001,1000,lbfgs,0.771008036338225
284,relu,10.0,"(20,)",adaptive,1.0,1000,lbfgs,0.771008036338225
285,relu,10.0,"(20,)",constant,0.01,1000,lbfgs,0.771008036338225
286,logistic,1.0,"(100,)",adaptive,0.01,1000,sgd,0.771008036338225
287,relu,10.0,"(20,)",constant,0.0001,1000,lbfgs,0.771008036338225
288,relu,10.0,"(20,)",constant,0.1,1000,lbfgs,0.771008036338225
289,relu,10.0,"(20,)",invscaling,10.0,1000,lbfgs,0.771008036338225
290,relu,1.0,"(10, 30, 10)",adaptive,0.01,100,sgd,0.771008036338225
291,tanh,1.0,"(20,)",adaptive,0.001,1000,sgd,0.771008036338225
292,relu,10.0,"(20,)",adaptive,0.0001,1000,lbfgs,0.771008036338225
293,relu,10.0,"(20,)",invscaling,1.0,1000,lbfgs,0.771008036338225
294,logistic,1.0,"(20,)",adaptive,0.1,1000,sgd,0.770964360587002
295,identity,10.0,"(10, 30, 10)",constant,0.0001,1000,adam,0.770964360587002
296,relu,10.0,"(10, 30, 10)",constant,0.01,200,sgd,0.770964360587002
297,identity,10.0,"(10, 30, 10)",adaptive,0.0001,1000,adam,0.770964360587002
298,tanh,1.0,"(20,)",constant,0.1,1000,sgd,0.770964360587002
299,relu,10.0,"(10, 30, 10)",adaptive,0.01,200,sgd,0.770964360587002
300,identity,10.0,"(10, 30, 10)",invscaling,0.0001,1000,adam,0.770964360587002
301,logistic,1.0,"(100,)",adaptive,0.1,100,sgd,0.770964360587002
302,logistic,1.0,"(100,)",constant,0.1,100,sgd,0.770964360587002
303,logistic,1.0,"(20,)",constant,0.1,1000,sgd,0.770964360587002
304,logistic,1e-05,"(20,)",adaptive,0.01,100,adam,0.7709206848357792
305,tanh,10.0,"(10, 30, 10)",adaptive,0.1,1000,lbfgs,0.7709206848357792
306,relu,10.0,"(20,)",constant,0.01,200,sgd,0.7709206848357792
307,tanh,10.0,"(10, 30, 10)",adaptive,10.0,1000,lbfgs,0.7709206848357792
308,tanh,10.0,"(10, 30, 10)",invscaling,1.0,1000,lbfgs,0.7709206848357792
309,tanh,10.0,"(10, 30, 10)",invscaling,10.0,1000,lbfgs,0.7709206848357792
310,relu,10.0,"(20,)",adaptive,0.1,100,sgd,0.7709206848357792
311,tanh,10.0,"(10, 30, 10)",constant,1.0,1000,lbfgs,0.7709206848357792
312,tanh,10.0,"(10, 30, 10)",constant,0.1,1000,lbfgs,0.7709206848357792
313,relu,10.0,"(20,)",adaptive,0.01,200,sgd,0.7709206848357792
314,logistic,1e-05,"(20,)",constant,0.01,100,adam,0.7709206848357792
315,tanh,10.0,"(10, 30, 10)",adaptive,0.0001,1000,lbfgs,0.7709206848357792
316,tanh,10.0,"(10, 30, 10)",invscaling,0.1,1000,lbfgs,0.7709206848357792
317,tanh,10.0,"(10, 30, 10)",constant,10.0,1000,lbfgs,0.7709206848357792
318,tanh,10.0,"(10, 30, 10)",invscaling,0.0001,1000,lbfgs,0.7709206848357792
319,logistic,1e-05,"(20,)",invscaling,0.01,100,adam,0.7709206848357792
320,tanh,10.0,"(10, 30, 10)",invscaling,0.01,1000,lbfgs,0.7709206848357792
321,tanh,10.0,"(10, 30, 10)",constant,0.01,1000,lbfgs,0.7709206848357792
322,tanh,10.0,"(10, 30, 10)",adaptive,0.001,1000,lbfgs,0.7709206848357792
323,tanh,10.0,"(10, 30, 10)",invscaling,0.001,200,adam,0.7709206848357792
324,tanh,10.0,"(10, 30, 10)",adaptive,0.001,200,adam,0.7709206848357792
325,tanh,10.0,"(10, 30, 10)",invscaling,0.001,1000,lbfgs,0.7709206848357792
326,tanh,10.0,"(10, 30, 10)",adaptive,0.01,1000,lbfgs,0.7709206848357792
327,tanh,10.0,"(10, 30, 10)",adaptive,1.0,1000,lbfgs,0.7709206848357792
328,logistic,0.0001,"(20,)",invscaling,0.01,100,adam,0.7709206848357792
329,tanh,10.0,"(10, 30, 10)",constant,0.0001,1000,lbfgs,0.7709206848357792
330,logistic,0.001,"(20,)",adaptive,0.01,100,adam,0.7709206848357792
331,tanh,10.0,"(10, 30, 10)",constant,0.001,1000,lbfgs,0.7709206848357792
332,tanh,10.0,"(10, 30, 10)",constant,0.001,200,adam,0.7709206848357792
333,logistic,0.0001,"(20,)",constant,0.01,100,adam,0.7709206848357792
334,logistic,0.001,"(20,)",constant,0.01,100,adam,0.7709206848357792
335,logistic,0.001,"(20,)",invscaling,0.01,100,adam,0.7709206848357792
