,activation,alpha,hidden_layer_sizes,learning_rate,learning_rate_init,max_iter,solver,Accuracy
959,identity,10.0,"(100,)",constant,1.0,1000,lbfgs,0.7640199161425576
960,relu,10.0,"(10, 30, 10)",adaptive,0.0001,1000,adam,0.7640199161425576
961,identity,10.0,"(20,)",invscaling,0.001,1000,lbfgs,0.7640199161425576
962,identity,10.0,"(20,)",adaptive,10.0,200,lbfgs,0.7640199161425576
963,identity,10.0,"(100,)",constant,0.001,200,lbfgs,0.7640199161425576
964,tanh,1.0,"(20,)",adaptive,0.01,1000,sgd,0.7640199161425576
965,identity,10.0,"(20,)",constant,0.001,200,lbfgs,0.7640199161425576
966,identity,10.0,"(100,)",adaptive,0.0001,200,lbfgs,0.7640199161425576
967,identity,10.0,"(100,)",constant,1.0,200,lbfgs,0.7640199161425576
968,identity,10.0,"(20,)",constant,0.01,100,lbfgs,0.7640199161425576
969,identity,10.0,"(20,)",adaptive,0.001,200,lbfgs,0.7640199161425576
970,identity,10.0,"(100,)",constant,1.0,100,lbfgs,0.7640199161425576
971,tanh,10.0,"(100,)",adaptive,0.0001,1000,adam,0.7640199161425576
972,identity,10.0,"(20,)",invscaling,0.001,100,lbfgs,0.7640199161425576
973,identity,10.0,"(100,)",adaptive,0.001,100,lbfgs,0.7640199161425576
974,identity,10.0,"(100,)",invscaling,0.01,1000,lbfgs,0.7640199161425576
975,identity,10.0,"(20,)",constant,0.01,1000,lbfgs,0.7640199161425576
976,identity,10.0,"(100,)",constant,0.0001,200,lbfgs,0.7640199161425576
977,identity,10.0,"(100,)",adaptive,0.01,1000,lbfgs,0.7640199161425576
978,identity,10.0,"(20,)",constant,0.0001,1000,lbfgs,0.7640199161425576
979,identity,10.0,"(100,)",constant,0.001,1000,lbfgs,0.7640199161425576
980,identity,10.0,"(20,)",invscaling,0.1,1000,lbfgs,0.7640199161425576
981,identity,10.0,"(100,)",constant,0.1,1000,lbfgs,0.7640199161425576
982,tanh,0.01,"(100,)",constant,0.01,1000,sgd,0.7640199161425576
983,identity,10.0,"(20,)",adaptive,0.001,1000,lbfgs,0.7640199161425576
984,identity,10.0,"(20,)",constant,0.01,200,lbfgs,0.7640199161425576
985,identity,10.0,"(20,)",adaptive,0.1,1000,lbfgs,0.7640199161425576
986,identity,10.0,"(20,)",invscaling,1.0,1000,lbfgs,0.7640199161425576
987,identity,1.0,"(10, 30, 10)",invscaling,0.001,200,adam,0.7640199161425576
988,relu,10.0,"(20,)",constant,1.0,200,sgd,0.7639762403913348
989,tanh,10.0,"(10, 30, 10)",invscaling,0.01,100,adam,0.7639762403913348
990,identity,10.0,"(10, 30, 10)",invscaling,0.01,1000,adam,0.7639762403913348
991,logistic,1e-05,"(20,)",constant,0.01,200,sgd,0.7639762403913348
992,logistic,0.0001,"(20,)",adaptive,0.01,200,sgd,0.7639762403913348
993,relu,10.0,"(20,)",constant,1.0,1000,sgd,0.7639762403913348
994,logistic,1e-05,"(20,)",adaptive,0.01,200,sgd,0.7639762403913348
995,logistic,0.01,"(20,)",constant,0.01,200,sgd,0.7639762403913348
996,tanh,10.0,"(10, 30, 10)",adaptive,0.01,100,adam,0.7639762403913348
997,tanh,0.1,"(100,)",constant,0.1,100,sgd,0.7639762403913348
998,tanh,10.0,"(10, 30, 10)",constant,0.01,100,adam,0.7639762403913348
999,relu,10.0,"(10, 30, 10)",constant,0.01,100,sgd,0.7639762403913348
1000,logistic,1.0,"(100,)",constant,0.001,200,adam,0.7639762403913348
1001,relu,1.0,"(10, 30, 10)",adaptive,0.001,1000,sgd,0.7639762403913348
1002,logistic,1.0,"(100,)",adaptive,0.001,200,adam,0.7639762403913348
1003,logistic,0.001,"(20,)",adaptive,0.01,200,sgd,0.7639762403913348
1004,relu,10.0,"(20,)",constant,1.0,100,sgd,0.7639762403913348
1005,relu,1.0,"(10, 30, 10)",constant,0.001,1000,sgd,0.7639762403913348
1006,identity,10.0,"(10, 30, 10)",adaptive,0.01,1000,adam,0.7639762403913348
1007,tanh,0.1,"(100,)",adaptive,0.1,100,sgd,0.7639762403913348
1008,logistic,0.0001,"(20,)",constant,0.01,200,sgd,0.7639762403913348
1009,logistic,1.0,"(100,)",invscaling,0.001,200,adam,0.7639762403913348
1010,identity,10.0,"(10, 30, 10)",constant,0.01,1000,adam,0.7639762403913348
1011,logistic,0.01,"(20,)",adaptive,0.01,200,sgd,0.7639762403913348
1012,logistic,0.001,"(20,)",constant,0.01,200,sgd,0.7639762403913348
1013,tanh,1.0,"(20,)",adaptive,1.0,100,sgd,0.7639762403913348
1014,relu,10.0,"(10, 30, 10)",adaptive,0.01,100,sgd,0.7639762403913348
1015,relu,10.0,"(10, 30, 10)",adaptive,0.1,100,adam,0.7639762403913347
1016,relu,10.0,"(10, 30, 10)",adaptive,0.1,200,adam,0.7639762403913347
1017,relu,10.0,"(10, 30, 10)",constant,0.1,200,adam,0.7639762403913347
1018,relu,10.0,"(10, 30, 10)",invscaling,0.1,1000,adam,0.7639762403913347
1019,relu,10.0,"(10, 30, 10)",invscaling,0.1,100,adam,0.7639762403913347
1020,relu,10.0,"(10, 30, 10)",adaptive,0.1,1000,adam,0.7639762403913347
1021,relu,10.0,"(10, 30, 10)",constant,0.1,100,adam,0.7639762403913347
1022,relu,10.0,"(10, 30, 10)",invscaling,0.1,200,adam,0.7639762403913347
1023,relu,10.0,"(10, 30, 10)",constant,0.1,1000,adam,0.7639762403913347
1024,relu,10.0,"(20,)",adaptive,0.01,100,sgd,0.7639325646401118
1025,relu,10.0,"(100,)",invscaling,0.01,200,adam,0.7639325646401118
1026,identity,10.0,"(10, 30, 10)",adaptive,0.01,200,sgd,0.7639325646401118
1027,tanh,10.0,"(10, 30, 10)",adaptive,0.001,100,adam,0.7639325646401118
1028,relu,10.0,"(100,)",invscaling,0.01,1000,adam,0.7639325646401118
1029,tanh,10.0,"(10, 30, 10)",adaptive,0.001,1000,adam,0.7639325646401118
1030,relu,10.0,"(100,)",invscaling,0.001,200,adam,0.7639325646401118
1031,tanh,10.0,"(100,)",adaptive,0.001,1000,adam,0.7639325646401118
1032,identity,10.0,"(10, 30, 10)",adaptive,0.01,100,adam,0.7639325646401118
1033,identity,10.0,"(10, 30, 10)",invscaling,0.1,1000,sgd,0.7639325646401118
1034,logistic,1.0,"(20,)",constant,0.001,1000,adam,0.7639325646401118
1035,logistic,1.0,"(20,)",invscaling,0.001,1000,adam,0.7639325646401118
1036,logistic,0.1,"(20,)",adaptive,0.1,1000,sgd,0.7639325646401118
1037,relu,10.0,"(100,)",invscaling,0.01,100,adam,0.7639325646401118
1038,tanh,10.0,"(100,)",adaptive,0.1,200,sgd,0.7639325646401118
1039,tanh,1.0,"(100,)",invscaling,1.0,1000,sgd,0.7639325646401118
1040,relu,10.0,"(100,)",adaptive,0.01,100,adam,0.7639325646401118
1041,tanh,10.0,"(100,)",constant,0.001,1000,adam,0.7639325646401118
1042,logistic,0.1,"(100,)",invscaling,0.01,1000,adam,0.7639325646401118
1043,tanh,10.0,"(20,)",constant,0.1,200,sgd,0.7639325646401118
1044,tanh,10.0,"(10, 30, 10)",invscaling,0.001,100,adam,0.7639325646401118
1045,relu,0.1,"(100,)",constant,1.0,200,sgd,0.7639325646401118
1046,logistic,0.1,"(100,)",adaptive,0.01,1000,adam,0.7639325646401118
1047,relu,10.0,"(100,)",constant,0.01,1000,adam,0.7639325646401118
1048,identity,10.0,"(10, 30, 10)",constant,0.01,200,sgd,0.7639325646401118
1049,relu,10.0,"(100,)",constant,0.01,1000,sgd,0.7639325646401118
1050,identity,10.0,"(10, 30, 10)",constant,0.01,100,adam,0.7639325646401118
1051,relu,10.0,"(100,)",adaptive,0.01,200,adam,0.7639325646401118
1052,tanh,10.0,"(20,)",constant,0.1,1000,sgd,0.7639325646401118
1053,identity,10.0,"(100,)",adaptive,0.01,1000,adam,0.7639325646401118
1054,tanh,10.0,"(100,)",adaptive,0.1,1000,sgd,0.7639325646401118
1055,tanh,10.0,"(10, 30, 10)",invscaling,0.001,1000,adam,0.7639325646401118
1056,tanh,10.0,"(10, 30, 10)",constant,0.1,100,sgd,0.7639325646401118
1057,identity,10.0,"(100,)",invscaling,0.01,200,adam,0.7639325646401118
1058,logistic,0.1,"(100,)",constant,0.01,1000,adam,0.7639325646401118
1059,relu,0.1,"(100,)",constant,1.0,1000,sgd,0.7639325646401118
1060,identity,10.0,"(100,)",adaptive,0.01,200,adam,0.7639325646401118
1061,identity,10.0,"(100,)",invscaling,0.01,1000,adam,0.7639325646401118
1062,relu,10.0,"(100,)",constant,0.01,200,adam,0.7639325646401118
1063,identity,10.0,"(100,)",adaptive,0.01,100,adam,0.7639325646401118
1064,relu,10.0,"(100,)",constant,0.01,100,adam,0.7639325646401118
1065,relu,10.0,"(100,)",constant,0.001,200,adam,0.7639325646401118
1066,relu,10.0,"(100,)",adaptive,0.001,200,adam,0.7639325646401118
1067,tanh,10.0,"(10, 30, 10)",constant,0.001,1000,adam,0.7639325646401118
1068,logistic,1.0,"(20,)",adaptive,0.1,200,sgd,0.7639325646401118
1069,tanh,10.0,"(20,)",constant,0.1,100,sgd,0.7639325646401118
1070,tanh,10.0,"(100,)",adaptive,0.01,1000,sgd,0.7639325646401118
1071,identity,10.0,"(100,)",constant,0.01,1000,adam,0.7639325646401118
1072,tanh,10.0,"(100,)",invscaling,0.001,1000,adam,0.7639325646401118
1073,identity,10.0,"(10, 30, 10)",invscaling,0.01,100,adam,0.7639325646401118
1074,logistic,1.0,"(20,)",adaptive,0.001,1000,adam,0.7639325646401118
1075,relu,10.0,"(20,)",constant,0.01,100,sgd,0.7639325646401118
1076,relu,10.0,"(100,)",adaptive,0.01,1000,adam,0.7639325646401118
1077,identity,10.0,"(100,)",constant,0.01,200,adam,0.7639325646401118
1078,tanh,10.0,"(10, 30, 10)",constant,0.001,100,adam,0.7639325646401118
1079,tanh,10.0,"(10, 30, 10)",invscaling,0.1,1000,sgd,0.7639325646401118
1080,tanh,10.0,"(100,)",constant,0.1,1000,sgd,0.7639325646401118
1081,tanh,10.0,"(10, 30, 10)",adaptive,0.1,100,sgd,0.7639325646401118
1082,tanh,10.0,"(100,)",constant,0.1,200,sgd,0.7639325646401118
1083,tanh,10.0,"(100,)",constant,0.1,100,sgd,0.7639325646401118
1084,tanh,10.0,"(10, 30, 10)",adaptive,0.01,1000,sgd,0.7639325646401118
1085,identity,10.0,"(100,)",invscaling,0.01,100,adam,0.7639325646401118
1086,tanh,10.0,"(100,)",constant,0.01,1000,sgd,0.7639325646401118
1087,logistic,1.0,"(20,)",constant,0.1,200,sgd,0.7639325646401118
1088,identity,10.0,"(100,)",constant,0.01,100,adam,0.7639325646401118
1089,tanh,10.0,"(20,)",constant,0.01,1000,sgd,0.7639325646401118
1090,relu,10.0,"(100,)",adaptive,0.01,1000,sgd,0.7639325646401118
1091,identity,10.0,"(10, 30, 10)",invscaling,0.001,200,adam,0.7638888888888888
1092,identity,10.0,"(10, 30, 10)",adaptive,0.001,200,adam,0.7638888888888888
1093,tanh,10.0,"(10, 30, 10)",adaptive,0.01,100,sgd,0.7638888888888888
1094,tanh,10.0,"(10, 30, 10)",constant,0.01,100,sgd,0.7638888888888888
1095,tanh,10.0,"(100,)",adaptive,1.0,1000,sgd,0.7638888888888888
1096,identity,10.0,"(10, 30, 10)",constant,0.001,200,adam,0.7638888888888888
1097,tanh,10.0,"(100,)",adaptive,1.0,200,sgd,0.7638888888888888
1098,tanh,10.0,"(20,)",constant,1.0,1000,sgd,0.763845213137666
1099,tanh,10.0,"(20,)",constant,1.0,100,sgd,0.763845213137666
1100,tanh,10.0,"(20,)",constant,1.0,200,sgd,0.763845213137666
1101,relu,0.01,"(100,)",constant,0.01,200,sgd,0.7618798043326345
1102,relu,0.1,"(100,)",adaptive,0.01,200,sgd,0.7618798043326345
1103,relu,0.1,"(100,)",constant,0.01,200,sgd,0.7618798043326345
1104,relu,0.01,"(100,)",adaptive,0.01,200,sgd,0.7618798043326345
1105,identity,1.0,"(20,)",constant,0.1,1000,adam,0.7618361285814117
1106,identity,1.0,"(20,)",constant,0.1,100,adam,0.7618361285814117
1107,identity,1.0,"(20,)",constant,0.1,200,adam,0.7618361285814117
1108,identity,1.0,"(20,)",adaptive,0.1,100,adam,0.7618361285814117
1109,identity,1.0,"(20,)",adaptive,0.1,1000,adam,0.7618361285814117
1110,identity,1.0,"(20,)",invscaling,0.1,1000,adam,0.7618361285814117
1111,identity,1.0,"(20,)",adaptive,0.1,200,adam,0.7618361285814117
1112,identity,1.0,"(20,)",invscaling,0.1,200,adam,0.7618361285814117
1113,identity,1.0,"(20,)",invscaling,0.1,100,adam,0.7618361285814117
1114,tanh,0.1,"(100,)",adaptive,0.001,1000,sgd,0.7617924528301887
1115,identity,1e-05,"(10, 30, 10)",adaptive,0.01,200,sgd,0.7617924528301887
1116,tanh,10.0,"(10, 30, 10)",adaptive,1.0,100,lbfgs,0.7617924528301887
1117,tanh,1.0,"(100,)",constant,0.001,200,lbfgs,0.7617924528301887
1118,tanh,1.0,"(100,)",constant,1.0,200,lbfgs,0.7617924528301887
1119,tanh,10.0,"(10, 30, 10)",adaptive,10.0,100,lbfgs,0.7617924528301887
1120,tanh,1e-05,"(100,)",adaptive,0.001,1000,sgd,0.7617924528301887
1121,tanh,1.0,"(100,)",constant,0.01,200,lbfgs,0.7617924528301887
1122,identity,0.01,"(10, 30, 10)",adaptive,0.01,200,sgd,0.7617924528301887
1123,identity,0.0001,"(10, 30, 10)",constant,0.01,200,sgd,0.7617924528301887
1124,tanh,0.01,"(100,)",constant,0.001,1000,sgd,0.7617924528301887
1125,relu,0.1,"(100,)",constant,0.001,1000,adam,0.7617924528301887
1126,tanh,0.1,"(100,)",constant,0.001,1000,sgd,0.7617924528301887
1127,identity,0.0001,"(10, 30, 10)",adaptive,0.01,200,sgd,0.7617924528301887
1128,relu,0.1,"(100,)",constant,0.01,100,adam,0.7617924528301887
1129,tanh,1.0,"(100,)",constant,0.1,200,lbfgs,0.7617924528301887
1130,tanh,0.001,"(100,)",adaptive,0.001,1000,sgd,0.7617924528301887
1131,tanh,0.001,"(100,)",constant,0.001,1000,sgd,0.7617924528301887
1132,tanh,10.0,"(10, 30, 10)",adaptive,0.001,100,lbfgs,0.7617924528301887
1133,tanh,0.0001,"(100,)",constant,0.001,1000,sgd,0.7617924528301887
1134,tanh,1.0,"(100,)",adaptive,0.0001,200,lbfgs,0.7617924528301887
1135,tanh,10.0,"(10, 30, 10)",adaptive,0.1,100,lbfgs,0.7617924528301887
1136,tanh,10.0,"(10, 30, 10)",invscaling,0.0001,100,lbfgs,0.7617924528301887
1137,tanh,10.0,"(10, 30, 10)",constant,10.0,100,lbfgs,0.7617924528301887
1138,tanh,1.0,"(100,)",invscaling,0.1,200,lbfgs,0.7617924528301887
1139,tanh,10.0,"(10, 30, 10)",constant,1.0,100,lbfgs,0.7617924528301887
1140,identity,0.1,"(10, 30, 10)",constant,0.01,200,sgd,0.7617924528301887
1141,tanh,10.0,"(10, 30, 10)",constant,0.01,100,lbfgs,0.7617924528301887
1142,tanh,1.0,"(100,)",invscaling,1.0,200,lbfgs,0.7617924528301887
1143,tanh,0.0001,"(100,)",adaptive,0.001,1000,sgd,0.7617924528301887
1144,tanh,1.0,"(100,)",invscaling,10.0,200,lbfgs,0.7617924528301887
1145,tanh,10.0,"(10, 30, 10)",constant,0.001,100,lbfgs,0.7617924528301887
1146,tanh,1.0,"(100,)",invscaling,0.01,200,lbfgs,0.7617924528301887
1147,tanh,1.0,"(100,)",constant,0.0001,200,lbfgs,0.7617924528301887
1148,identity,0.01,"(10, 30, 10)",constant,0.01,200,sgd,0.7617924528301887
1149,tanh,1.0,"(100,)",adaptive,0.001,200,lbfgs,0.7617924528301887
1150,identity,0.1,"(10, 30, 10)",adaptive,0.01,200,sgd,0.7617924528301887
1151,identity,1e-05,"(10, 30, 10)",constant,0.01,200,sgd,0.7617924528301887
1152,tanh,10.0,"(10, 30, 10)",constant,0.0001,100,lbfgs,0.7617924528301887
1153,identity,0.001,"(10, 30, 10)",constant,0.01,200,sgd,0.7617924528301887
1154,tanh,1.0,"(100,)",adaptive,10.0,200,lbfgs,0.7617924528301887
1155,tanh,1.0,"(100,)",adaptive,1.0,200,lbfgs,0.7617924528301887
1156,tanh,1.0,"(100,)",adaptive,0.1,200,lbfgs,0.7617924528301887
1157,tanh,0.01,"(100,)",adaptive,0.001,1000,sgd,0.7617924528301887
1158,tanh,10.0,"(10, 30, 10)",constant,0.1,100,lbfgs,0.7617924528301887
1159,relu,0.1,"(100,)",adaptive,0.01,100,adam,0.7617924528301887
1160,tanh,10.0,"(10, 30, 10)",invscaling,0.1,100,lbfgs,0.7617924528301887
1161,relu,0.1,"(100,)",invscaling,0.001,1000,adam,0.7617924528301887
1162,relu,0.1,"(100,)",invscaling,0.01,100,adam,0.7617924528301887
1163,tanh,1.0,"(100,)",constant,10.0,200,lbfgs,0.7617924528301887
1164,tanh,10.0,"(10, 30, 10)",adaptive,0.0001,100,lbfgs,0.7617924528301887
1165,tanh,10.0,"(10, 30, 10)",adaptive,0.01,100,lbfgs,0.7617924528301887
1166,tanh,10.0,"(10, 30, 10)",invscaling,10.0,100,lbfgs,0.7617924528301887
1167,tanh,1.0,"(100,)",invscaling,0.0001,200,lbfgs,0.7617924528301887
1168,identity,0.001,"(10, 30, 10)",adaptive,0.01,200,sgd,0.7617924528301887
1169,relu,0.1,"(100,)",adaptive,0.001,1000,adam,0.7617924528301887
1170,tanh,10.0,"(10, 30, 10)",invscaling,1.0,100,lbfgs,0.7617924528301887
1171,tanh,1.0,"(100,)",invscaling,0.001,200,lbfgs,0.7617924528301887
1172,tanh,1.0,"(100,)",adaptive,0.01,200,lbfgs,0.7617924528301887
1173,tanh,1e-05,"(100,)",constant,0.001,1000,sgd,0.7617924528301887
1174,tanh,10.0,"(10, 30, 10)",invscaling,0.001,100,lbfgs,0.7617924528301887
1175,tanh,10.0,"(10, 30, 10)",invscaling,0.01,100,lbfgs,0.7617924528301887
1176,tanh,0.1,"(10, 30, 10)",invscaling,0.0001,1000,adam,0.7617487770789657
1177,relu,1.0,"(100,)",invscaling,0.1,200,lbfgs,0.7617487770789657
1178,relu,1.0,"(100,)",constant,1.0,200,lbfgs,0.7617487770789657
1179,relu,1.0,"(20,)",invscaling,0.01,1000,adam,0.7617487770789657
1180,relu,1.0,"(100,)",constant,0.1,200,lbfgs,0.7617487770789657
1181,identity,1e-05,"(10, 30, 10)",adaptive,0.001,1000,sgd,0.7617487770789657
1182,tanh,0.0001,"(100,)",constant,0.01,100,adam,0.7617487770789657
1183,tanh,0.001,"(100,)",constant,0.01,100,adam,0.7617487770789657
1184,relu,1.0,"(100,)",invscaling,10.0,200,lbfgs,0.7617487770789657
1185,relu,1.0,"(100,)",invscaling,0.01,200,lbfgs,0.7617487770789657
1186,tanh,0.001,"(100,)",adaptive,0.01,100,adam,0.7617487770789657
1187,tanh,0.1,"(10, 30, 10)",constant,0.0001,1000,adam,0.7617487770789657
1188,tanh,0.1,"(10, 30, 10)",adaptive,0.0001,1000,adam,0.7617487770789657
1189,tanh,1e-05,"(100,)",constant,0.01,100,adam,0.7617487770789657
1190,relu,1.0,"(100,)",invscaling,0.001,200,lbfgs,0.7617487770789657
1191,identity,0.01,"(10, 30, 10)",adaptive,0.001,1000,sgd,0.7617487770789657
1192,relu,1.0,"(100,)",adaptive,0.0001,200,lbfgs,0.7617487770789657
1193,logistic,0.1,"(100,)",constant,0.01,100,adam,0.7617487770789657
1194,logistic,0.1,"(100,)",adaptive,0.01,100,adam,0.7617487770789657
1195,identity,0.0001,"(10, 30, 10)",constant,0.001,1000,sgd,0.7617487770789657
1196,relu,1.0,"(100,)",invscaling,1.0,200,lbfgs,0.7617487770789657
1197,identity,1e-05,"(10, 30, 10)",constant,0.001,1000,sgd,0.7617487770789657
1198,relu,1.0,"(100,)",constant,0.01,200,lbfgs,0.7617487770789657
1199,identity,1.0,"(20,)",adaptive,0.01,200,sgd,0.7617487770789657
1200,tanh,0.001,"(100,)",invscaling,0.01,100,adam,0.7617487770789657
1201,logistic,0.1,"(100,)",invscaling,0.01,100,adam,0.7617487770789657
1202,tanh,1e-05,"(100,)",adaptive,0.01,100,adam,0.7617487770789657
1203,relu,1.0,"(20,)",adaptive,0.01,1000,adam,0.7617487770789657
1204,relu,1.0,"(100,)",adaptive,0.1,200,lbfgs,0.7617487770789657
1205,relu,1.0,"(100,)",adaptive,0.001,200,lbfgs,0.7617487770789657
1206,identity,0.1,"(10, 30, 10)",adaptive,0.001,1000,sgd,0.7617487770789657
1207,relu,1.0,"(20,)",constant,0.1,1000,sgd,0.7617487770789657
1208,tanh,1e-05,"(100,)",invscaling,0.01,100,adam,0.7617487770789657
1209,tanh,0.0001,"(100,)",invscaling,0.01,100,adam,0.7617487770789657
1210,relu,1.0,"(100,)",invscaling,0.0001,200,lbfgs,0.7617487770789657
1211,identity,0.01,"(10, 30, 10)",constant,0.001,1000,sgd,0.7617487770789657
1212,relu,1.0,"(100,)",adaptive,10.0,200,lbfgs,0.7617487770789657
1213,identity,0.001,"(10, 30, 10)",adaptive,0.001,1000,sgd,0.7617487770789657
1214,logistic,0.01,"(100,)",adaptive,0.01,1000,sgd,0.7617487770789657
1215,identity,1.0,"(20,)",constant,0.01,200,sgd,0.7617487770789657
1216,identity,0.001,"(10, 30, 10)",constant,0.001,1000,sgd,0.7617487770789657
1217,relu,1.0,"(100,)",constant,0.001,200,lbfgs,0.7617487770789657
1218,relu,1.0,"(100,)",constant,0.0001,200,lbfgs,0.7617487770789657
1219,tanh,0.0001,"(100,)",adaptive,0.01,100,adam,0.7617487770789657
1220,relu,1.0,"(100,)",adaptive,1.0,200,lbfgs,0.7617487770789657
1221,relu,1.0,"(20,)",constant,0.01,1000,adam,0.7617487770789657
1222,relu,1.0,"(100,)",adaptive,0.01,200,lbfgs,0.7617487770789657
1223,logistic,0.01,"(100,)",constant,0.01,1000,sgd,0.7617487770789657
1224,relu,1.0,"(100,)",constant,10.0,200,lbfgs,0.7617487770789657
1225,identity,0.0001,"(10, 30, 10)",adaptive,0.001,1000,sgd,0.7617487770789657
1226,identity,1e-05,"(100,)",constant,0.01,100,sgd,0.7617051013277429
1227,identity,1.0,"(100,)",adaptive,0.1,100,sgd,0.7617051013277429
1228,identity,0.01,"(100,)",constant,0.01,100,sgd,0.7617051013277429
1229,identity,0.01,"(100,)",adaptive,0.01,100,sgd,0.7617051013277429
1230,identity,0.001,"(100,)",constant,0.01,100,sgd,0.7617051013277429
1231,identity,0.1,"(100,)",adaptive,0.01,100,sgd,0.7617051013277429
1232,identity,0.0001,"(100,)",adaptive,0.01,100,sgd,0.7617051013277429
1233,identity,0.1,"(100,)",constant,0.01,100,sgd,0.7617051013277429
1234,relu,0.1,"(100,)",adaptive,0.001,100,adam,0.7617051013277429
1235,relu,0.1,"(100,)",constant,0.001,100,adam,0.7617051013277429
1236,identity,0.001,"(100,)",adaptive,0.01,100,sgd,0.7617051013277429
1237,identity,0.0001,"(100,)",constant,0.01,100,sgd,0.7617051013277429
1238,relu,0.1,"(100,)",invscaling,0.001,100,adam,0.7617051013277429
1239,identity,1e-05,"(100,)",adaptive,0.01,100,sgd,0.7617051013277429
1240,identity,1.0,"(100,)",constant,0.1,100,sgd,0.7617051013277429
1241,tanh,10.0,"(20,)",invscaling,1.0,200,lbfgs,0.7617051013277428
1242,relu,1e-05,"(100,)",adaptive,0.01,1000,sgd,0.7617051013277428
1243,relu,1e-05,"(100,)",constant,0.01,1000,sgd,0.7617051013277428
1244,tanh,0.0001,"(20,)",constant,0.01,200,sgd,0.7617051013277428
1245,tanh,10.0,"(20,)",invscaling,1.0,1000,lbfgs,0.7617051013277428
1246,tanh,10.0,"(20,)",constant,1.0,200,lbfgs,0.7617051013277428
1247,identity,0.01,"(20,)",constant,0.001,200,adam,0.7617051013277428
1248,tanh,1e-05,"(20,)",adaptive,0.01,200,sgd,0.7617051013277428
1249,identity,0.01,"(20,)",constant,0.01,100,sgd,0.7617051013277428
1250,tanh,10.0,"(20,)",invscaling,10.0,200,lbfgs,0.7617051013277428
1251,tanh,10.0,"(20,)",invscaling,10.0,1000,lbfgs,0.7617051013277428
1252,identity,0.001,"(20,)",constant,0.01,100,sgd,0.7617051013277428
1253,tanh,10.0,"(20,)",invscaling,0.01,1000,lbfgs,0.7617051013277428
1254,tanh,10.0,"(20,)",constant,1.0,1000,lbfgs,0.7617051013277428
1255,tanh,10.0,"(20,)",invscaling,0.001,200,lbfgs,0.7617051013277428
1256,identity,1e-05,"(20,)",constant,0.001,200,adam,0.7617051013277428
1257,tanh,10.0,"(20,)",constant,10.0,200,lbfgs,0.7617051013277428
1258,tanh,10.0,"(20,)",constant,10.0,1000,lbfgs,0.7617051013277428
1259,relu,0.0001,"(100,)",adaptive,0.01,1000,sgd,0.7617051013277428
1260,relu,0.01,"(100,)",adaptive,0.01,1000,sgd,0.7617051013277428
1261,tanh,0.0001,"(20,)",adaptive,0.01,200,sgd,0.7617051013277428
1262,tanh,0.1,"(100,)",adaptive,0.01,1000,sgd,0.7617051013277428
1263,tanh,10.0,"(20,)",invscaling,0.0001,200,lbfgs,0.7617051013277428
1264,tanh,10.0,"(20,)",invscaling,0.0001,1000,lbfgs,0.7617051013277428
1265,tanh,0.001,"(20,)",constant,0.01,200,sgd,0.7617051013277428
1266,tanh,10.0,"(20,)",invscaling,0.1,1000,lbfgs,0.7617051013277428
1267,tanh,10.0,"(20,)",invscaling,0.001,1000,lbfgs,0.7617051013277428
1268,identity,0.001,"(20,)",constant,0.001,200,adam,0.7617051013277428
1269,identity,0.0001,"(20,)",invscaling,0.001,200,adam,0.7617051013277428
1270,tanh,10.0,"(20,)",invscaling,0.01,200,lbfgs,0.7617051013277428
1271,tanh,10.0,"(20,)",constant,0.0001,1000,lbfgs,0.7617051013277428
1272,identity,0.0001,"(20,)",adaptive,0.001,200,adam,0.7617051013277428
1273,tanh,10.0,"(20,)",constant,0.0001,200,lbfgs,0.7617051013277428
1274,identity,0.0001,"(20,)",adaptive,0.01,100,sgd,0.7617051013277428
1275,tanh,10.0,"(20,)",invscaling,0.1,200,lbfgs,0.7617051013277428
1276,relu,0.0001,"(100,)",constant,0.01,1000,sgd,0.7617051013277428
1277,tanh,10.0,"(20,)",adaptive,0.01,200,lbfgs,0.7617051013277428
1278,tanh,10.0,"(20,)",adaptive,0.0001,200,lbfgs,0.7617051013277428
1279,tanh,10.0,"(20,)",constant,0.001,200,lbfgs,0.7617051013277428
1280,identity,1e-05,"(20,)",invscaling,0.001,200,adam,0.7617051013277428
1281,tanh,0.01,"(20,)",constant,0.01,200,sgd,0.7617051013277428
1282,tanh,0.1,"(20,)",adaptive,0.01,200,sgd,0.7617051013277428
1283,identity,0.01,"(20,)",invscaling,0.001,200,adam,0.7617051013277428
1284,tanh,10.0,"(20,)",constant,0.001,1000,lbfgs,0.7617051013277428
1285,relu,0.001,"(100,)",constant,0.01,1000,sgd,0.7617051013277428
1286,identity,1e-05,"(20,)",constant,0.01,100,sgd,0.7617051013277428
1287,tanh,10.0,"(20,)",constant,0.01,200,lbfgs,0.7617051013277428
1288,tanh,0.1,"(100,)",constant,0.01,1000,sgd,0.7617051013277428
1289,identity,0.01,"(20,)",adaptive,0.01,100,sgd,0.7617051013277428
1290,tanh,10.0,"(20,)",constant,0.01,1000,lbfgs,0.7617051013277428
1291,identity,0.01,"(20,)",adaptive,0.001,200,adam,0.7617051013277428
1292,tanh,0.1,"(20,)",constant,0.01,200,sgd,0.7617051013277428
1293,tanh,0.01,"(20,)",adaptive,0.01,200,sgd,0.7617051013277428
1294,identity,1e-05,"(20,)",adaptive,0.01,100,sgd,0.7617051013277428
