,C,coef0,decision_function_shape,gamma,kernel,Accuracy
913,3.0,1.0,ovr,0.5,rbf,0.6565775681341719
914,7.0,3.0,ovo,0.5,poly,0.6565775681341719
915,4.0,2.0,ovr,0.5,poly,0.6565775681341719
916,3.0,3.0,ovo,0.5,rbf,0.6565775681341719
917,5.0,2.0,ovo,0.5,poly,0.6565775681341719
918,4.0,1.0,ovr,0.5,rbf,0.6565775681341719
919,3.0,3.0,ovr,0.5,rbf,0.6565775681341719
920,3.0,1.0,ovo,0.5,rbf,0.6565775681341719
921,2.0,2.0,ovr,0.5,poly,0.6565775681341719
922,5.0,2.0,ovr,0.5,poly,0.6565775681341719
923,4.0,2.0,ovo,0.5,poly,0.6565775681341719
924,3.0,0.0,ovr,0.5,rbf,0.6565775681341719
925,4.0,0.0,ovr,0.5,rbf,0.6565775681341719
926,3.0,0.0,ovo,0.5,rbf,0.6565775681341719
927,4.0,2.0,ovo,0.5,rbf,0.6565775681341719
928,2.0,3.0,ovo,0.5,poly,0.656533892382949
929,2.0,3.0,ovr,0.5,poly,0.656533892382949
930,2.0,3.0,ovo,1.0,poly,0.656533892382949
931,2.0,3.0,ovr,1.0,poly,0.656533892382949
932,4.0,3.0,ovo,0.5,poly,0.6564902166317261
933,4.0,3.0,ovr,0.5,poly,0.6564902166317261
934,2.0,0.0,ovo,3.0,poly,0.6564465408805031
935,6.0,0.0,ovo,1.0,poly,0.6564465408805031
936,5.0,0.0,ovr,3.0,poly,0.6564465408805031
937,8.0,0.0,ovr,3.0,poly,0.6564465408805031
938,5.0,0.0,ovr,1.0,poly,0.6564465408805031
939,3.0,0.0,ovo,3.0,poly,0.6564465408805031
940,3.0,0.0,ovr,3.0,poly,0.6564465408805031
941,7.0,0.0,ovr,3.0,poly,0.6564465408805031
942,7.0,0.0,ovr,1.0,poly,0.6564465408805031
943,7.0,0.0,ovo,3.0,poly,0.6564465408805031
944,7.0,0.0,ovo,1.0,poly,0.6564465408805031
945,1.0,0.0,ovo,3.0,poly,0.6564465408805031
946,4.0,0.0,ovo,3.0,poly,0.6564465408805031
947,4.0,0.0,ovr,3.0,poly,0.6564465408805031
948,1.0,0.0,ovr,3.0,poly,0.6564465408805031
949,5.0,0.0,ovo,1.0,poly,0.6564465408805031
950,5.0,0.0,ovo,3.0,poly,0.6564465408805031
951,8.0,0.0,ovr,1.0,poly,0.6564465408805031
952,6.0,0.0,ovo,3.0,poly,0.6564465408805031
953,6.0,0.0,ovr,3.0,poly,0.6564465408805031
954,6.0,0.0,ovr,1.0,poly,0.6564465408805031
955,8.0,0.0,ovo,1.0,poly,0.6564465408805031
956,8.0,0.0,ovo,3.0,poly,0.6564465408805031
957,2.0,0.0,ovr,3.0,poly,0.6564465408805031
958,5.0,0.0,ovr,0.5,rbf,0.654262753319357
959,6.0,0.0,ovo,0.5,rbf,0.654262753319357
960,5.0,2.0,ovr,0.5,rbf,0.654262753319357
961,3.0,2.0,ovo,0.5,poly,0.654262753319357
962,5.0,2.0,ovo,0.5,rbf,0.654262753319357
963,3.0,2.0,ovr,0.5,poly,0.654262753319357
964,6.0,1.0,ovo,0.5,rbf,0.654262753319357
965,6.0,0.0,ovr,0.5,rbf,0.654262753319357
966,6.0,3.0,ovr,0.5,rbf,0.654262753319357
967,6.0,3.0,ovo,0.5,rbf,0.654262753319357
968,6.0,2.0,ovr,0.5,rbf,0.654262753319357
969,6.0,2.0,ovo,0.5,rbf,0.654262753319357
970,5.0,0.0,ovo,0.5,rbf,0.654262753319357
971,5.0,3.0,ovo,0.5,rbf,0.654262753319357
972,5.0,1.0,ovo,0.5,rbf,0.654262753319357
973,5.0,3.0,ovr,0.5,rbf,0.654262753319357
974,6.0,1.0,ovr,0.5,rbf,0.654262753319357
975,5.0,1.0,ovr,0.5,rbf,0.654262753319357
976,6.0,1.0,ovr,3.0,poly,0.6541754018169113
977,7.0,1.0,ovr,3.0,poly,0.6541754018169113
978,6.0,1.0,ovo,3.0,poly,0.6541754018169113
979,7.0,1.0,ovo,3.0,poly,0.6541754018169113
980,4.0,1.0,ovr,3.0,poly,0.6541754018169113
981,5.0,1.0,ovo,3.0,poly,0.6541754018169113
982,1.0,1.0,ovr,3.0,poly,0.6541754018169113
983,2.0,1.0,ovo,3.0,poly,0.6541754018169113
984,4.0,0.0,ovr,1.0,poly,0.6541754018169113
985,3.0,1.0,ovo,3.0,poly,0.6541754018169113
986,8.0,1.0,ovr,3.0,poly,0.6541754018169113
987,8.0,1.0,ovo,3.0,poly,0.6541754018169113
988,5.0,1.0,ovr,3.0,poly,0.6541754018169113
989,4.0,1.0,ovo,3.0,poly,0.6541754018169113
990,1.0,1.0,ovo,3.0,poly,0.6541754018169113
991,3.0,1.0,ovr,3.0,poly,0.6541754018169113
992,2.0,1.0,ovr,3.0,poly,0.6541754018169113
993,4.0,0.0,ovo,1.0,poly,0.6541754018169113
994,3.0,3.0,ovo,0.5,poly,0.6518605870020964
995,3.0,3.0,ovr,0.5,poly,0.6518605870020964
996,8.0,3.0,ovr,0.1,sigmoid,0.6518169112508735
997,8.0,3.0,ovo,0.1,sigmoid,0.6518169112508735
998,1.0,1.0,ovo,0.5,poly,0.6517732354996506
999,1.0,1.0,ovr,0.5,poly,0.6517732354996506
1000,8.0,2.0,ovr,0.5,rbf,0.6496331236897275
1001,8.0,0.0,ovo,0.5,rbf,0.6496331236897275
1002,8.0,3.0,ovo,0.5,rbf,0.6496331236897275
1003,8.0,1.0,ovo,0.5,rbf,0.6496331236897275
1004,7.0,2.0,ovr,0.5,rbf,0.6496331236897275
1005,7.0,0.0,ovr,0.5,rbf,0.6496331236897275
1006,7.0,1.0,ovr,0.5,rbf,0.6496331236897275
1007,8.0,1.0,ovr,0.5,rbf,0.6496331236897275
1008,8.0,0.0,ovr,0.5,rbf,0.6496331236897275
1009,7.0,1.0,ovo,0.5,rbf,0.6496331236897275
1010,7.0,0.0,ovo,0.5,rbf,0.6496331236897275
1011,8.0,2.0,ovo,0.5,rbf,0.6496331236897275
1012,7.0,2.0,ovo,0.5,rbf,0.6496331236897275
1013,7.0,3.0,ovr,0.5,rbf,0.6496331236897275
1014,7.0,3.0,ovo,0.5,rbf,0.6496331236897275
1015,8.0,3.0,ovr,0.5,rbf,0.6496331236897275
1016,1.0,2.0,ovr,0.5,poly,0.6495020964360587
1017,3.0,1.0,ovr,1.0,poly,0.6495020964360587
1018,3.0,1.0,ovo,1.0,poly,0.6495020964360587
1019,1.0,2.0,ovo,0.5,poly,0.6495020964360587
1020,2.0,1.0,ovr,0.5,poly,0.6471872816212438
1021,1.0,3.0,ovr,1.0,rbf,0.6471872816212438
1022,1.0,2.0,ovo,1.0,rbf,0.6471872816212438
1023,1.0,1.0,ovo,1.0,rbf,0.6471872816212438
1024,1.0,1.0,ovr,1.0,rbf,0.6471872816212438
1025,1.0,2.0,ovr,1.0,rbf,0.6471872816212438
1026,1.0,0.0,ovr,1.0,rbf,0.6471872816212438
1027,1.0,3.0,ovo,1.0,rbf,0.6471872816212438
1028,2.0,1.0,ovo,0.5,poly,0.6471872816212438
1029,1.0,0.0,ovo,1.0,rbf,0.6471872816212438
1030,1.0,0.0,ovo,0.5,poly,0.647143605870021
1031,1.0,0.0,ovr,0.5,poly,0.647143605870021
1032,4.0,0.0,ovr,0.01,poly,0.6470999301187981
1033,4.0,0.0,ovo,0.01,poly,0.6470999301187981
1034,3.0,1.0,ovr,0.5,poly,0.6448724668064291
1035,3.0,1.0,ovo,0.5,poly,0.6448724668064291
1036,1.0,2.0,ovo,1.0,poly,0.644872466806429
1037,2.0,1.0,ovr,1.0,poly,0.644872466806429
1038,1.0,2.0,ovr,1.0,poly,0.644872466806429
1039,2.0,1.0,ovo,1.0,poly,0.644872466806429
1040,8.0,1.0,ovo,0.5,poly,0.644872466806429
1041,8.0,1.0,ovr,0.5,poly,0.644872466806429
1042,3.0,0.0,ovr,1.0,poly,0.6448287910552062
1043,3.0,0.0,ovo,1.0,poly,0.6448287910552062
1044,2.0,2.0,ovo,1.0,poly,0.6447851153039832
1045,7.0,2.0,ovo,1.0,poly,0.6447851153039832
1046,5.0,2.0,ovo,1.0,poly,0.6447851153039832
1047,6.0,2.0,ovo,1.0,poly,0.6447851153039832
1048,8.0,2.0,ovr,1.0,poly,0.6447851153039832
1049,7.0,3.0,ovo,0.1,sigmoid,0.6447851153039832
1050,4.0,2.0,ovo,1.0,poly,0.6447851153039832
1051,3.0,2.0,ovo,1.0,poly,0.6447851153039832
1052,6.0,2.0,ovr,1.0,poly,0.6447851153039832
1053,8.0,2.0,ovo,1.0,poly,0.6447851153039832
1054,7.0,3.0,ovr,0.1,sigmoid,0.6447851153039832
1055,5.0,2.0,ovr,1.0,poly,0.6447851153039832
1056,4.0,2.0,ovr,1.0,poly,0.6447851153039832
1057,7.0,2.0,ovr,1.0,poly,0.6447851153039832
1058,2.0,2.0,ovr,1.0,poly,0.6447851153039832
1059,3.0,2.0,ovr,1.0,poly,0.6447851153039832
1060,4.0,0.0,ovr,0.5,poly,0.6425576519916142
1061,5.0,0.0,ovo,0.5,poly,0.6425576519916142
1062,4.0,0.0,ovo,0.5,poly,0.6425576519916142
1063,5.0,0.0,ovr,0.5,poly,0.6425576519916142
1064,5.0,1.0,ovr,0.5,poly,0.6425139762403913
1065,5.0,1.0,ovo,0.5,poly,0.6425139762403913
1066,6.0,1.0,ovr,0.5,poly,0.6425139762403913
1067,6.0,1.0,ovo,0.5,poly,0.6425139762403913
1068,2.0,0.0,ovr,0.1,sigmoid,0.6422955974842768
1069,2.0,0.0,ovo,0.1,sigmoid,0.6422955974842768
1070,1.0,1.0,ovo,1.0,poly,0.6403301886792453
1071,1.0,1.0,ovr,1.0,poly,0.6403301886792453
1072,3.0,0.0,ovo,0.5,poly,0.6402428371767994
1073,3.0,0.0,ovr,0.5,poly,0.6402428371767994
1074,7.0,1.0,ovr,0.5,poly,0.6401991614255764
1075,6.0,0.0,ovo,0.5,poly,0.6401991614255764
1076,4.0,1.0,ovr,0.5,poly,0.6401991614255764
1077,4.0,1.0,ovo,0.5,poly,0.6401991614255764
1078,7.0,1.0,ovo,0.5,poly,0.6401991614255764
1079,6.0,0.0,ovr,0.5,poly,0.6401991614255764
1080,1.0,1.0,ovr,0.1,sigmoid,0.6399807826694619
1081,1.0,1.0,ovo,0.1,sigmoid,0.6399807826694619
1082,7.0,0.0,ovo,0.5,poly,0.6378843466107618
1083,7.0,0.0,ovr,0.5,poly,0.6378843466107618
1084,2.0,2.0,ovr,1.0,rbf,0.6378406708595388
1085,2.0,0.0,ovr,1.0,rbf,0.6378406708595388
1086,2.0,1.0,ovo,1.0,rbf,0.6378406708595388
1087,2.0,3.0,ovo,1.0,rbf,0.6378406708595388
1088,2.0,3.0,ovr,1.0,rbf,0.6378406708595388
1089,2.0,1.0,ovr,1.0,rbf,0.6378406708595388
1090,2.0,2.0,ovo,1.0,rbf,0.6378406708595388
1091,2.0,0.0,ovo,1.0,rbf,0.6378406708595388
1092,1.0,0.0,ovr,1.0,poly,0.6355695317959469
1093,8.0,0.0,ovo,0.5,poly,0.6355695317959469
1094,8.0,0.0,ovr,0.5,poly,0.6355695317959469
1095,1.0,0.0,ovo,1.0,poly,0.6355695317959469
1096,3.0,1.0,ovo,1.0,rbf,0.635525856044724
1097,6.0,1.0,ovr,1.0,rbf,0.635525856044724
1098,4.0,1.0,ovo,1.0,rbf,0.635525856044724
1099,8.0,0.0,ovr,1.0,rbf,0.635525856044724
1100,8.0,2.0,ovr,1.0,rbf,0.635525856044724
1101,8.0,1.0,ovo,1.0,rbf,0.635525856044724
1102,4.0,3.0,ovo,1.0,rbf,0.635525856044724
1103,5.0,3.0,ovo,1.0,rbf,0.635525856044724
1104,4.0,0.0,ovr,1.0,rbf,0.635525856044724
1105,8.0,3.0,ovr,1.0,rbf,0.635525856044724
1106,3.0,2.0,ovo,1.0,rbf,0.635525856044724
1107,8.0,2.0,ovo,1.0,rbf,0.635525856044724
1108,6.0,3.0,ovo,1.0,rbf,0.635525856044724
1109,5.0,3.0,ovr,1.0,rbf,0.635525856044724
1110,6.0,2.0,ovo,1.0,rbf,0.635525856044724
1111,6.0,3.0,ovr,0.1,sigmoid,0.635525856044724
1112,5.0,0.0,ovr,1.0,rbf,0.635525856044724
1113,7.0,3.0,ovo,1.0,rbf,0.635525856044724
1114,3.0,3.0,ovo,1.0,rbf,0.635525856044724
1115,3.0,1.0,ovr,1.0,rbf,0.635525856044724
1116,4.0,0.0,ovo,1.0,rbf,0.635525856044724
1117,7.0,1.0,ovo,1.0,rbf,0.635525856044724
1118,6.0,3.0,ovr,1.0,rbf,0.635525856044724
1119,6.0,0.0,ovr,1.0,rbf,0.635525856044724
1120,3.0,0.0,ovr,1.0,rbf,0.635525856044724
1121,8.0,1.0,ovr,1.0,rbf,0.635525856044724
1122,8.0,3.0,ovo,1.0,rbf,0.635525856044724
1123,3.0,3.0,ovr,1.0,rbf,0.635525856044724
1124,8.0,0.0,ovo,1.0,rbf,0.635525856044724
1125,6.0,2.0,ovr,1.0,rbf,0.635525856044724
1126,4.0,2.0,ovr,1.0,rbf,0.635525856044724
1127,6.0,0.0,ovo,1.0,rbf,0.635525856044724
1128,4.0,2.0,ovo,1.0,rbf,0.635525856044724
1129,7.0,2.0,ovr,1.0,rbf,0.635525856044724
1130,6.0,1.0,ovo,1.0,rbf,0.635525856044724
1131,5.0,1.0,ovr,1.0,rbf,0.635525856044724
1132,5.0,0.0,ovo,1.0,rbf,0.635525856044724
1133,7.0,2.0,ovo,1.0,rbf,0.635525856044724
1134,4.0,3.0,ovr,1.0,rbf,0.635525856044724
1135,3.0,2.0,ovr,1.0,rbf,0.635525856044724
1136,7.0,0.0,ovr,1.0,rbf,0.635525856044724
1137,5.0,2.0,ovo,1.0,rbf,0.635525856044724
1138,3.0,0.0,ovo,1.0,rbf,0.635525856044724
1139,4.0,1.0,ovr,1.0,rbf,0.635525856044724
1140,5.0,2.0,ovr,1.0,rbf,0.635525856044724
1141,6.0,3.0,ovo,0.1,sigmoid,0.635525856044724
1142,7.0,1.0,ovr,1.0,rbf,0.635525856044724
1143,5.0,1.0,ovo,1.0,rbf,0.635525856044724
1144,7.0,0.0,ovo,1.0,rbf,0.635525856044724
1145,7.0,3.0,ovr,1.0,rbf,0.635525856044724
1146,2.0,3.0,ovr,3.0,rbf,0.6354821802935011
1147,3.0,3.0,ovo,3.0,rbf,0.6354821802935011
1148,1.0,2.0,ovo,3.0,rbf,0.6354821802935011
1149,1.0,0.0,ovo,3.0,rbf,0.6354821802935011
1150,3.0,2.0,ovr,3.0,rbf,0.6354821802935011
1151,1.0,3.0,ovr,3.0,rbf,0.6354821802935011
1152,3.0,2.0,ovo,3.0,rbf,0.6354821802935011
1153,3.0,1.0,ovo,3.0,rbf,0.6354821802935011
1154,3.0,0.0,ovr,3.0,rbf,0.6354821802935011
1155,3.0,1.0,ovr,3.0,rbf,0.6354821802935011
1156,4.0,2.0,ovo,3.0,rbf,0.6354821802935011
1157,3.0,3.0,ovr,3.0,rbf,0.6354821802935011
1158,4.0,2.0,ovr,3.0,rbf,0.6354821802935011
1159,2.0,2.0,ovo,3.0,rbf,0.6354821802935011
1160,1.0,1.0,ovo,3.0,rbf,0.6354821802935011
1161,4.0,3.0,ovr,3.0,rbf,0.6354821802935011
1162,5.0,0.0,ovo,3.0,rbf,0.6354821802935011
1163,2.0,1.0,ovr,3.0,rbf,0.6354821802935011
1164,1.0,3.0,ovo,3.0,rbf,0.6354821802935011
1165,5.0,0.0,ovr,3.0,rbf,0.6354821802935011
1166,5.0,1.0,ovo,3.0,rbf,0.6354821802935011
1167,2.0,1.0,ovo,3.0,rbf,0.6354821802935011
1168,5.0,1.0,ovr,3.0,rbf,0.6354821802935011
1169,1.0,1.0,ovr,3.0,rbf,0.6354821802935011
1170,5.0,2.0,ovo,3.0,rbf,0.6354821802935011
1171,5.0,2.0,ovr,3.0,rbf,0.6354821802935011
1172,2.0,0.0,ovr,3.0,rbf,0.6354821802935011
1173,5.0,3.0,ovo,3.0,rbf,0.6354821802935011
1174,5.0,3.0,ovr,3.0,rbf,0.6354821802935011
1175,2.0,0.0,ovo,3.0,rbf,0.6354821802935011
1176,4.0,3.0,ovo,3.0,rbf,0.6354821802935011
1177,3.0,0.0,ovo,3.0,rbf,0.6354821802935011
1178,4.0,1.0,ovr,3.0,rbf,0.6354821802935011
1179,2.0,2.0,ovr,3.0,rbf,0.6354821802935011
1180,4.0,0.0,ovr,3.0,rbf,0.6354821802935011
1181,4.0,1.0,ovo,3.0,rbf,0.6354821802935011
1182,1.0,2.0,ovr,3.0,rbf,0.6354821802935011
1183,1.0,0.0,ovr,3.0,rbf,0.6354821802935011
1184,2.0,3.0,ovo,3.0,rbf,0.6354821802935011
1185,4.0,0.0,ovo,3.0,rbf,0.6354821802935011
1186,2.0,0.0,ovr,1.0,poly,0.6332110412299092
1187,2.0,0.0,ovo,1.0,poly,0.6332110412299092
1188,2.0,0.0,ovr,0.5,poly,0.6331236897274632
1189,8.0,2.0,ovo,3.0,rbf,0.6331236897274632
1190,7.0,3.0,ovo,3.0,rbf,0.6331236897274632
1191,6.0,1.0,ovo,3.0,rbf,0.6331236897274632
1192,8.0,2.0,ovr,3.0,rbf,0.6331236897274632
1193,6.0,0.0,ovr,3.0,rbf,0.6331236897274632
1194,7.0,1.0,ovo,3.0,rbf,0.6331236897274632
1195,8.0,3.0,ovr,3.0,rbf,0.6331236897274632
1196,7.0,2.0,ovr,3.0,rbf,0.6331236897274632
1197,7.0,3.0,ovr,3.0,rbf,0.6331236897274632
1198,7.0,1.0,ovr,3.0,rbf,0.6331236897274632
1199,6.0,0.0,ovo,3.0,rbf,0.6331236897274632
1200,8.0,1.0,ovo,3.0,rbf,0.6331236897274632
1201,7.0,0.0,ovo,3.0,rbf,0.6331236897274632
1202,6.0,3.0,ovr,3.0,rbf,0.6331236897274632
1203,2.0,0.0,ovo,0.5,poly,0.6331236897274632
1204,6.0,2.0,ovo,3.0,rbf,0.6331236897274632
1205,7.0,2.0,ovo,3.0,rbf,0.6331236897274632
1206,6.0,2.0,ovr,3.0,rbf,0.6331236897274632
1207,8.0,3.0,ovo,3.0,rbf,0.6331236897274632
1208,7.0,0.0,ovr,3.0,rbf,0.6331236897274632
1209,8.0,0.0,ovr,3.0,rbf,0.6331236897274632
1210,8.0,1.0,ovr,3.0,rbf,0.6331236897274632
1211,6.0,1.0,ovr,3.0,rbf,0.6331236897274632
1212,8.0,0.0,ovo,3.0,rbf,0.6331236897274632
1213,6.0,3.0,ovo,3.0,rbf,0.6331236897274632
1214,3.0,0.0,ovr,0.1,sigmoid,0.6308088749126485
1215,3.0,0.0,ovo,0.1,sigmoid,0.6308088749126485
1216,4.0,3.0,ovr,0.1,sigmoid,0.6285377358490566
1217,4.0,3.0,ovo,0.1,sigmoid,0.6285377358490566
1218,4.0,0.0,ovr,0.1,sigmoid,0.6284940600978336
1219,4.0,0.0,ovo,0.1,sigmoid,0.6284940600978336
1220,6.0,0.0,ovo,0.1,sigmoid,0.6282320055904962
1221,6.0,0.0,ovr,0.1,sigmoid,0.6282320055904962
1222,3.0,3.0,ovr,0.1,sigmoid,0.6261792452830188
1223,3.0,3.0,ovo,0.1,sigmoid,0.6261792452830188
1224,5.0,3.0,ovr,0.1,sigmoid,0.623864430468204
1225,5.0,3.0,ovo,0.1,sigmoid,0.623864430468204
1226,3.0,0.0,ovr,0.01,poly,0.6237770789657582
1227,3.0,0.0,ovo,0.01,poly,0.6237770789657582
1228,3.0,2.0,ovo,0.1,sigmoid,0.6167452830188679
1229,3.0,2.0,ovr,0.1,sigmoid,0.6167452830188679
1230,5.0,0.0,ovo,0.1,sigmoid,0.6143431167016074
1231,5.0,0.0,ovr,0.1,sigmoid,0.6143431167016074
1232,2.0,1.0,ovo,0.1,sigmoid,0.612246680642907
1233,2.0,1.0,ovr,0.1,sigmoid,0.612246680642907
1234,2.0,0.0,ovo,0.01,poly,0.6098008385744235
1235,2.0,0.0,ovr,0.01,poly,0.6098008385744235
1236,8.0,0.0,ovo,0.1,sigmoid,0.6049091544374563
1237,8.0,0.0,ovr,0.1,sigmoid,0.6049091544374563
1238,7.0,2.0,ovo,0.1,sigmoid,0.6030747728860937
1239,3.0,1.0,ovo,0.1,sigmoid,0.6030747728860937
1240,7.0,2.0,ovr,0.1,sigmoid,0.6030747728860937
1241,3.0,1.0,ovr,0.1,sigmoid,0.6030747728860937
1242,5.0,1.0,ovo,0.1,sigmoid,0.6030747728860937
1243,5.0,1.0,ovr,0.1,sigmoid,0.6030747728860937
1244,2.0,3.0,ovo,0.1,sigmoid,0.6028563941299789
1245,2.0,3.0,ovr,0.1,sigmoid,0.6028563941299789
1246,6.0,2.0,ovr,0.1,sigmoid,0.6008036338225018
1247,6.0,2.0,ovo,0.1,sigmoid,0.6008036338225018
1248,4.0,1.0,ovr,0.1,sigmoid,0.60062893081761
1249,4.0,1.0,ovo,0.1,sigmoid,0.60062893081761
1250,1.0,1.0,ovr,1.0,sigmoid,0.6002358490566038
1251,1.0,1.0,ovo,1.0,sigmoid,0.6002358490566038
1252,7.0,1.0,ovr,0.1,sigmoid,0.5983577917540182
1253,7.0,1.0,ovo,0.1,sigmoid,0.5983577917540182
1254,5.0,2.0,ovo,0.1,sigmoid,0.5983141160027953
1255,5.0,2.0,ovr,0.1,sigmoid,0.5983141160027953
1256,2.0,2.0,ovo,0.01,sigmoid,0.5958245981830887
1257,2.0,2.0,ovr,0.01,sigmoid,0.5958245981830887
1258,3.0,1.0,ovo,0.001,sigmoid,0.5958245981830887
1259,3.0,1.0,ovr,0.001,sigmoid,0.5958245981830887
1260,7.0,0.0,ovr,0.1,sigmoid,0.59569357092942
1261,7.0,0.0,ovo,0.1,sigmoid,0.59569357092942
1262,1.0,0.0,ovr,1.0,sigmoid,0.5955625436757512
1263,1.0,0.0,ovo,1.0,sigmoid,0.5955625436757512
1264,8.0,2.0,ovo,0.1,sigmoid,0.5938155136268344
1265,8.0,2.0,ovr,0.1,sigmoid,0.5938155136268344
1266,8.0,1.0,ovo,0.1,sigmoid,0.5936844863731656
1267,8.0,1.0,ovr,0.1,sigmoid,0.5936844863731656
1268,1.0,0.0,ovo,0.01,poly,0.5935534591194969
1269,1.0,0.0,ovr,0.01,poly,0.5935534591194969
1270,4.0,2.0,ovr,0.1,sigmoid,0.5911512928022362
1271,4.0,2.0,ovo,0.1,sigmoid,0.5911512928022362
1272,6.0,1.0,ovr,0.1,sigmoid,0.5890548567435361
1273,6.0,1.0,ovo,0.1,sigmoid,0.5890548567435361
1274,1.0,0.0,ovr,3.0,sigmoid,0.5888801537386443
1275,1.0,0.0,ovo,3.0,sigmoid,0.5888801537386443
1276,4.0,1.0,ovo,0.5,sigmoid,0.5888364779874213
1277,4.0,1.0,ovr,0.5,sigmoid,0.5888364779874213
1278,1.0,1.0,ovr,0.5,sigmoid,0.5887928022361985
1279,1.0,1.0,ovo,0.5,sigmoid,0.5887928022361985
1280,5.0,1.0,ovo,0.5,sigmoid,0.5887491264849756
1281,5.0,1.0,ovr,0.5,sigmoid,0.5887491264849756
1282,3.0,0.0,ovr,3.0,sigmoid,0.5842068483577918
1283,3.0,0.0,ovo,3.0,sigmoid,0.5842068483577918
1284,1.0,0.0,ovo,0.001,sigmoid,0.5841194968553459
1285,1.0,0.0,ovr,0.001,sigmoid,0.5841194968553459
1286,7.0,3.0,ovr,0.01,sigmoid,0.5841194968553458
1287,2.0,2.0,ovr,0.001,sigmoid,0.5841194968553458
1288,2.0,1.0,ovo,0.001,sigmoid,0.5841194968553458
1289,2.0,3.0,ovr,0.01,sigmoid,0.5841194968553458
1290,4.0,0.0,ovr,0.001,poly,0.5841194968553458
1291,2.0,3.0,ovr,0.001,sigmoid,0.5841194968553458
1292,5.0,3.0,ovo,0.001,sigmoid,0.5841194968553458
1293,5.0,3.0,ovr,0.01,sigmoid,0.5841194968553458
1294,7.0,3.0,ovr,0.001,sigmoid,0.5841194968553458
1295,5.0,3.0,ovo,0.01,sigmoid,0.5841194968553458
1296,5.0,3.0,ovr,0.001,sigmoid,0.5841194968553458
1297,4.0,2.0,ovr,0.001,sigmoid,0.5841194968553458
1298,1.0,2.0,ovo,0.01,sigmoid,0.5841194968553458
1299,8.0,0.0,ovo,0.001,poly,0.5841194968553458
1300,4.0,2.0,ovo,0.001,sigmoid,0.5841194968553458
1301,2.0,3.0,ovo,0.001,sigmoid,0.5841194968553458
1302,1.0,0.0,ovo,0.001,poly,0.5841194968553458
1303,5.0,0.0,ovo,0.001,poly,0.5841194968553458
1304,1.0,1.0,ovr,0.001,sigmoid,0.5841194968553458
1305,2.0,3.0,ovo,0.01,sigmoid,0.5841194968553458
1306,4.0,3.0,ovr,0.01,sigmoid,0.5841194968553458
1307,2.0,2.0,ovo,0.001,sigmoid,0.5841194968553458
1308,5.0,0.0,ovr,0.001,poly,0.5841194968553458
1309,1.0,1.0,ovo,0.001,sigmoid,0.5841194968553458
1310,8.0,0.0,ovr,0.001,poly,0.5841194968553458
1311,2.0,1.0,ovr,0.001,sigmoid,0.5841194968553458
1312,4.0,3.0,ovr,0.001,sigmoid,0.5841194968553458
1313,5.0,2.0,ovo,0.001,sigmoid,0.5841194968553458
1314,8.0,2.0,ovo,0.001,sigmoid,0.5841194968553458
1315,5.0,2.0,ovr,0.001,sigmoid,0.5841194968553458
1316,1.0,2.0,ovo,0.001,sigmoid,0.5841194968553458
1317,8.0,2.0,ovr,0.001,sigmoid,0.5841194968553458
1318,4.0,3.0,ovo,0.01,sigmoid,0.5841194968553458
1319,6.0,2.0,ovr,0.001,sigmoid,0.5841194968553458
1320,6.0,3.0,ovo,0.001,sigmoid,0.5841194968553458
1321,1.0,2.0,ovr,0.001,sigmoid,0.5841194968553458
1322,1.0,2.0,ovr,0.01,sigmoid,0.5841194968553458
1323,1.0,0.0,ovr,0.001,poly,0.5841194968553458
1324,8.0,3.0,ovr,0.001,sigmoid,0.5841194968553458
1325,6.0,3.0,ovo,0.01,sigmoid,0.5841194968553458
1326,3.0,3.0,ovo,0.01,sigmoid,0.5841194968553458
1327,8.0,3.0,ovo,0.001,sigmoid,0.5841194968553458
1328,3.0,3.0,ovo,0.001,sigmoid,0.5841194968553458
1329,7.0,2.0,ovr,0.001,sigmoid,0.5841194968553458
1330,3.0,2.0,ovo,0.001,sigmoid,0.5841194968553458
1331,4.0,3.0,ovo,0.001,sigmoid,0.5841194968553458
1332,3.0,0.0,ovo,0.001,poly,0.5841194968553458
1333,6.0,2.0,ovo,0.001,sigmoid,0.5841194968553458
1334,8.0,3.0,ovo,0.01,sigmoid,0.5841194968553458
1335,3.0,2.0,ovr,0.001,sigmoid,0.5841194968553458
1336,1.0,3.0,ovr,0.01,sigmoid,0.5841194968553458
1337,7.0,3.0,ovo,0.001,sigmoid,0.5841194968553458
1338,8.0,3.0,ovr,0.01,sigmoid,0.5841194968553458
1339,6.0,3.0,ovr,0.001,sigmoid,0.5841194968553458
1340,3.0,0.0,ovr,0.001,poly,0.5841194968553458
1341,7.0,0.0,ovr,0.001,poly,0.5841194968553458
1342,4.0,0.0,ovo,0.001,poly,0.5841194968553458
1343,6.0,0.0,ovo,0.001,poly,0.5841194968553458
1344,2.0,0.0,ovr,0.001,poly,0.5841194968553458
1345,2.0,0.0,ovo,0.001,poly,0.5841194968553458
1346,1.0,3.0,ovo,0.01,sigmoid,0.5841194968553458
1347,1.0,3.0,ovr,0.001,sigmoid,0.5841194968553458
1348,3.0,3.0,ovr,0.01,sigmoid,0.5841194968553458
1349,6.0,0.0,ovr,0.001,poly,0.5841194968553458
1350,7.0,2.0,ovo,0.001,sigmoid,0.5841194968553458
