,C,coef0,decision_function_shape,gamma,kernel,Accuracy
456,7.0,3.0,ovo,0.01,poly,0.7686495457721874
457,7.0,0.0,ovo,0.01,sigmoid,0.7686495457721874
458,6.0,3.0,ovr,0.01,poly,0.7686058700209644
459,8.0,3.0,ovo,0.01,poly,0.7686058700209644
460,6.0,3.0,ovo,0.01,poly,0.7686058700209644
461,8.0,3.0,ovr,0.01,poly,0.7686058700209644
462,2.0,1.0,ovo,0.01,sigmoid,0.7685621942697415
463,8.0,0.0,ovo,0.01,sigmoid,0.7685621942697415
464,8.0,0.0,ovr,0.01,sigmoid,0.7685621942697415
465,4.0,1.0,ovo,0.01,sigmoid,0.7685621942697415
466,2.0,1.0,ovr,0.01,sigmoid,0.7685621942697415
467,4.0,1.0,ovr,0.01,sigmoid,0.7685621942697415
468,8.0,2.0,ovr,0.01,sigmoid,0.7664220824598184
469,8.0,2.0,ovo,0.01,sigmoid,0.7664220824598184
470,3.0,3.0,ovr,0.001,linear,0.7663784067085954
471,3.0,0.0,ovo,0.01,linear,0.7663784067085954
472,6.0,3.0,ovr,0.01,rbf,0.7663784067085954
473,3.0,2.0,ovr,0.01,linear,0.7663784067085954
474,3.0,2.0,ovr,0.001,linear,0.7663784067085954
475,3.0,1.0,ovo,0.5,linear,0.7663784067085954
476,3.0,0.0,ovr,3.0,linear,0.7663784067085954
477,3.0,2.0,ovr,0.1,linear,0.7663784067085954
478,6.0,3.0,ovo,0.01,rbf,0.7663784067085954
479,3.0,3.0,ovo,3.0,linear,0.7663784067085954
480,3.0,2.0,ovr,0.5,linear,0.7663784067085954
481,3.0,0.0,ovo,3.0,linear,0.7663784067085954
482,3.0,0.0,ovr,0.01,linear,0.7663784067085954
483,3.0,2.0,ovo,1.0,linear,0.7663784067085954
484,6.0,2.0,ovr,0.01,rbf,0.7663784067085954
485,3.0,2.0,ovr,1.0,linear,0.7663784067085954
486,3.0,3.0,ovo,0.5,linear,0.7663784067085954
487,3.0,1.0,ovo,0.1,linear,0.7663784067085954
488,3.0,0.0,ovo,0.5,linear,0.7663784067085954
489,3.0,2.0,ovr,3.0,linear,0.7663784067085954
490,3.0,3.0,ovo,1.0,linear,0.7663784067085954
491,3.0,0.0,ovo,1.0,linear,0.7663784067085954
492,3.0,3.0,ovo,0.001,linear,0.7663784067085954
493,3.0,1.0,ovo,0.001,linear,0.7663784067085954
494,3.0,0.0,ovo,0.001,linear,0.7663784067085954
495,3.0,3.0,ovo,0.01,linear,0.7663784067085954
496,3.0,1.0,ovo,0.01,linear,0.7663784067085954
497,6.0,1.0,ovo,0.01,rbf,0.7663784067085954
498,3.0,3.0,ovo,0.1,linear,0.7663784067085954
499,3.0,3.0,ovr,0.01,linear,0.7663784067085954
500,3.0,2.0,ovo,3.0,linear,0.7663784067085954
501,3.0,1.0,ovo,1.0,linear,0.7663784067085954
502,3.0,2.0,ovo,0.01,linear,0.7663784067085954
503,3.0,1.0,ovr,0.1,linear,0.7663784067085954
504,6.0,1.0,ovr,0.01,rbf,0.7663784067085954
505,3.0,3.0,ovr,3.0,linear,0.7663784067085954
506,3.0,1.0,ovr,0.01,linear,0.7663784067085954
507,3.0,1.0,ovr,0.5,linear,0.7663784067085954
508,3.0,0.0,ovr,0.1,linear,0.7663784067085954
509,3.0,1.0,ovr,1.0,linear,0.7663784067085954
510,3.0,1.0,ovr,0.001,linear,0.7663784067085954
511,3.0,1.0,ovr,3.0,linear,0.7663784067085954
512,6.0,0.0,ovr,0.01,rbf,0.7663784067085954
513,3.0,3.0,ovr,1.0,linear,0.7663784067085954
514,3.0,2.0,ovo,0.001,linear,0.7663784067085954
515,3.0,0.0,ovr,1.0,linear,0.7663784067085954
516,3.0,0.0,ovr,0.5,linear,0.7663784067085954
517,6.0,0.0,ovo,0.01,rbf,0.7663784067085954
518,3.0,3.0,ovr,0.5,linear,0.7663784067085954
519,3.0,2.0,ovo,0.5,linear,0.7663784067085954
520,3.0,2.0,ovo,0.1,linear,0.7663784067085954
521,3.0,1.0,ovo,3.0,linear,0.7663784067085954
522,3.0,0.0,ovr,0.001,linear,0.7663784067085954
523,6.0,2.0,ovo,0.01,rbf,0.7663784067085954
524,3.0,0.0,ovo,0.1,linear,0.7663784067085954
525,3.0,3.0,ovr,0.1,linear,0.7663784067085954
526,6.0,3.0,ovo,0.001,linear,0.7663347309573725
527,6.0,1.0,ovo,0.001,linear,0.7663347309573725
528,6.0,0.0,ovr,3.0,linear,0.7663347309573725
529,6.0,3.0,ovo,0.5,linear,0.7663347309573725
530,6.0,3.0,ovo,1.0,linear,0.7663347309573725
531,6.0,3.0,ovr,0.001,linear,0.7663347309573725
532,6.0,0.0,ovo,0.01,linear,0.7663347309573725
533,6.0,3.0,ovo,0.1,linear,0.7663347309573725
534,6.0,3.0,ovo,0.01,linear,0.7663347309573725
535,6.0,0.0,ovr,1.0,linear,0.7663347309573725
536,6.0,3.0,ovo,3.0,linear,0.7663347309573725
537,6.0,0.0,ovo,1.0,linear,0.7663347309573725
538,6.0,1.0,ovo,0.01,linear,0.7663347309573725
539,6.0,2.0,ovr,0.01,linear,0.7663347309573725
540,6.0,0.0,ovo,3.0,linear,0.7663347309573725
541,6.0,1.0,ovr,0.01,linear,0.7663347309573725
542,6.0,3.0,ovr,3.0,linear,0.7663347309573725
543,6.0,0.0,ovr,0.01,linear,0.7663347309573725
544,6.0,0.0,ovr,0.1,linear,0.7663347309573725
545,6.0,0.0,ovo,0.5,linear,0.7663347309573725
546,6.0,2.0,ovo,0.01,linear,0.7663347309573725
547,6.0,1.0,ovr,0.001,linear,0.7663347309573725
548,6.0,2.0,ovo,0.001,linear,0.7663347309573725
549,6.0,2.0,ovr,3.0,linear,0.7663347309573725
550,6.0,1.0,ovr,3.0,linear,0.7663347309573725
551,6.0,1.0,ovr,1.0,linear,0.7663347309573725
552,6.0,1.0,ovr,0.5,linear,0.7663347309573725
553,6.0,3.0,ovr,1.0,linear,0.7663347309573725
554,6.0,0.0,ovr,0.001,linear,0.7663347309573725
555,6.0,1.0,ovr,0.1,linear,0.7663347309573725
556,6.0,1.0,ovo,3.0,linear,0.7663347309573725
557,6.0,2.0,ovo,0.1,linear,0.7663347309573725
558,6.0,1.0,ovo,1.0,linear,0.7663347309573725
559,6.0,2.0,ovo,0.5,linear,0.7663347309573725
560,6.0,1.0,ovo,0.5,linear,0.7663347309573725
561,6.0,0.0,ovo,0.001,linear,0.7663347309573725
562,6.0,3.0,ovr,0.5,linear,0.7663347309573725
563,6.0,2.0,ovo,1.0,linear,0.7663347309573725
564,6.0,0.0,ovr,0.5,linear,0.7663347309573725
565,6.0,2.0,ovo,3.0,linear,0.7663347309573725
566,6.0,2.0,ovr,0.001,linear,0.7663347309573725
567,6.0,3.0,ovr,0.1,linear,0.7663347309573725
568,6.0,1.0,ovo,0.1,linear,0.7663347309573725
569,6.0,2.0,ovr,0.1,linear,0.7663347309573725
570,6.0,0.0,ovo,0.1,linear,0.7663347309573725
571,6.0,2.0,ovr,0.5,linear,0.7663347309573725
572,6.0,2.0,ovr,1.0,linear,0.7663347309573725
573,6.0,3.0,ovr,0.01,linear,0.7663347309573725
574,3.0,1.0,ovr,0.01,poly,0.7662910552061496
575,3.0,1.0,ovo,0.01,poly,0.7662910552061496
576,6.0,2.0,ovr,0.01,poly,0.7662910552061496
577,6.0,2.0,ovo,0.01,poly,0.7662910552061496
578,4.0,3.0,ovr,0.01,poly,0.7662910552061495
579,4.0,3.0,ovo,0.01,poly,0.7662910552061495
580,5.0,1.0,ovr,0.01,sigmoid,0.7662473794549267
581,5.0,1.0,ovo,0.01,sigmoid,0.7662473794549267
582,5.0,2.0,ovr,0.01,poly,0.7640635918937806
583,5.0,2.0,ovo,0.01,poly,0.7640635918937806
584,7.0,2.0,ovr,0.01,rbf,0.7639762403913348
585,7.0,3.0,ovo,0.01,rbf,0.7639762403913348
586,7.0,3.0,ovr,0.01,rbf,0.7639762403913348
587,7.0,1.0,ovo,0.01,rbf,0.7639762403913348
588,7.0,2.0,ovo,0.01,rbf,0.7639762403913348
589,7.0,0.0,ovo,0.01,rbf,0.7639762403913348
590,7.0,0.0,ovr,0.01,rbf,0.7639762403913348
591,7.0,1.0,ovr,0.01,rbf,0.7639762403913348
592,2.0,2.0,ovo,0.01,poly,0.76166142557652
593,7.0,2.0,ovo,0.01,poly,0.76166142557652
594,7.0,2.0,ovr,0.01,poly,0.76166142557652
595,2.0,2.0,ovr,0.01,poly,0.76166142557652
596,8.0,2.0,ovo,0.01,rbf,0.761617749825297
597,8.0,1.0,ovr,0.01,rbf,0.761617749825297
598,8.0,0.0,ovo,0.01,rbf,0.761617749825297
599,8.0,0.0,ovr,0.01,rbf,0.761617749825297
600,8.0,3.0,ovo,0.01,rbf,0.761617749825297
601,8.0,3.0,ovr,0.01,rbf,0.761617749825297
602,8.0,2.0,ovr,0.01,rbf,0.761617749825297
603,8.0,1.0,ovo,0.01,rbf,0.761617749825297
604,6.0,1.0,ovo,0.01,sigmoid,0.7615740740740741
605,6.0,1.0,ovr,0.01,sigmoid,0.7615740740740741
606,5.0,3.0,ovr,0.01,poly,0.7593029350104823
607,5.0,3.0,ovo,0.01,poly,0.7593029350104823
608,4.0,1.0,ovr,0.01,poly,0.7592592592592593
609,4.0,1.0,ovo,0.01,poly,0.7592592592592593
610,7.0,2.0,ovr,0.01,sigmoid,0.7569881201956674
611,7.0,2.0,ovo,0.01,sigmoid,0.7569881201956674
612,8.0,1.0,ovr,0.01,sigmoid,0.7569007686932215
613,8.0,1.0,ovo,0.01,sigmoid,0.7569007686932215
614,3.0,3.0,ovr,0.01,poly,0.7546733053808525
615,3.0,3.0,ovo,0.01,poly,0.7546733053808525
616,7.0,1.0,ovo,0.01,sigmoid,0.7546296296296297
617,7.0,1.0,ovr,0.01,sigmoid,0.7546296296296297
618,5.0,1.0,ovo,0.01,poly,0.752227463312369
619,5.0,1.0,ovr,0.01,poly,0.752227463312369
620,8.0,1.0,ovo,0.001,sigmoid,0.749956324248777
621,4.0,2.0,ovo,0.01,poly,0.749956324248777
622,3.0,2.0,ovr,0.01,poly,0.749956324248777
623,4.0,2.0,ovr,0.01,poly,0.749956324248777
624,3.0,2.0,ovo,0.01,poly,0.749956324248777
625,8.0,1.0,ovr,0.001,sigmoid,0.749956324248777
626,1.0,0.0,ovo,0.1,rbf,0.7477288609364081
627,1.0,2.0,ovo,0.1,rbf,0.7477288609364081
628,1.0,1.0,ovr,0.1,rbf,0.7477288609364081
629,1.0,3.0,ovo,0.1,rbf,0.7477288609364081
630,1.0,0.0,ovr,0.1,rbf,0.7477288609364081
631,1.0,1.0,ovo,0.1,rbf,0.7477288609364081
632,1.0,3.0,ovr,0.1,rbf,0.7477288609364081
633,1.0,2.0,ovr,0.1,rbf,0.7477288609364081
634,8.0,1.0,ovo,0.01,poly,0.7476851851851852
635,8.0,1.0,ovr,0.01,poly,0.7476851851851852
636,7.0,1.0,ovr,0.01,poly,0.7476415094339623
637,7.0,1.0,ovo,0.01,poly,0.7476415094339623
638,7.0,1.0,ovo,0.001,sigmoid,0.7476415094339623
639,7.0,1.0,ovr,0.001,sigmoid,0.7476415094339623
640,2.0,3.0,ovr,0.01,poly,0.7475978336827394
641,3.0,0.0,ovr,0.001,sigmoid,0.7475978336827394
642,2.0,3.0,ovo,0.01,poly,0.7475978336827394
643,1.0,1.0,ovr,0.001,poly,0.7475978336827394
644,3.0,0.0,ovr,0.1,rbf,0.7475978336827394
645,1.0,1.0,ovo,0.001,poly,0.7475978336827394
646,3.0,2.0,ovo,0.1,rbf,0.7475978336827394
647,3.0,0.0,ovo,0.001,sigmoid,0.7475978336827394
648,3.0,3.0,ovo,0.1,rbf,0.7475978336827394
649,3.0,3.0,ovr,0.1,rbf,0.7475978336827394
650,3.0,0.0,ovo,0.1,rbf,0.7475978336827394
651,3.0,1.0,ovo,0.1,rbf,0.7475978336827394
652,3.0,1.0,ovr,0.1,rbf,0.7475978336827394
653,3.0,2.0,ovr,0.1,rbf,0.7475978336827394
654,6.0,1.0,ovo,0.01,poly,0.7452830188679245
655,6.0,1.0,ovr,0.01,poly,0.7452830188679245
656,2.0,2.0,ovo,0.001,rbf,0.7452393431167016
657,2.0,2.0,ovr,0.001,rbf,0.7452393431167016
658,2.0,3.0,ovo,0.001,rbf,0.7452393431167016
659,2.0,1.0,ovr,0.001,rbf,0.7452393431167016
660,2.0,0.0,ovo,0.001,rbf,0.7452393431167016
661,2.0,1.0,ovo,0.001,rbf,0.7452393431167016
662,2.0,3.0,ovr,0.001,rbf,0.7452393431167016
663,2.0,0.0,ovr,0.001,rbf,0.7452393431167016
664,4.0,0.0,ovo,0.001,sigmoid,0.7452393431167015
665,4.0,0.0,ovr,0.001,sigmoid,0.7452393431167015
666,4.0,0.0,ovo,0.1,rbf,0.7428808525506638
667,4.0,3.0,ovr,0.1,rbf,0.7428808525506638
668,4.0,2.0,ovr,0.1,rbf,0.7428808525506638
669,4.0,0.0,ovr,0.1,rbf,0.7428808525506638
670,4.0,1.0,ovo,0.1,rbf,0.7428808525506638
671,4.0,2.0,ovo,0.1,rbf,0.7428808525506638
672,4.0,3.0,ovo,0.1,rbf,0.7428808525506638
673,4.0,1.0,ovr,0.1,rbf,0.7428808525506638
674,1.0,0.0,ovr,0.1,poly,0.742793501048218
675,1.0,0.0,ovo,0.1,poly,0.742793501048218
676,5.0,2.0,ovo,0.01,sigmoid,0.740609713487072
677,5.0,2.0,ovr,0.01,sigmoid,0.740609713487072
678,2.0,1.0,ovo,0.1,rbf,0.7405660377358491
679,2.0,3.0,ovr,0.1,rbf,0.7405660377358491
680,2.0,0.0,ovo,0.1,rbf,0.7405660377358491
681,2.0,3.0,ovo,0.1,rbf,0.7405660377358491
682,2.0,0.0,ovr,0.1,rbf,0.7405660377358491
683,2.0,2.0,ovr,0.1,rbf,0.7405660377358491
684,2.0,1.0,ovr,0.1,rbf,0.7405660377358491
685,2.0,2.0,ovo,0.1,rbf,0.7405660377358491
686,6.0,2.0,ovr,0.01,sigmoid,0.7382948986722571
687,6.0,2.0,ovo,0.01,sigmoid,0.7382948986722571
688,1.0,1.0,ovr,0.01,sigmoid,0.7382512229210343
689,1.0,1.0,ovo,0.01,sigmoid,0.7382512229210343
690,5.0,0.0,ovr,0.1,rbf,0.7382075471698113
691,5.0,2.0,ovr,0.1,rbf,0.7382075471698113
692,5.0,3.0,ovr,0.1,rbf,0.7382075471698113
693,5.0,1.0,ovo,0.1,rbf,0.7382075471698113
694,5.0,0.0,ovo,0.1,rbf,0.7382075471698113
695,5.0,3.0,ovo,0.1,rbf,0.7382075471698113
696,5.0,2.0,ovo,0.1,rbf,0.7382075471698113
697,5.0,1.0,ovr,0.1,rbf,0.7382075471698113
698,6.0,1.0,ovr,0.001,sigmoid,0.7337089447938505
699,6.0,1.0,ovo,0.001,sigmoid,0.7337089447938505
700,4.0,2.0,ovo,0.01,sigmoid,0.7337089447938505
701,4.0,2.0,ovr,0.01,sigmoid,0.7337089447938505
702,6.0,1.0,ovo,0.1,rbf,0.7335342417889588
703,6.0,1.0,ovr,0.1,rbf,0.7335342417889588
704,6.0,2.0,ovr,0.1,rbf,0.7335342417889588
705,6.0,3.0,ovr,0.1,rbf,0.7335342417889588
706,6.0,0.0,ovo,0.1,rbf,0.7335342417889588
707,6.0,2.0,ovo,0.1,rbf,0.7335342417889588
708,6.0,0.0,ovr,0.1,rbf,0.7335342417889588
709,6.0,3.0,ovo,0.1,rbf,0.7335342417889588
710,7.0,3.0,ovo,0.1,rbf,0.731175751222921
711,7.0,0.0,ovo,0.1,rbf,0.731175751222921
712,7.0,0.0,ovr,0.1,rbf,0.731175751222921
713,7.0,2.0,ovr,0.1,rbf,0.731175751222921
714,7.0,2.0,ovo,0.1,rbf,0.731175751222921
715,7.0,1.0,ovo,0.1,rbf,0.731175751222921
716,7.0,3.0,ovr,0.1,rbf,0.731175751222921
717,7.0,1.0,ovr,0.1,rbf,0.731175751222921
718,8.0,0.0,ovr,0.1,rbf,0.7288609364081062
719,8.0,3.0,ovo,0.1,rbf,0.7288609364081062
720,8.0,1.0,ovo,0.1,rbf,0.7288609364081062
721,8.0,3.0,ovr,0.1,rbf,0.7288609364081062
722,8.0,0.0,ovo,0.1,rbf,0.7288609364081062
723,8.0,1.0,ovr,0.1,rbf,0.7288609364081062
724,8.0,2.0,ovo,0.1,rbf,0.7288609364081062
725,8.0,2.0,ovr,0.1,rbf,0.7288609364081062
726,5.0,1.0,ovr,0.001,sigmoid,0.7266771488469602
727,1.0,0.0,ovr,0.001,rbf,0.7266771488469602
728,1.0,2.0,ovo,0.001,rbf,0.7266771488469602
729,5.0,1.0,ovo,0.001,sigmoid,0.7266771488469602
730,1.0,3.0,ovr,0.001,rbf,0.7266771488469602
731,1.0,0.0,ovo,0.001,rbf,0.7266771488469602
732,1.0,2.0,ovr,0.001,rbf,0.7266771488469602
733,1.0,1.0,ovr,0.001,rbf,0.7266771488469602
734,1.0,1.0,ovo,0.001,rbf,0.7266771488469602
735,1.0,3.0,ovo,0.001,rbf,0.7266771488469602
736,2.0,0.0,ovr,0.001,sigmoid,0.7266771488469602
737,2.0,0.0,ovo,0.001,sigmoid,0.7266771488469602
738,3.0,2.0,ovo,0.01,sigmoid,0.7243623340321454
739,3.0,2.0,ovr,0.01,sigmoid,0.7243623340321454
740,1.0,1.0,ovr,0.1,poly,0.7241876310272537
741,1.0,1.0,ovo,0.1,poly,0.7241876310272537
742,2.0,0.0,ovr,0.1,poly,0.7217854647099929
743,2.0,0.0,ovo,0.1,poly,0.7217854647099929
744,3.0,0.0,ovo,0.1,poly,0.7194269741439553
745,3.0,0.0,ovr,0.1,poly,0.7194269741439553
746,5.0,0.0,ovr,0.1,poly,0.7194269741439552
747,4.0,0.0,ovr,0.1,poly,0.7194269741439552
748,6.0,0.0,ovo,0.1,poly,0.7194269741439552
749,6.0,0.0,ovr,0.1,poly,0.7194269741439552
750,4.0,0.0,ovo,0.1,poly,0.7194269741439552
751,5.0,0.0,ovo,0.1,poly,0.7194269741439552
752,7.0,0.0,ovo,0.1,poly,0.7171558350803634
753,7.0,0.0,ovr,0.1,poly,0.7171558350803634
754,8.0,0.0,ovr,0.1,poly,0.7149283717679944
755,8.0,0.0,ovo,0.1,poly,0.7149283717679944
756,1.0,3.0,ovo,0.1,poly,0.7056254367575122
757,1.0,3.0,ovr,0.1,poly,0.7056254367575122
758,5.0,1.0,ovr,0.1,poly,0.7033542976939203
759,5.0,1.0,ovo,0.1,poly,0.7033542976939203
760,8.0,0.0,ovo,0.01,poly,0.7032669461914745
761,2.0,1.0,ovo,0.1,poly,0.7032669461914745
762,2.0,1.0,ovr,0.1,poly,0.7032669461914745
763,8.0,0.0,ovr,0.01,poly,0.7032669461914745
764,1.0,2.0,ovr,0.1,poly,0.7009521313766596
765,1.0,2.0,ovo,0.1,poly,0.7009521313766596
766,8.0,1.0,ovr,0.1,poly,0.6987683438155137
767,8.0,1.0,ovo,0.1,poly,0.6987683438155137
768,5.0,3.0,ovo,0.1,poly,0.6987246680642907
769,5.0,3.0,ovr,0.1,poly,0.6987246680642907
770,3.0,1.0,ovo,0.1,poly,0.6986373165618448
771,3.0,1.0,ovr,0.1,poly,0.6986373165618448
772,7.0,1.0,ovr,0.1,poly,0.6964098532494759
773,7.0,1.0,ovo,0.1,poly,0.6964098532494759
774,4.0,1.0,ovr,0.1,poly,0.6961914744933613
775,4.0,1.0,ovo,0.1,poly,0.6961914744933613
776,4.0,3.0,ovr,0.1,poly,0.6940950384346611
777,4.0,3.0,ovo,0.1,poly,0.6940950384346611
778,8.0,3.0,ovr,0.1,poly,0.6940513626834381
779,6.0,1.0,ovr,0.1,poly,0.6940513626834381
780,6.0,1.0,ovo,0.1,poly,0.6940513626834381
781,3.0,2.0,ovo,0.1,poly,0.6940513626834381
782,3.0,2.0,ovr,0.1,poly,0.6940513626834381
783,8.0,3.0,ovo,0.1,poly,0.6940513626834381
784,2.0,3.0,ovr,0.1,poly,0.6940076869322152
785,2.0,3.0,ovo,0.1,poly,0.6940076869322152
786,7.0,0.0,ovo,0.01,poly,0.6938766596785464
787,7.0,0.0,ovr,0.01,poly,0.6938766596785464
788,4.0,2.0,ovo,0.1,poly,0.6917365478686233
789,4.0,2.0,ovr,0.1,poly,0.6917365478686233
790,6.0,3.0,ovo,0.1,poly,0.6916928721174005
791,6.0,3.0,ovr,0.1,poly,0.6916928721174005
792,7.0,2.0,ovr,0.1,poly,0.6894217330538085
793,7.0,2.0,ovo,0.1,poly,0.6894217330538085
794,7.0,3.0,ovo,0.1,poly,0.6893780573025856
795,7.0,3.0,ovr,0.1,poly,0.6893780573025856
796,6.0,0.0,ovr,0.01,poly,0.6892470300489169
797,6.0,0.0,ovo,0.01,poly,0.6892470300489169
798,2.0,2.0,ovr,0.1,poly,0.6892033542976939
799,2.0,2.0,ovo,0.1,poly,0.6892033542976939
800,3.0,3.0,ovo,0.1,poly,0.6847921034241788
801,3.0,3.0,ovr,0.1,poly,0.6847921034241788
802,6.0,2.0,ovr,0.1,poly,0.6847484276729559
803,6.0,2.0,ovo,0.1,poly,0.6847484276729559
804,5.0,2.0,ovo,0.1,poly,0.6823899371069182
805,5.0,2.0,ovr,0.1,poly,0.6823899371069182
806,8.0,2.0,ovo,0.1,poly,0.6801187980433263
807,8.0,2.0,ovr,0.1,poly,0.6801187980433263
808,4.0,1.0,ovr,0.001,sigmoid,0.6797693920335429
809,4.0,1.0,ovo,0.001,sigmoid,0.6797693920335429
810,5.0,0.0,ovo,0.01,poly,0.6704227812718379
811,5.0,0.0,ovr,0.01,poly,0.6704227812718379
812,1.0,2.0,ovo,0.1,sigmoid,0.6635656883298392
813,2.0,1.0,ovr,0.5,rbf,0.6635656883298392
814,1.0,2.0,ovr,0.1,sigmoid,0.6635656883298392
815,2.0,2.0,ovo,0.5,rbf,0.6635656883298392
816,2.0,0.0,ovr,0.5,rbf,0.6635656883298392
817,2.0,2.0,ovr,0.5,rbf,0.6635656883298392
818,2.0,1.0,ovo,0.5,rbf,0.6635656883298392
819,2.0,3.0,ovo,0.5,rbf,0.6635656883298392
820,2.0,0.0,ovo,0.5,rbf,0.6635656883298392
821,2.0,3.0,ovr,0.5,rbf,0.6635656883298392
822,2.0,2.0,ovr,0.1,sigmoid,0.6633909853249476
823,2.0,2.0,ovo,0.1,sigmoid,0.6633909853249476
824,1.0,3.0,ovr,1.0,poly,0.6612945492662474
825,1.0,3.0,ovo,1.0,poly,0.6612945492662474
826,6.0,3.0,ovo,0.5,poly,0.6612508735150244
827,6.0,3.0,ovr,0.5,poly,0.6612508735150244
828,8.0,3.0,ovo,0.5,poly,0.6611635220125787
829,8.0,3.0,ovr,0.5,poly,0.6611635220125787
830,6.0,2.0,ovo,0.5,poly,0.6589797344514325
831,6.0,2.0,ovr,0.5,poly,0.6589797344514325
832,8.0,2.0,ovo,0.5,poly,0.6589360587002095
833,7.0,2.0,ovo,0.5,poly,0.6589360587002095
834,7.0,2.0,ovr,0.5,poly,0.6589360587002095
835,8.0,2.0,ovr,0.5,poly,0.6589360587002095
836,5.0,3.0,ovr,0.5,poly,0.6588923829489868
837,5.0,2.0,ovr,3.0,poly,0.6588923829489868
838,5.0,2.0,ovo,3.0,poly,0.6588923829489868
839,8.0,2.0,ovr,3.0,poly,0.6588923829489868
840,3.0,2.0,ovo,3.0,poly,0.6588923829489868
841,5.0,3.0,ovo,0.5,poly,0.6588923829489868
842,2.0,2.0,ovr,3.0,poly,0.6588923829489868
843,2.0,2.0,ovo,3.0,poly,0.6588923829489868
844,6.0,2.0,ovo,3.0,poly,0.6588923829489868
845,1.0,2.0,ovr,3.0,poly,0.6588923829489868
846,1.0,2.0,ovo,3.0,poly,0.6588923829489868
847,6.0,2.0,ovr,3.0,poly,0.6588923829489868
848,4.0,2.0,ovo,3.0,poly,0.6588923829489868
849,7.0,2.0,ovo,3.0,poly,0.6588923829489868
850,8.0,2.0,ovo,3.0,poly,0.6588923829489868
851,7.0,2.0,ovr,3.0,poly,0.6588923829489868
852,4.0,2.0,ovr,3.0,poly,0.6588923829489868
853,3.0,2.0,ovr,3.0,poly,0.6588923829489868
854,8.0,3.0,ovr,1.0,poly,0.6588487071977638
855,3.0,3.0,ovr,1.0,poly,0.6588487071977638
856,4.0,3.0,ovr,1.0,poly,0.6588487071977638
857,3.0,3.0,ovo,1.0,poly,0.6588487071977638
858,7.0,3.0,ovr,1.0,poly,0.6588487071977638
859,8.0,3.0,ovo,1.0,poly,0.6588487071977638
860,5.0,3.0,ovo,1.0,poly,0.6588487071977638
861,1.0,0.0,ovr,0.1,sigmoid,0.6588487071977638
862,6.0,3.0,ovr,1.0,poly,0.6588487071977638
863,4.0,3.0,ovo,1.0,poly,0.6588487071977638
864,5.0,3.0,ovr,1.0,poly,0.6588487071977638
865,1.0,0.0,ovo,0.1,sigmoid,0.6588487071977638
866,6.0,3.0,ovo,1.0,poly,0.6588487071977638
867,7.0,3.0,ovo,1.0,poly,0.6588487071977638
868,1.0,3.0,ovo,0.5,poly,0.6588050314465409
869,1.0,3.0,ovr,0.5,poly,0.6588050314465409
870,1.0,3.0,ovo,0.5,rbf,0.6588050314465408
871,1.0,1.0,ovo,0.5,rbf,0.6588050314465408
872,1.0,3.0,ovr,0.5,rbf,0.6588050314465408
873,1.0,2.0,ovo,0.5,rbf,0.6588050314465408
874,1.0,0.0,ovr,0.5,rbf,0.6588050314465408
875,1.0,1.0,ovr,0.5,rbf,0.6588050314465408
876,1.0,2.0,ovr,0.5,rbf,0.6588050314465408
877,1.0,0.0,ovo,0.5,rbf,0.6588050314465408
878,1.0,3.0,ovo,3.0,poly,0.6587613556953179
879,2.0,3.0,ovo,3.0,poly,0.6587613556953179
880,7.0,3.0,ovr,3.0,poly,0.6587613556953179
881,3.0,3.0,ovr,3.0,poly,0.6587613556953179
882,6.0,3.0,ovr,3.0,poly,0.6587613556953179
883,8.0,3.0,ovr,3.0,poly,0.6587613556953179
884,5.0,3.0,ovo,3.0,poly,0.6587613556953179
885,7.0,1.0,ovo,1.0,poly,0.6587613556953179
886,6.0,3.0,ovo,3.0,poly,0.6587613556953179
887,4.0,3.0,ovr,3.0,poly,0.6587613556953179
888,8.0,3.0,ovo,3.0,poly,0.6587613556953179
889,6.0,1.0,ovo,1.0,poly,0.6587613556953179
890,4.0,3.0,ovo,3.0,poly,0.6587613556953179
891,7.0,3.0,ovo,3.0,poly,0.6587613556953179
892,8.0,1.0,ovr,1.0,poly,0.6587613556953179
893,7.0,1.0,ovr,1.0,poly,0.6587613556953179
894,3.0,3.0,ovo,3.0,poly,0.6587613556953179
895,5.0,1.0,ovr,1.0,poly,0.6587613556953179
896,4.0,1.0,ovr,1.0,poly,0.6587613556953179
897,6.0,1.0,ovr,1.0,poly,0.6587613556953179
898,5.0,3.0,ovr,3.0,poly,0.6587613556953179
899,1.0,3.0,ovr,3.0,poly,0.6587613556953179
900,2.0,3.0,ovr,3.0,poly,0.6587613556953179
901,5.0,1.0,ovo,1.0,poly,0.6587613556953179
902,4.0,1.0,ovo,1.0,poly,0.6587613556953179
903,8.0,1.0,ovo,1.0,poly,0.6587613556953179
904,3.0,2.0,ovr,0.5,rbf,0.6565775681341719
905,7.0,3.0,ovr,0.5,poly,0.6565775681341719
906,4.0,1.0,ovo,0.5,rbf,0.6565775681341719
907,4.0,3.0,ovo,0.5,rbf,0.6565775681341719
908,4.0,2.0,ovr,0.5,rbf,0.6565775681341719
909,3.0,2.0,ovo,0.5,rbf,0.6565775681341719
910,4.0,0.0,ovo,0.5,rbf,0.6565775681341719
911,4.0,3.0,ovr,0.5,rbf,0.6565775681341719
912,2.0,2.0,ovo,0.5,poly,0.6565775681341719
