,criterion,max_depth,max_features,min_impurity_decrease,splitter,Accuracy
594,gini,,1,3.0,best,0.5841194968553458
595,gini,,1,3.0,random,0.5841194968553458
596,gini,,1,4.0,best,0.5841194968553458
597,gini,,1,4.0,random,0.5841194968553458
598,gini,,1,5.0,best,0.5841194968553458
599,gini,,1,5.0,random,0.5841194968553458
600,gini,3.0,1,4.0,random,0.5841194968553458
601,gini,3.0,1,4.0,best,0.5841194968553458
602,gini,,10,1.0,best,0.5841194968553458
603,gini,3.0,1,3.0,random,0.5841194968553458
604,entropy,3.0,sqrt,1.0,best,0.5841194968553458
605,entropy,3.0,sqrt,1.0,random,0.5841194968553458
606,entropy,3.0,sqrt,2.0,best,0.5841194968553458
607,entropy,3.0,log2,5.0,random,0.5841194968553458
608,gini,3.0,1,2.0,best,0.5841194968553458
609,gini,3.0,1,1.0,random,0.5841194968553458
610,entropy,3.0,,1.0,best,0.5841194968553458
611,entropy,3.0,,1.0,random,0.5841194968553458
612,entropy,3.0,,2.0,best,0.5841194968553458
613,entropy,3.0,,2.0,random,0.5841194968553458
614,entropy,3.0,,3.0,best,0.5841194968553458
615,entropy,3.0,,3.0,random,0.5841194968553458
616,entropy,3.0,,4.0,best,0.5841194968553458
617,entropy,3.0,,4.0,random,0.5841194968553458
618,entropy,3.0,,5.0,best,0.5841194968553458
619,entropy,3.0,,5.0,random,0.5841194968553458
620,entropy,3.0,1,1.0,best,0.5841194968553458
621,gini,4.0,log2,3.0,random,0.5841194968553458
622,entropy,3.0,log2,5.0,best,0.5841194968553458
623,entropy,3.0,log2,4.0,random,0.5841194968553458
624,entropy,3.0,log2,4.0,best,0.5841194968553458
625,entropy,3.0,sqrt,5.0,random,0.5841194968553458
626,entropy,3.0,sqrt,2.0,random,0.5841194968553458
627,entropy,3.0,sqrt,3.0,best,0.5841194968553458
628,entropy,3.0,sqrt,3.0,random,0.5841194968553458
629,entropy,3.0,sqrt,4.0,best,0.5841194968553458
630,entropy,3.0,sqrt,4.0,random,0.5841194968553458
631,entropy,3.0,sqrt,5.0,best,0.5841194968553458
632,gini,3.0,1,3.0,best,0.5841194968553458
633,entropy,3.0,log2,3.0,random,0.5841194968553458
634,gini,3.0,1,2.0,random,0.5841194968553458
635,entropy,3.0,log2,1.0,best,0.5841194968553458
636,entropy,3.0,log2,1.0,random,0.5841194968553458
637,entropy,3.0,log2,2.0,best,0.5841194968553458
638,entropy,3.0,log2,2.0,random,0.5841194968553458
639,entropy,3.0,log2,3.0,best,0.5841194968553458
640,gini,10.0,,3.0,best,0.5841194968553458
641,gini,,,5.0,best,0.5841194968553458
642,gini,,,4.0,best,0.5841194968553458
643,gini,3.0,10,4.0,random,0.5841194968553458
644,gini,10.0,10,1.0,random,0.5841194968553458
645,gini,10.0,10,2.0,best,0.5841194968553458
646,gini,10.0,10,2.0,random,0.5841194968553458
647,gini,10.0,10,3.0,best,0.5841194968553458
648,gini,10.0,10,3.0,random,0.5841194968553458
649,gini,10.0,10,4.0,best,0.5841194968553458
650,gini,10.0,10,4.0,random,0.5841194968553458
651,gini,10.0,10,5.0,best,0.5841194968553458
652,gini,10.0,10,5.0,random,0.5841194968553458
653,gini,3.0,10,4.0,best,0.5841194968553458
654,gini,3.0,10,3.0,random,0.5841194968553458
655,gini,,auto,1.0,best,0.5841194968553458
656,gini,,auto,1.0,random,0.5841194968553458
657,gini,,auto,2.0,best,0.5841194968553458
658,gini,,auto,2.0,random,0.5841194968553458
659,gini,10.0,10,1.0,best,0.5841194968553458
660,gini,3.0,10,5.0,best,0.5841194968553458
661,gini,,auto,3.0,random,0.5841194968553458
662,gini,10.0,1,5.0,random,0.5841194968553458
663,gini,10.0,,3.0,random,0.5841194968553458
664,gini,10.0,,4.0,best,0.5841194968553458
665,gini,10.0,,4.0,random,0.5841194968553458
666,gini,10.0,,5.0,best,0.5841194968553458
667,gini,10.0,,5.0,random,0.5841194968553458
668,gini,3.0,10,5.0,random,0.5841194968553458
669,gini,10.0,1,1.0,best,0.5841194968553458
670,gini,10.0,1,1.0,random,0.5841194968553458
671,gini,10.0,1,2.0,best,0.5841194968553458
672,gini,10.0,1,2.0,random,0.5841194968553458
673,gini,10.0,1,3.0,best,0.5841194968553458
674,gini,10.0,1,3.0,random,0.5841194968553458
675,gini,10.0,1,4.0,best,0.5841194968553458
676,gini,10.0,1,4.0,random,0.5841194968553458
677,gini,10.0,1,5.0,best,0.5841194968553458
678,gini,,,3.0,random,0.5841194968553458
679,gini,,auto,3.0,best,0.5841194968553458
680,gini,,auto,4.0,best,0.5841194968553458
681,gini,,log2,1.0,best,0.5841194968553458
682,gini,,auto,4.0,random,0.5841194968553458
683,gini,,log2,2.0,random,0.5841194968553458
684,gini,,log2,3.0,best,0.5841194968553458
685,gini,,log2,3.0,random,0.5841194968553458
686,gini,,log2,4.0,best,0.5841194968553458
687,gini,,log2,4.0,random,0.5841194968553458
688,gini,,log2,5.0,best,0.5841194968553458
689,gini,,log2,5.0,random,0.5841194968553458
690,gini,3.0,10,1.0,best,0.5841194968553458
691,gini,3.0,1,5.0,random,0.5841194968553458
692,gini,,,1.0,best,0.5841194968553458
693,gini,,,1.0,random,0.5841194968553458
694,gini,,,2.0,best,0.5841194968553458
695,gini,,,2.0,random,0.5841194968553458
696,gini,,,3.0,best,0.5841194968553458
697,gini,,log2,1.0,random,0.5841194968553458
698,gini,,log2,2.0,best,0.5841194968553458
699,gini,3.0,10,1.0,random,0.5841194968553458
700,gini,3.0,10,2.0,best,0.5841194968553458
701,gini,,auto,5.0,best,0.5841194968553458
702,gini,,auto,5.0,random,0.5841194968553458
703,gini,3.0,10,3.0,best,0.5841194968553458
704,gini,3.0,10,2.0,random,0.5841194968553458
705,gini,,sqrt,1.0,best,0.5841194968553458
706,gini,,sqrt,1.0,random,0.5841194968553458
707,gini,,sqrt,2.0,best,0.5841194968553458
708,gini,,sqrt,2.0,random,0.5841194968553458
709,gini,,sqrt,3.0,best,0.5841194968553458
710,gini,,sqrt,3.0,random,0.5841194968553458
711,gini,,sqrt,4.0,best,0.5841194968553458
712,gini,,sqrt,4.0,random,0.5841194968553458
713,gini,,sqrt,5.0,best,0.5841194968553458
714,gini,,sqrt,5.0,random,0.5841194968553458
715,entropy,,10,5.0,random,0.5841194968553458
716,gini,3.0,1,0.0,random,0.5747292103424179
717,entropy,3.0,1,0.0,random,0.5747292103424179
718,entropy,4.0,1,0.0,random,0.5724143955276031
719,gini,4.0,1,0.0,random,0.5724143955276031
