,algorithm,leaf_size,n_neighbors,p,weights,Accuracy
1258,auto,71,2,2,distance,0.7593902865129281
1259,kd_tree,1,2,2,distance,0.7593902865129281
1260,ball_tree,81,2,2,distance,0.7593902865129281
1261,kd_tree,31,2,2,distance,0.7593902865129281
1262,ball_tree,61,2,2,distance,0.7593902865129281
1263,auto,41,2,2,distance,0.7593902865129281
1264,ball_tree,1,2,2,distance,0.7593902865129281
1265,ball_tree,41,2,2,distance,0.7593902865129281
1266,kd_tree,41,2,2,distance,0.7593902865129281
1267,ball_tree,51,2,2,distance,0.7593902865129281
1268,auto,91,2,2,distance,0.7593902865129281
1269,kd_tree,51,2,2,distance,0.7593902865129281
1270,auto,51,2,2,distance,0.7593902865129281
1271,brute,71,2,2,distance,0.7593902865129281
1272,kd_tree,21,2,2,distance,0.7593902865129281
1273,kd_tree,61,2,2,distance,0.7593902865129281
1274,auto,61,2,2,distance,0.7593902865129281
1275,ball_tree,21,2,2,distance,0.7593902865129281
1276,kd_tree,11,2,2,distance,0.7593902865129281
1277,ball_tree,71,2,2,distance,0.7593902865129281
1278,ball_tree,91,2,2,distance,0.7593902865129281
1279,ball_tree,31,2,2,distance,0.7593902865129281
1280,kd_tree,1,3,1,distance,0.7572064989517819
1281,auto,31,3,1,distance,0.7572064989517819
1282,auto,21,3,1,distance,0.7572064989517819
1283,ball_tree,91,3,1,distance,0.7572064989517819
1284,ball_tree,21,3,1,distance,0.7572064989517819
1285,auto,41,3,1,distance,0.7572064989517819
1286,brute,21,3,1,distance,0.7572064989517819
1287,ball_tree,41,3,1,distance,0.7572064989517819
1288,brute,71,3,1,distance,0.7572064989517819
1289,ball_tree,11,3,1,distance,0.7572064989517819
1290,kd_tree,31,3,1,distance,0.7572064989517819
1291,brute,31,3,1,distance,0.7572064989517819
1292,kd_tree,71,3,1,distance,0.7572064989517819
1293,ball_tree,1,3,1,distance,0.7572064989517819
1294,brute,61,3,1,distance,0.7572064989517819
1295,ball_tree,31,3,1,distance,0.7572064989517819
1296,kd_tree,81,3,1,distance,0.7572064989517819
1297,kd_tree,91,3,1,distance,0.7572064989517819
1298,auto,61,3,1,distance,0.7572064989517819
1299,brute,91,3,1,distance,0.7572064989517819
1300,brute,81,3,1,distance,0.7572064989517819
1301,kd_tree,21,3,1,distance,0.7572064989517819
1302,kd_tree,11,3,1,distance,0.7572064989517819
1303,auto,91,3,1,distance,0.7572064989517819
1304,ball_tree,51,3,1,distance,0.7572064989517819
1305,kd_tree,61,3,1,distance,0.7572064989517819
1306,ball_tree,61,3,1,distance,0.7572064989517819
1307,auto,71,3,1,distance,0.7572064989517819
1308,ball_tree,71,3,1,distance,0.7572064989517819
1309,auto,11,3,1,distance,0.7572064989517819
1310,kd_tree,51,3,1,distance,0.7572064989517819
1311,brute,1,3,1,distance,0.7572064989517819
1312,brute,51,3,1,distance,0.7572064989517819
1313,auto,1,3,1,distance,0.7572064989517819
1314,ball_tree,81,3,1,distance,0.7572064989517819
1315,brute,11,3,1,distance,0.7572064989517819
1316,auto,51,3,1,distance,0.7572064989517819
1317,auto,81,3,1,distance,0.7572064989517819
1318,kd_tree,41,3,1,distance,0.7572064989517819
1319,brute,41,3,1,distance,0.7572064989517819
1320,brute,1,9,1,distance,0.7569881201956674
1321,kd_tree,91,4,3,uniform,0.7569881201956674
1322,auto,11,4,3,uniform,0.7569881201956674
1323,ball_tree,91,4,3,uniform,0.7569881201956674
1324,brute,21,4,3,uniform,0.7569881201956674
1325,ball_tree,71,4,3,uniform,0.7569881201956674
1326,ball_tree,21,9,1,distance,0.7569881201956674
1327,auto,51,9,1,distance,0.7569881201956674
1328,auto,51,4,3,uniform,0.7569881201956674
1329,kd_tree,1,9,1,distance,0.7569881201956674
1330,kd_tree,81,4,3,uniform,0.7569881201956674
1331,auto,41,9,1,distance,0.7569881201956674
1332,brute,1,4,3,uniform,0.7569881201956674
1333,ball_tree,21,4,3,uniform,0.7569881201956674
1334,ball_tree,61,4,3,uniform,0.7569881201956674
1335,ball_tree,61,9,1,distance,0.7569881201956674
1336,brute,71,9,1,distance,0.7569881201956674
1337,brute,51,9,1,distance,0.7569881201956674
1338,ball_tree,41,4,3,uniform,0.7569881201956674
1339,ball_tree,51,4,3,uniform,0.7569881201956674
1340,auto,31,9,1,distance,0.7569881201956674
1341,auto,41,4,3,uniform,0.7569881201956674
1342,ball_tree,91,9,1,distance,0.7569881201956674
1343,brute,71,4,3,uniform,0.7569881201956674
1344,ball_tree,81,4,3,uniform,0.7569881201956674
1345,ball_tree,81,9,1,distance,0.7569881201956674
1346,auto,1,9,1,distance,0.7569881201956674
1347,ball_tree,31,9,1,distance,0.7569881201956674
1348,brute,11,9,1,distance,0.7569881201956674
1349,kd_tree,91,9,1,distance,0.7569881201956674
1350,brute,91,4,3,uniform,0.7569881201956674
1351,ball_tree,31,4,3,uniform,0.7569881201956674
1352,ball_tree,41,9,1,distance,0.7569881201956674
1353,brute,11,4,3,uniform,0.7569881201956674
1354,kd_tree,81,9,1,distance,0.7569881201956674
1355,kd_tree,1,4,3,uniform,0.7569881201956674
1356,ball_tree,71,9,1,distance,0.7569881201956674
1357,ball_tree,51,9,1,distance,0.7569881201956674
1358,auto,71,4,3,uniform,0.7569881201956674
1359,kd_tree,11,4,3,uniform,0.7569881201956674
1360,brute,91,9,1,distance,0.7569881201956674
1361,kd_tree,21,4,3,uniform,0.7569881201956674
1362,kd_tree,41,9,1,distance,0.7569881201956674
1363,kd_tree,31,9,1,distance,0.7569881201956674
1364,auto,61,4,3,uniform,0.7569881201956674
1365,auto,31,4,3,uniform,0.7569881201956674
1366,brute,51,4,3,uniform,0.7569881201956674
1367,ball_tree,1,9,1,distance,0.7569881201956674
1368,auto,81,4,3,uniform,0.7569881201956674
1369,kd_tree,21,9,1,distance,0.7569881201956674
1370,ball_tree,1,4,3,uniform,0.7569881201956674
1371,brute,41,4,3,uniform,0.7569881201956674
1372,auto,91,9,1,distance,0.7569881201956674
1373,kd_tree,41,4,3,uniform,0.7569881201956674
1374,kd_tree,71,4,3,uniform,0.7569881201956674
1375,kd_tree,31,4,3,uniform,0.7569881201956674
1376,auto,21,9,1,distance,0.7569881201956674
1377,kd_tree,61,9,1,distance,0.7569881201956674
1378,brute,31,9,1,distance,0.7569881201956674
1379,auto,1,4,3,uniform,0.7569881201956674
1380,auto,91,4,3,uniform,0.7569881201956674
1381,auto,61,9,1,distance,0.7569881201956674
1382,auto,81,9,1,distance,0.7569881201956674
1383,brute,61,9,1,distance,0.7569881201956674
1384,brute,31,4,3,uniform,0.7569881201956674
1385,auto,71,9,1,distance,0.7569881201956674
1386,auto,11,9,1,distance,0.7569881201956674
1387,brute,41,9,1,distance,0.7569881201956674
1388,brute,81,9,1,distance,0.7569881201956674
1389,ball_tree,11,4,3,uniform,0.7569881201956674
1390,brute,81,4,3,uniform,0.7569881201956674
1391,kd_tree,51,4,3,uniform,0.7569881201956674
1392,ball_tree,11,9,1,distance,0.7569881201956674
1393,kd_tree,11,9,1,distance,0.7569881201956674
1394,brute,61,4,3,uniform,0.7569881201956674
1395,auto,21,4,3,uniform,0.7569881201956674
1396,brute,21,9,1,distance,0.7569881201956674
1397,kd_tree,71,9,1,distance,0.7569881201956674
1398,kd_tree,51,9,1,distance,0.7569881201956674
1399,kd_tree,61,4,3,uniform,0.7569881201956674
1400,auto,81,8,1,distance,0.7546296296296297
1401,ball_tree,81,8,1,distance,0.7546296296296297
1402,kd_tree,51,8,1,distance,0.7546296296296297
1403,auto,71,8,1,distance,0.7546296296296297
1404,brute,51,8,1,distance,0.7546296296296297
1405,ball_tree,71,8,1,distance,0.7546296296296297
1406,brute,91,8,1,distance,0.7546296296296297
1407,kd_tree,91,8,1,distance,0.7546296296296297
1408,kd_tree,61,8,1,distance,0.7546296296296297
1409,brute,81,8,1,distance,0.7546296296296297
1410,brute,1,8,1,distance,0.7546296296296297
1411,brute,41,8,1,distance,0.7546296296296297
1412,auto,21,8,1,distance,0.7546296296296297
1413,ball_tree,51,8,1,distance,0.7546296296296297
1414,brute,71,8,1,distance,0.7546296296296297
1415,kd_tree,41,8,1,distance,0.7546296296296297
1416,auto,61,8,1,distance,0.7546296296296297
1417,auto,91,8,1,distance,0.7546296296296297
1418,kd_tree,31,8,1,distance,0.7546296296296297
1419,ball_tree,31,8,1,distance,0.7546296296296297
1420,auto,41,8,1,distance,0.7546296296296297
1421,ball_tree,21,8,1,distance,0.7546296296296297
1422,kd_tree,11,8,1,distance,0.7546296296296297
1423,auto,11,8,1,distance,0.7546296296296297
1424,ball_tree,11,8,1,distance,0.7546296296296297
1425,auto,31,8,1,distance,0.7546296296296297
1426,kd_tree,1,8,1,distance,0.7546296296296297
1427,auto,51,8,1,distance,0.7546296296296297
1428,kd_tree,81,8,1,distance,0.7546296296296297
1429,kd_tree,71,8,1,distance,0.7546296296296297
1430,auto,1,8,1,distance,0.7546296296296297
1431,ball_tree,61,8,1,distance,0.7546296296296297
1432,ball_tree,91,8,1,distance,0.7546296296296297
1433,ball_tree,1,8,1,distance,0.7546296296296297
1434,kd_tree,21,8,1,distance,0.7546296296296297
1435,brute,11,8,1,distance,0.7546296296296297
1436,brute,21,8,1,distance,0.7546296296296297
1437,ball_tree,41,8,1,distance,0.7546296296296297
1438,brute,31,8,1,distance,0.7546296296296297
1439,brute,61,8,1,distance,0.7546296296296297
1440,brute,11,2,3,distance,0.7545422781271838
1441,brute,51,2,3,distance,0.7545422781271838
1442,auto,91,2,3,distance,0.7545422781271838
1443,ball_tree,21,2,3,distance,0.7545422781271838
1444,auto,61,2,3,distance,0.7545422781271838
1445,ball_tree,51,2,3,distance,0.7545422781271838
1446,ball_tree,61,2,3,distance,0.7545422781271838
1447,ball_tree,41,2,3,distance,0.7545422781271838
1448,brute,31,2,3,distance,0.7545422781271838
1449,auto,1,2,3,distance,0.7545422781271838
1450,auto,51,2,3,distance,0.7545422781271838
1451,auto,11,2,3,distance,0.7545422781271838
1452,brute,91,2,3,distance,0.7545422781271838
1453,auto,71,2,3,distance,0.7545422781271838
1454,ball_tree,31,2,3,distance,0.7545422781271838
1455,ball_tree,1,2,3,distance,0.7545422781271838
1456,brute,21,2,3,distance,0.7545422781271838
1457,brute,41,2,3,distance,0.7545422781271838
1458,ball_tree,11,2,3,distance,0.7545422781271838
1459,brute,81,2,3,distance,0.7545422781271838
1460,auto,81,2,3,distance,0.7545422781271838
1461,kd_tree,61,2,3,distance,0.7545422781271838
1462,kd_tree,51,2,3,distance,0.7545422781271838
1463,brute,1,2,3,distance,0.7545422781271838
1464,kd_tree,81,2,3,distance,0.7545422781271838
1465,kd_tree,91,2,3,distance,0.7545422781271838
1466,auto,41,2,3,distance,0.7545422781271838
1467,kd_tree,41,2,3,distance,0.7545422781271838
1468,kd_tree,21,2,3,distance,0.7545422781271838
1469,auto,31,2,3,distance,0.7545422781271838
1470,ball_tree,91,2,3,distance,0.7545422781271838
1471,brute,61,2,3,distance,0.7545422781271838
1472,brute,71,2,3,distance,0.7545422781271838
1473,auto,21,2,3,distance,0.7545422781271838
1474,ball_tree,81,2,3,distance,0.7545422781271838
1475,kd_tree,71,2,3,distance,0.7545422781271838
1476,kd_tree,1,2,3,distance,0.7545422781271838
1477,kd_tree,31,2,3,distance,0.7545422781271838
1478,kd_tree,11,2,3,distance,0.7545422781271838
1479,ball_tree,71,2,3,distance,0.7545422781271838
1480,brute,1,3,1,uniform,0.7524895178197064
1481,auto,81,3,1,uniform,0.7524895178197064
1482,auto,11,3,1,uniform,0.7524895178197064
1483,ball_tree,31,3,1,uniform,0.7524895178197064
1484,kd_tree,21,3,1,uniform,0.7524895178197064
1485,ball_tree,91,3,1,uniform,0.7524895178197064
1486,kd_tree,81,3,1,uniform,0.7524895178197064
1487,kd_tree,61,3,1,uniform,0.7524895178197064
1488,kd_tree,41,3,1,uniform,0.7524895178197064
1489,brute,81,3,1,uniform,0.7524895178197064
1490,brute,31,3,1,uniform,0.7524895178197064
1491,ball_tree,71,3,1,uniform,0.7524895178197064
1492,auto,41,3,1,uniform,0.7524895178197064
1493,ball_tree,41,3,1,uniform,0.7524895178197064
1494,auto,61,3,1,uniform,0.7524895178197064
1495,brute,21,3,1,uniform,0.7524895178197064
1496,kd_tree,91,3,1,uniform,0.7524895178197064
1497,ball_tree,1,3,1,uniform,0.7524895178197064
1498,brute,71,3,1,uniform,0.7524895178197064
1499,kd_tree,1,3,1,uniform,0.7524895178197064
1500,auto,21,3,1,uniform,0.7524895178197064
1501,ball_tree,11,3,1,uniform,0.7524895178197064
1502,kd_tree,11,3,1,uniform,0.7524895178197064
1503,ball_tree,51,3,1,uniform,0.7524895178197064
1504,kd_tree,71,3,1,uniform,0.7524895178197064
1505,brute,91,3,1,uniform,0.7524895178197064
1506,brute,61,3,1,uniform,0.7524895178197064
1507,brute,51,3,1,uniform,0.7524895178197064
1508,auto,91,3,1,uniform,0.7524895178197064
1509,auto,31,3,1,uniform,0.7524895178197064
1510,kd_tree,31,3,1,uniform,0.7524895178197064
1511,ball_tree,21,3,1,uniform,0.7524895178197064
1512,auto,71,3,1,uniform,0.7524895178197064
1513,brute,41,3,1,uniform,0.7524895178197064
1514,ball_tree,61,3,1,uniform,0.7524895178197064
1515,auto,1,3,1,uniform,0.7524895178197064
1516,brute,11,3,1,uniform,0.7524895178197064
1517,kd_tree,51,3,1,uniform,0.7524895178197064
1518,ball_tree,81,3,1,uniform,0.7524895178197064
1519,auto,51,3,1,uniform,0.7524895178197064
1520,kd_tree,31,7,1,distance,0.7523584905660378
1521,kd_tree,1,7,1,distance,0.7523584905660378
1522,auto,81,7,1,distance,0.7523584905660378
1523,ball_tree,21,7,1,distance,0.7523584905660378
1524,auto,11,7,1,distance,0.7523584905660378
1525,ball_tree,31,7,1,distance,0.7523584905660378
1526,brute,21,7,1,distance,0.7523584905660378
1527,auto,31,7,1,distance,0.7523584905660378
1528,brute,71,7,1,distance,0.7523584905660378
1529,brute,61,7,1,distance,0.7523584905660378
1530,auto,1,7,1,distance,0.7523584905660378
1531,kd_tree,81,7,1,distance,0.7523584905660378
1532,kd_tree,11,7,1,distance,0.7523584905660378
1533,brute,81,7,1,distance,0.7523584905660378
1534,ball_tree,91,7,1,distance,0.7523584905660378
1535,auto,51,7,1,distance,0.7523584905660378
1536,kd_tree,91,7,1,distance,0.7523584905660378
1537,brute,31,7,1,distance,0.7523584905660378
1538,ball_tree,61,7,1,distance,0.7523584905660378
1539,ball_tree,1,7,1,distance,0.7523584905660378
1540,brute,1,7,1,distance,0.7523584905660378
1541,auto,41,7,1,distance,0.7523584905660378
1542,auto,71,7,1,distance,0.7523584905660378
1543,brute,91,7,1,distance,0.7523584905660378
1544,ball_tree,71,7,1,distance,0.7523584905660378
1545,kd_tree,71,7,1,distance,0.7523584905660378
1546,kd_tree,21,7,1,distance,0.7523584905660378
1547,kd_tree,51,7,1,distance,0.7523584905660378
1548,ball_tree,51,7,1,distance,0.7523584905660378
1549,auto,91,7,1,distance,0.7523584905660378
1550,ball_tree,81,7,1,distance,0.7523584905660378
1551,brute,41,7,1,distance,0.7523584905660378
1552,ball_tree,11,7,1,distance,0.7523584905660378
1553,auto,61,7,1,distance,0.7523584905660378
1554,ball_tree,41,7,1,distance,0.7523584905660378
1555,auto,21,7,1,distance,0.7523584905660378
1556,brute,51,7,1,distance,0.7523584905660378
1557,brute,11,7,1,distance,0.7523584905660378
1558,kd_tree,61,7,1,distance,0.7523584905660378
1559,kd_tree,41,7,1,distance,0.7523584905660378
1560,brute,91,2,2,uniform,0.7521401118099231
1561,kd_tree,21,2,2,uniform,0.7521401118099231
1562,brute,31,2,2,uniform,0.7521401118099231
1563,kd_tree,81,2,2,uniform,0.7521401118099231
1564,brute,61,2,2,uniform,0.7521401118099231
1565,auto,21,2,2,uniform,0.7521401118099231
1566,ball_tree,11,2,2,uniform,0.7521401118099231
1567,ball_tree,1,2,2,uniform,0.7521401118099231
1568,ball_tree,21,2,2,uniform,0.7521401118099231
1569,brute,71,2,2,uniform,0.7521401118099231
1570,kd_tree,31,2,2,uniform,0.7521401118099231
1571,auto,61,2,2,uniform,0.7521401118099231
1572,brute,81,2,2,uniform,0.7521401118099231
1573,ball_tree,81,2,2,uniform,0.7521401118099231
1574,brute,1,2,2,uniform,0.7521401118099231
1575,brute,11,2,2,uniform,0.7521401118099231
1576,auto,11,2,2,uniform,0.7521401118099231
1577,kd_tree,51,2,2,uniform,0.7521401118099231
1578,auto,81,2,2,uniform,0.7521401118099231
1579,ball_tree,51,2,2,uniform,0.7521401118099231
1580,ball_tree,91,2,2,uniform,0.7521401118099231
1581,ball_tree,61,2,2,uniform,0.7521401118099231
1582,brute,41,2,2,uniform,0.7521401118099231
1583,auto,1,2,2,uniform,0.7521401118099231
1584,ball_tree,41,2,2,uniform,0.7521401118099231
1585,auto,41,2,2,uniform,0.7521401118099231
1586,kd_tree,1,2,2,uniform,0.7521401118099231
1587,kd_tree,91,2,2,uniform,0.7521401118099231
1588,auto,71,2,2,uniform,0.7521401118099231
1589,ball_tree,71,2,2,uniform,0.7521401118099231
1590,brute,21,2,2,uniform,0.7521401118099231
1591,kd_tree,61,2,2,uniform,0.7521401118099231
1592,kd_tree,41,2,2,uniform,0.7521401118099231
1593,auto,91,2,2,uniform,0.7521401118099231
1594,ball_tree,31,2,2,uniform,0.7521401118099231
1595,kd_tree,71,2,2,uniform,0.7521401118099231
1596,brute,51,2,2,uniform,0.7521401118099231
1597,auto,31,2,2,uniform,0.7521401118099231
1598,kd_tree,11,2,2,uniform,0.7521401118099231
1599,auto,51,2,2,uniform,0.7521401118099231
1600,auto,21,6,1,distance,0.750043675751223
1601,auto,71,6,1,distance,0.750043675751223
1602,brute,61,6,1,distance,0.750043675751223
1603,kd_tree,51,6,1,distance,0.750043675751223
1604,kd_tree,61,6,1,distance,0.750043675751223
1605,brute,41,6,1,distance,0.750043675751223
1606,auto,61,6,1,distance,0.750043675751223
1607,kd_tree,41,6,1,distance,0.750043675751223
1608,kd_tree,31,6,1,distance,0.750043675751223
1609,auto,91,6,1,distance,0.750043675751223
1610,auto,81,6,1,distance,0.750043675751223
1611,ball_tree,61,6,1,distance,0.750043675751223
1612,kd_tree,71,6,1,distance,0.750043675751223
1613,ball_tree,91,6,1,distance,0.750043675751223
1614,kd_tree,81,6,1,distance,0.750043675751223
1615,brute,51,6,1,distance,0.750043675751223
1616,brute,31,6,1,distance,0.750043675751223
1617,ball_tree,31,6,1,distance,0.750043675751223
1618,auto,51,6,1,distance,0.750043675751223
1619,ball_tree,41,6,1,distance,0.750043675751223
1620,brute,11,6,1,distance,0.750043675751223
1621,kd_tree,91,6,1,distance,0.750043675751223
1622,ball_tree,21,6,1,distance,0.750043675751223
1623,auto,11,6,1,distance,0.750043675751223
1624,ball_tree,81,6,1,distance,0.750043675751223
1625,ball_tree,51,6,1,distance,0.750043675751223
1626,auto,41,6,1,distance,0.750043675751223
1627,brute,71,6,1,distance,0.750043675751223
1628,ball_tree,71,6,1,distance,0.750043675751223
1629,brute,1,6,1,distance,0.750043675751223
1630,brute,21,6,1,distance,0.750043675751223
1631,kd_tree,1,6,1,distance,0.750043675751223
1632,auto,1,6,1,distance,0.750043675751223
1633,ball_tree,11,6,1,distance,0.750043675751223
1634,brute,81,6,1,distance,0.750043675751223
1635,kd_tree,11,6,1,distance,0.750043675751223
1636,ball_tree,1,6,1,distance,0.750043675751223
1637,brute,91,6,1,distance,0.750043675751223
1638,kd_tree,21,6,1,distance,0.750043675751223
1639,auto,31,6,1,distance,0.750043675751223
1640,kd_tree,91,8,1,uniform,0.7477288609364081
1641,ball_tree,41,8,1,uniform,0.7477288609364081
1642,brute,61,8,1,uniform,0.7477288609364081
1643,brute,31,8,1,uniform,0.7477288609364081
1644,ball_tree,81,8,1,uniform,0.7477288609364081
1645,brute,41,8,1,uniform,0.7477288609364081
1646,kd_tree,71,8,1,uniform,0.7477288609364081
1647,auto,61,8,1,uniform,0.7477288609364081
1648,ball_tree,51,8,1,uniform,0.7477288609364081
1649,auto,91,8,1,uniform,0.7477288609364081
1650,ball_tree,71,8,1,uniform,0.7477288609364081
1651,brute,71,8,1,uniform,0.7477288609364081
1652,kd_tree,51,8,1,uniform,0.7477288609364081
1653,ball_tree,1,8,1,uniform,0.7477288609364081
1654,auto,71,8,1,uniform,0.7477288609364081
1655,brute,1,8,1,uniform,0.7477288609364081
1656,ball_tree,61,8,1,uniform,0.7477288609364081
1657,brute,51,8,1,uniform,0.7477288609364081
1658,kd_tree,21,8,1,uniform,0.7477288609364081
1659,auto,21,8,1,uniform,0.7477288609364081
1660,auto,51,8,1,uniform,0.7477288609364081
1661,auto,1,8,1,uniform,0.7477288609364081
1662,ball_tree,21,8,1,uniform,0.7477288609364081
1663,auto,31,8,1,uniform,0.7477288609364081
1664,kd_tree,31,8,1,uniform,0.7477288609364081
1665,kd_tree,1,8,1,uniform,0.7477288609364081
1666,auto,11,8,1,uniform,0.7477288609364081
1667,kd_tree,11,8,1,uniform,0.7477288609364081
1668,kd_tree,81,8,1,uniform,0.7477288609364081
1669,brute,81,8,1,uniform,0.7477288609364081
1670,brute,21,8,1,uniform,0.7477288609364081
1671,auto,41,8,1,uniform,0.7477288609364081
1672,auto,81,8,1,uniform,0.7477288609364081
1673,ball_tree,11,8,1,uniform,0.7477288609364081
1674,kd_tree,61,8,1,uniform,0.7477288609364081
1675,brute,91,8,1,uniform,0.7477288609364081
1676,ball_tree,31,8,1,uniform,0.7477288609364081
1677,brute,11,8,1,uniform,0.7477288609364081
1678,kd_tree,41,8,1,uniform,0.7477288609364081
1679,ball_tree,91,8,1,uniform,0.7477288609364081
1680,brute,91,2,1,uniform,0.7452830188679245
1681,brute,61,2,1,uniform,0.7452830188679245
1682,brute,71,2,1,uniform,0.7452830188679245
1683,brute,81,2,1,uniform,0.7452830188679245
1684,auto,1,2,1,uniform,0.7452830188679245
1685,brute,51,2,1,uniform,0.7452830188679245
1686,brute,1,2,1,uniform,0.7452830188679245
1687,kd_tree,81,2,1,uniform,0.7452830188679245
1688,kd_tree,71,2,1,uniform,0.7452830188679245
1689,kd_tree,61,2,1,uniform,0.7452830188679245
1690,kd_tree,51,2,1,uniform,0.7452830188679245
1691,kd_tree,41,2,1,uniform,0.7452830188679245
1692,kd_tree,31,2,1,uniform,0.7452830188679245
1693,kd_tree,21,2,1,uniform,0.7452830188679245
1694,kd_tree,11,2,1,uniform,0.7452830188679245
1695,ball_tree,91,2,1,uniform,0.7452830188679245
1696,ball_tree,81,2,1,uniform,0.7452830188679245
1697,ball_tree,71,2,1,uniform,0.7452830188679245
1698,ball_tree,61,2,1,uniform,0.7452830188679245
1699,ball_tree,51,2,1,uniform,0.7452830188679245
1700,ball_tree,41,2,1,uniform,0.7452830188679245
1701,ball_tree,31,2,1,uniform,0.7452830188679245
1702,ball_tree,21,2,1,uniform,0.7452830188679245
1703,ball_tree,11,2,1,uniform,0.7452830188679245
1704,ball_tree,1,2,1,uniform,0.7452830188679245
1705,auto,91,2,1,uniform,0.7452830188679245
1706,auto,81,2,1,uniform,0.7452830188679245
1707,auto,71,2,1,uniform,0.7452830188679245
1708,auto,61,2,1,uniform,0.7452830188679245
1709,auto,51,2,1,uniform,0.7452830188679245
1710,auto,41,2,1,uniform,0.7452830188679245
1711,auto,31,2,1,uniform,0.7452830188679245
1712,auto,21,2,1,uniform,0.7452830188679245
1713,auto,11,2,1,uniform,0.7452830188679245
1714,kd_tree,91,2,1,uniform,0.7452830188679245
1715,kd_tree,1,2,1,uniform,0.7452830188679245
1716,brute,21,2,1,uniform,0.7452830188679245
1717,brute,41,2,1,uniform,0.7452830188679245
1718,brute,31,2,1,uniform,0.7452830188679245
1719,brute,11,2,1,uniform,0.7452830188679245
1720,kd_tree,41,4,1,uniform,0.7406533892382949
1721,kd_tree,11,4,1,uniform,0.7406533892382949
1722,auto,41,4,1,uniform,0.7406533892382949
1723,ball_tree,81,4,1,uniform,0.7406533892382949
1724,kd_tree,51,4,1,uniform,0.7406533892382949
1725,ball_tree,11,4,1,uniform,0.7406533892382949
1726,brute,91,4,1,uniform,0.7406533892382949
1727,auto,51,4,1,uniform,0.7406533892382949
1728,brute,31,4,1,uniform,0.7406533892382949
1729,brute,21,4,1,uniform,0.7406533892382949
1730,ball_tree,21,4,1,uniform,0.7406533892382949
1731,brute,51,4,1,uniform,0.7406533892382949
1732,auto,61,4,1,uniform,0.7406533892382949
1733,ball_tree,91,4,1,uniform,0.7406533892382949
1734,kd_tree,31,4,1,uniform,0.7406533892382949
1735,brute,71,4,1,uniform,0.7406533892382949
1736,auto,71,4,1,uniform,0.7406533892382949
1737,ball_tree,1,4,1,uniform,0.7406533892382949
1738,auto,81,4,1,uniform,0.7406533892382949
1739,kd_tree,1,4,1,uniform,0.7406533892382949
1740,kd_tree,21,4,1,uniform,0.7406533892382949
1741,auto,91,4,1,uniform,0.7406533892382949
1742,kd_tree,61,4,1,uniform,0.7406533892382949
1743,brute,41,4,1,uniform,0.7406533892382949
1744,auto,21,4,1,uniform,0.7406533892382949
1745,brute,81,4,1,uniform,0.7406533892382949
1746,ball_tree,31,4,1,uniform,0.7406533892382949
1747,auto,11,4,1,uniform,0.7406533892382949
1748,ball_tree,61,4,1,uniform,0.7406533892382949
1749,ball_tree,51,4,1,uniform,0.7406533892382949
1750,kd_tree,81,4,1,uniform,0.7406533892382949
1751,auto,1,4,1,uniform,0.7406533892382949
1752,ball_tree,41,4,1,uniform,0.7406533892382949
1753,auto,31,4,1,uniform,0.7406533892382949
1754,kd_tree,71,4,1,uniform,0.7406533892382949
1755,brute,11,4,1,uniform,0.7406533892382949
1756,brute,61,4,1,uniform,0.7406533892382949
1757,ball_tree,71,4,1,uniform,0.7406533892382949
1758,brute,1,4,1,uniform,0.7406533892382949
1759,kd_tree,91,4,1,uniform,0.7406533892382949
1760,kd_tree,1,5,1,uniform,0.7382948986722571
1761,brute,1,5,1,uniform,0.7382948986722571
1762,brute,31,5,1,uniform,0.7382948986722571
1763,auto,91,5,1,uniform,0.7382948986722571
1764,ball_tree,1,5,1,uniform,0.7382948986722571
1765,ball_tree,51,5,1,uniform,0.7382948986722571
1766,ball_tree,71,5,1,uniform,0.7382948986722571
1767,ball_tree,91,5,1,uniform,0.7382948986722571
1768,ball_tree,31,5,1,uniform,0.7382948986722571
1769,brute,51,5,1,uniform,0.7382948986722571
1770,ball_tree,61,5,1,uniform,0.7382948986722571
1771,brute,71,5,1,uniform,0.7382948986722571
1772,ball_tree,21,5,1,uniform,0.7382948986722571
1773,ball_tree,81,5,1,uniform,0.7382948986722571
1774,brute,21,5,1,uniform,0.7382948986722571
1775,ball_tree,11,5,1,uniform,0.7382948986722571
1776,brute,81,5,1,uniform,0.7382948986722571
1777,auto,71,5,1,uniform,0.7382948986722571
1778,ball_tree,41,5,1,uniform,0.7382948986722571
1779,kd_tree,11,5,1,uniform,0.7382948986722571
1780,kd_tree,41,5,1,uniform,0.7382948986722571
1781,auto,1,5,1,uniform,0.7382948986722571
1782,auto,11,5,1,uniform,0.7382948986722571
1783,kd_tree,91,5,1,uniform,0.7382948986722571
1784,auto,21,5,1,uniform,0.7382948986722571
1785,kd_tree,81,5,1,uniform,0.7382948986722571
1786,brute,41,5,1,uniform,0.7382948986722571
1787,kd_tree,71,5,1,uniform,0.7382948986722571
1788,auto,31,5,1,uniform,0.7382948986722571
1789,kd_tree,61,5,1,uniform,0.7382948986722571
1790,brute,11,5,1,uniform,0.7382948986722571
1791,brute,91,5,1,uniform,0.7382948986722571
1792,kd_tree,51,5,1,uniform,0.7382948986722571
1793,auto,41,5,1,uniform,0.7382948986722571
1794,brute,61,5,1,uniform,0.7382948986722571
1795,auto,81,5,1,uniform,0.7382948986722571
