,C,coef0,decision_function_shape,gamma,kernel,Accuracy
920,6.0,1.0,ovr,1.0,poly,0.7383822501747029
921,6.0,1.0,ovo,1.0,poly,0.7383822501747029
922,5.0,3.0,ovo,3.0,poly,0.7383822501747029
923,8.0,1.0,ovr,1.0,poly,0.7383822501747029
924,2.0,3.0,ovo,3.0,poly,0.7383822501747029
925,8.0,1.0,ovo,1.0,poly,0.7383822501747029
926,6.0,1.0,ovr,0.5,poly,0.7383822501747029
927,4.0,3.0,ovr,3.0,poly,0.7383822501747029
928,7.0,3.0,ovo,3.0,poly,0.7383822501747029
929,1.0,3.0,ovo,3.0,poly,0.7383822501747029
930,3.0,3.0,ovr,3.0,poly,0.7383822501747029
931,3.0,1.0,ovr,1.0,poly,0.7383822501747029
932,4.0,1.0,ovr,1.0,poly,0.7383822501747029
933,6.0,3.0,ovr,3.0,poly,0.7383822501747029
934,5.0,1.0,ovo,1.0,poly,0.7383822501747029
935,5.0,1.0,ovr,1.0,poly,0.7383822501747029
936,4.0,1.0,ovo,1.0,poly,0.7383822501747029
937,8.0,3.0,ovo,3.0,poly,0.7383822501747029
938,3.0,3.0,ovo,3.0,poly,0.7383822501747029
939,7.0,3.0,ovr,3.0,poly,0.7383822501747029
940,4.0,3.0,ovo,3.0,poly,0.7383822501747029
941,1.0,3.0,ovr,3.0,poly,0.7383822501747029
942,7.0,1.0,ovr,1.0,poly,0.7383822501747029
943,8.0,3.0,ovr,3.0,poly,0.7383822501747029
944,7.0,1.0,ovo,1.0,poly,0.7383822501747029
945,3.0,1.0,ovo,1.0,poly,0.7383822501747029
946,5.0,1.0,ovo,0.5,poly,0.7360674353598882
947,8.0,1.0,ovr,0.5,poly,0.7360674353598882
948,5.0,1.0,ovr,0.5,poly,0.7360674353598882
949,1.0,2.0,ovo,1.0,poly,0.7360674353598882
950,8.0,1.0,ovo,0.5,poly,0.7360674353598882
951,1.0,2.0,ovr,1.0,poly,0.7360674353598882
952,6.0,3.0,ovo,0.1,poly,0.7360237596086653
953,7.0,3.0,ovo,0.1,poly,0.7360237596086653
954,6.0,3.0,ovr,0.1,poly,0.7360237596086653
955,7.0,3.0,ovr,0.1,poly,0.7360237596086653
956,2.0,0.0,ovr,0.001,sigmoid,0.7360237596086652
957,2.0,0.0,ovo,0.001,sigmoid,0.7360237596086652
958,4.0,1.0,ovo,0.5,poly,0.7337526205450733
959,4.0,1.0,ovr,0.5,poly,0.7337526205450733
960,8.0,3.0,ovr,0.1,poly,0.7337089447938505
961,8.0,3.0,ovo,0.1,poly,0.7337089447938505
962,4.0,2.0,ovr,0.1,poly,0.7337089447938504
963,4.0,2.0,ovo,0.1,poly,0.7337089447938504
964,1.0,3.0,ovo,0.001,rbf,0.7336652690426275
965,2.0,2.0,ovr,1.0,poly,0.7336652690426275
966,1.0,1.0,ovr,0.001,rbf,0.7336652690426275
967,1.0,0.0,ovr,0.001,rbf,0.7336652690426275
968,3.0,3.0,ovo,0.1,poly,0.7336652690426275
969,1.0,3.0,ovr,0.001,rbf,0.7336652690426275
970,1.0,0.0,ovo,0.001,rbf,0.7336652690426275
971,3.0,3.0,ovr,0.1,poly,0.7336652690426275
972,4.0,2.0,ovr,1.0,poly,0.7336652690426275
973,7.0,2.0,ovr,1.0,poly,0.7336652690426275
974,7.0,2.0,ovo,1.0,poly,0.7336652690426275
975,6.0,2.0,ovo,1.0,poly,0.7336652690426275
976,4.0,2.0,ovo,1.0,poly,0.7336652690426275
977,8.0,2.0,ovr,1.0,poly,0.7336652690426275
978,5.0,3.0,ovo,0.1,poly,0.7336652690426275
979,1.0,2.0,ovr,0.001,rbf,0.7336652690426275
980,8.0,2.0,ovo,1.0,poly,0.7336652690426275
981,3.0,2.0,ovo,1.0,poly,0.7336652690426275
982,5.0,2.0,ovr,1.0,poly,0.7336652690426275
983,1.0,2.0,ovo,0.001,rbf,0.7336652690426275
984,1.0,1.0,ovo,0.001,rbf,0.7336652690426275
985,5.0,2.0,ovo,1.0,poly,0.7336652690426275
986,5.0,3.0,ovr,0.1,poly,0.7336652690426275
987,6.0,2.0,ovr,1.0,poly,0.7336652690426275
988,2.0,2.0,ovo,1.0,poly,0.7336652690426275
989,3.0,2.0,ovr,1.0,poly,0.7336652690426275
990,8.0,2.0,ovr,0.1,poly,0.7313504542278128
991,8.0,2.0,ovo,0.1,poly,0.7313504542278128
992,8.0,0.0,ovr,0.01,poly,0.7313504542278128
993,8.0,0.0,ovo,0.01,poly,0.7313504542278128
994,7.0,0.0,ovr,0.01,poly,0.7243623340321454
995,7.0,0.0,ovo,0.01,poly,0.7243623340321454
996,3.0,2.0,ovr,0.01,sigmoid,0.7243186582809225
997,3.0,2.0,ovo,0.01,sigmoid,0.7243186582809225
998,6.0,0.0,ovr,0.01,poly,0.7103860936408106
999,6.0,0.0,ovo,0.01,poly,0.7103860936408106
1000,4.0,1.0,ovo,0.001,sigmoid,0.7031795946890287
1001,4.0,1.0,ovr,0.001,sigmoid,0.7031795946890287
1002,5.0,0.0,ovo,0.01,poly,0.6985936408106219
1003,5.0,0.0,ovr,0.01,poly,0.6985936408106219
1004,8.0,3.0,ovr,0.1,sigmoid,0.6941387141858839
1005,8.0,3.0,ovo,0.1,sigmoid,0.6941387141858839
1006,1.0,0.0,ovr,0.1,sigmoid,0.6912561146051712
1007,1.0,0.0,ovo,0.1,sigmoid,0.6912561146051712
1008,1.0,2.0,ovo,0.1,sigmoid,0.6823899371069183
1009,1.0,2.0,ovr,0.1,sigmoid,0.6823899371069183
1010,1.0,1.0,ovo,0.1,sigmoid,0.6820842068483577
1011,1.0,1.0,ovr,0.1,sigmoid,0.6820842068483577
1012,7.0,3.0,ovr,0.1,sigmoid,0.6800314465408805
1013,7.0,3.0,ovo,0.1,sigmoid,0.6800314465408805
1014,6.0,3.0,ovr,0.1,sigmoid,0.6778039832285114
1015,6.0,3.0,ovo,0.1,sigmoid,0.6778039832285114
1016,4.0,0.0,ovr,0.01,poly,0.6728686233403215
1017,4.0,0.0,ovo,0.01,poly,0.6728686233403215
1018,2.0,0.0,ovo,0.1,sigmoid,0.6678459119496855
1019,2.0,0.0,ovr,0.1,sigmoid,0.6678459119496855
1020,3.0,0.0,ovr,0.1,sigmoid,0.6657058001397624
1021,3.0,0.0,ovo,0.1,sigmoid,0.6657058001397624
1022,4.0,0.0,ovr,0.1,sigmoid,0.6656621243885394
1023,4.0,0.0,ovo,0.1,sigmoid,0.6656621243885394
1024,2.0,2.0,ovo,0.1,sigmoid,0.6615566037735849
1025,2.0,2.0,ovr,0.1,sigmoid,0.6615566037735849
1026,4.0,1.0,ovr,0.1,sigmoid,0.6610761705101329
1027,4.0,1.0,ovo,0.1,sigmoid,0.6610761705101329
1028,2.0,1.0,ovr,0.5,rbf,0.656533892382949
1029,7.0,0.0,ovr,0.5,rbf,0.656533892382949
1030,2.0,0.0,ovr,0.5,rbf,0.656533892382949
1031,7.0,1.0,ovo,0.5,rbf,0.656533892382949
1032,7.0,2.0,ovo,0.5,rbf,0.656533892382949
1033,7.0,1.0,ovr,0.5,rbf,0.656533892382949
1034,6.0,2.0,ovo,0.5,rbf,0.656533892382949
1035,8.0,0.0,ovr,0.5,rbf,0.656533892382949
1036,7.0,2.0,ovr,0.5,rbf,0.656533892382949
1037,6.0,3.0,ovr,0.5,rbf,0.656533892382949
1038,7.0,0.0,ovo,0.5,rbf,0.656533892382949
1039,6.0,2.0,ovr,0.5,rbf,0.656533892382949
1040,6.0,3.0,ovo,0.5,rbf,0.656533892382949
1041,2.0,0.0,ovo,0.5,rbf,0.656533892382949
1042,2.0,2.0,ovo,0.5,rbf,0.656533892382949
1043,2.0,1.0,ovo,0.5,rbf,0.656533892382949
1044,7.0,3.0,ovr,0.5,rbf,0.656533892382949
1045,8.0,0.0,ovo,0.5,rbf,0.656533892382949
1046,7.0,3.0,ovo,0.5,rbf,0.656533892382949
1047,6.0,1.0,ovr,0.5,rbf,0.656533892382949
1048,6.0,0.0,ovr,0.5,rbf,0.656533892382949
1049,6.0,0.0,ovo,0.5,rbf,0.656533892382949
1050,8.0,1.0,ovr,0.5,rbf,0.656533892382949
1051,5.0,3.0,ovr,0.5,rbf,0.656533892382949
1052,3.0,0.0,ovo,0.5,rbf,0.656533892382949
1053,5.0,3.0,ovo,0.5,rbf,0.656533892382949
1054,3.0,0.0,ovr,0.5,rbf,0.656533892382949
1055,5.0,2.0,ovr,0.5,rbf,0.656533892382949
1056,8.0,2.0,ovo,0.5,rbf,0.656533892382949
1057,5.0,2.0,ovo,0.5,rbf,0.656533892382949
1058,3.0,1.0,ovo,0.5,rbf,0.656533892382949
1059,5.0,1.0,ovr,0.5,rbf,0.656533892382949
1060,5.0,1.0,ovo,0.5,rbf,0.656533892382949
1061,3.0,2.0,ovo,0.5,rbf,0.656533892382949
1062,5.0,0.0,ovr,0.5,rbf,0.656533892382949
1063,8.0,2.0,ovr,0.5,rbf,0.656533892382949
1064,5.0,0.0,ovo,0.5,rbf,0.656533892382949
1065,3.0,2.0,ovr,0.5,rbf,0.656533892382949
1066,4.0,3.0,ovr,0.5,rbf,0.656533892382949
1067,3.0,3.0,ovo,0.5,rbf,0.656533892382949
1068,4.0,3.0,ovo,0.5,rbf,0.656533892382949
1069,8.0,3.0,ovo,0.5,rbf,0.656533892382949
1070,4.0,2.0,ovr,0.5,rbf,0.656533892382949
1071,3.0,3.0,ovr,0.5,rbf,0.656533892382949
1072,4.0,2.0,ovo,0.5,rbf,0.656533892382949
1073,4.0,0.0,ovo,0.5,rbf,0.656533892382949
1074,4.0,1.0,ovr,0.5,rbf,0.656533892382949
1075,8.0,3.0,ovr,0.5,rbf,0.656533892382949
1076,4.0,1.0,ovo,0.5,rbf,0.656533892382949
1077,4.0,0.0,ovr,0.5,rbf,0.656533892382949
1078,2.0,3.0,ovr,0.5,rbf,0.656533892382949
1079,3.0,1.0,ovr,0.5,rbf,0.656533892382949
1080,8.0,1.0,ovo,0.5,rbf,0.656533892382949
1081,6.0,1.0,ovo,0.5,rbf,0.656533892382949
1082,2.0,2.0,ovr,0.5,rbf,0.656533892382949
1083,2.0,3.0,ovo,0.5,rbf,0.656533892382949
1084,3.0,0.0,ovo,0.01,poly,0.6518169112508735
1085,3.0,0.0,ovr,0.01,poly,0.6518169112508735
1086,5.0,3.0,ovr,0.1,sigmoid,0.6496331236897275
1087,5.0,3.0,ovo,0.1,sigmoid,0.6496331236897275
1088,5.0,0.0,ovr,0.1,sigmoid,0.64937106918239
1089,5.0,0.0,ovo,0.1,sigmoid,0.64937106918239
1090,6.0,0.0,ovo,0.1,sigmoid,0.6492837176799441
1091,6.0,0.0,ovr,0.1,sigmoid,0.6492837176799441
1092,1.0,3.0,ovo,0.5,rbf,0.6471872816212438
1093,1.0,2.0,ovo,0.5,rbf,0.6471872816212438
1094,1.0,1.0,ovr,0.5,rbf,0.6471872816212438
1095,1.0,1.0,ovo,0.5,rbf,0.6471872816212438
1096,1.0,3.0,ovr,0.5,rbf,0.6471872816212438
1097,1.0,2.0,ovr,0.5,rbf,0.6471872816212438
1098,1.0,0.0,ovo,0.5,rbf,0.6471872816212438
1099,1.0,0.0,ovr,0.5,rbf,0.6471872816212438
1100,8.0,1.0,ovo,1.0,rbf,0.6448724668064291
1101,6.0,1.0,ovo,1.0,rbf,0.6448724668064291
1102,4.0,0.0,ovo,1.0,rbf,0.6448724668064291
1103,5.0,2.0,ovo,1.0,rbf,0.6448724668064291
1104,3.0,2.0,ovr,1.0,rbf,0.6448724668064291
1105,8.0,2.0,ovr,1.0,rbf,0.6448724668064291
1106,1.0,2.0,ovr,1.0,rbf,0.6448724668064291
1107,3.0,1.0,ovo,1.0,rbf,0.6448724668064291
1108,3.0,0.0,ovr,1.0,rbf,0.6448724668064291
1109,8.0,2.0,ovo,1.0,rbf,0.6448724668064291
1110,7.0,2.0,ovr,1.0,rbf,0.6448724668064291
1111,2.0,1.0,ovo,1.0,rbf,0.6448724668064291
1112,2.0,2.0,ovr,1.0,rbf,0.6448724668064291
1113,6.0,3.0,ovr,1.0,rbf,0.6448724668064291
1114,5.0,1.0,ovr,1.0,rbf,0.6448724668064291
1115,1.0,3.0,ovo,1.0,rbf,0.6448724668064291
1116,4.0,3.0,ovo,1.0,rbf,0.6448724668064291
1117,2.0,0.0,ovo,1.0,rbf,0.6448724668064291
1118,3.0,2.0,ovo,1.0,rbf,0.6448724668064291
1119,5.0,0.0,ovr,1.0,rbf,0.6448724668064291
1120,3.0,3.0,ovo,1.0,rbf,0.6448724668064291
1121,5.0,0.0,ovo,1.0,rbf,0.6448724668064291
1122,1.0,3.0,ovr,1.0,rbf,0.6448724668064291
1123,7.0,0.0,ovr,1.0,rbf,0.6448724668064291
1124,1.0,0.0,ovr,1.0,rbf,0.6448724668064291
1125,5.0,1.0,ovo,1.0,rbf,0.6448724668064291
1126,8.0,3.0,ovo,1.0,rbf,0.6448724668064291
1127,4.0,2.0,ovo,1.0,rbf,0.6448724668064291
1128,3.0,1.0,ovr,1.0,rbf,0.6448724668064291
1129,7.0,1.0,ovo,1.0,rbf,0.6448724668064291
1130,7.0,3.0,ovr,1.0,rbf,0.6448724668064291
1131,2.0,0.0,ovr,1.0,rbf,0.6448724668064291
1132,1.0,2.0,ovo,1.0,rbf,0.6448724668064291
1133,1.0,1.0,ovr,1.0,rbf,0.6448724668064291
1134,4.0,1.0,ovr,1.0,rbf,0.6448724668064291
1135,7.0,0.0,ovo,1.0,rbf,0.6448724668064291
1136,8.0,0.0,ovo,1.0,rbf,0.6448724668064291
1137,3.0,3.0,ovr,1.0,rbf,0.6448724668064291
1138,2.0,2.0,ovo,1.0,rbf,0.6448724668064291
1139,6.0,1.0,ovr,1.0,rbf,0.6448724668064291
1140,6.0,2.0,ovo,1.0,rbf,0.6448724668064291
1141,5.0,3.0,ovr,1.0,rbf,0.6448724668064291
1142,4.0,1.0,ovo,1.0,rbf,0.6448724668064291
1143,8.0,3.0,ovr,1.0,rbf,0.6448724668064291
1144,8.0,0.0,ovr,1.0,rbf,0.6448724668064291
1145,7.0,3.0,ovo,1.0,rbf,0.6448724668064291
1146,1.0,1.0,ovo,1.0,rbf,0.6448724668064291
1147,6.0,2.0,ovr,1.0,rbf,0.6448724668064291
1148,3.0,0.0,ovo,1.0,rbf,0.6448724668064291
1149,2.0,3.0,ovr,1.0,rbf,0.6448724668064291
1150,4.0,2.0,ovr,1.0,rbf,0.6448724668064291
1151,6.0,0.0,ovr,1.0,rbf,0.6448724668064291
1152,1.0,0.0,ovo,1.0,rbf,0.6448724668064291
1153,6.0,0.0,ovo,1.0,rbf,0.6448724668064291
1154,7.0,1.0,ovr,1.0,rbf,0.6448724668064291
1155,4.0,0.0,ovr,1.0,rbf,0.6448724668064291
1156,8.0,1.0,ovr,1.0,rbf,0.6448724668064291
1157,2.0,1.0,ovr,1.0,rbf,0.6448724668064291
1158,7.0,2.0,ovo,1.0,rbf,0.6448724668064291
1159,5.0,2.0,ovr,1.0,rbf,0.6448724668064291
1160,2.0,3.0,ovo,1.0,rbf,0.6448724668064291
1161,5.0,3.0,ovo,1.0,rbf,0.6448724668064291
1162,4.0,3.0,ovr,1.0,rbf,0.6448724668064291
1163,6.0,3.0,ovo,1.0,rbf,0.6448724668064291
1164,4.0,3.0,ovr,0.1,sigmoid,0.6426013277428372
1165,4.0,3.0,ovo,0.1,sigmoid,0.6426013277428372
1166,5.0,2.0,ovo,0.1,sigmoid,0.6401991614255765
1167,5.0,2.0,ovr,0.1,sigmoid,0.6401991614255765
1168,7.0,0.0,ovo,0.1,sigmoid,0.639937106918239
1169,7.0,0.0,ovr,0.1,sigmoid,0.639937106918239
1170,2.0,1.0,ovr,0.1,sigmoid,0.6399371069182389
1171,2.0,1.0,ovo,0.1,sigmoid,0.6399371069182389
1172,3.0,2.0,ovo,0.1,sigmoid,0.6356568832983928
1173,3.0,2.0,ovr,0.1,sigmoid,0.6356568832983928
1174,3.0,3.0,ovo,0.1,sigmoid,0.6356568832983926
1175,3.0,3.0,ovr,0.1,sigmoid,0.6356568832983926
1176,4.0,2.0,ovo,0.1,sigmoid,0.6356132075471698
1177,4.0,2.0,ovr,0.1,sigmoid,0.6356132075471698
1178,1.0,1.0,ovo,3.0,rbf,0.6354821802935011
1179,1.0,0.0,ovo,3.0,rbf,0.6354821802935011
1180,2.0,0.0,ovo,3.0,rbf,0.6354821802935011
1181,2.0,1.0,ovo,3.0,rbf,0.6354821802935011
1182,2.0,2.0,ovr,3.0,rbf,0.6354821802935011
1183,3.0,0.0,ovr,3.0,rbf,0.6354821802935011
1184,3.0,3.0,ovr,3.0,rbf,0.6354821802935011
1185,3.0,2.0,ovo,3.0,rbf,0.6354821802935011
1186,1.0,3.0,ovo,3.0,rbf,0.6354821802935011
1187,1.0,1.0,ovr,3.0,rbf,0.6354821802935011
1188,2.0,3.0,ovo,3.0,rbf,0.6354821802935011
1189,3.0,0.0,ovo,3.0,rbf,0.6354821802935011
1190,3.0,2.0,ovr,3.0,rbf,0.6354821802935011
1191,1.0,3.0,ovr,3.0,rbf,0.6354821802935011
1192,2.0,3.0,ovr,3.0,rbf,0.6354821802935011
1193,3.0,3.0,ovo,3.0,rbf,0.6354821802935011
1194,1.0,0.0,ovr,3.0,rbf,0.6354821802935011
1195,1.0,2.0,ovo,3.0,rbf,0.6354821802935011
1196,2.0,0.0,ovr,3.0,rbf,0.6354821802935011
1197,2.0,2.0,ovo,3.0,rbf,0.6354821802935011
1198,1.0,2.0,ovr,3.0,rbf,0.6354821802935011
1199,2.0,1.0,ovr,3.0,rbf,0.6354821802935011
1200,3.0,1.0,ovo,3.0,rbf,0.6354821802935011
1201,3.0,1.0,ovr,3.0,rbf,0.6354821802935011
1202,3.0,1.0,ovr,0.1,sigmoid,0.6354385045422781
1203,3.0,1.0,ovo,0.1,sigmoid,0.6354385045422781
1204,7.0,2.0,ovo,3.0,rbf,0.6331236897274632
1205,7.0,1.0,ovo,3.0,rbf,0.6331236897274632
1206,8.0,2.0,ovr,3.0,rbf,0.6331236897274632
1207,5.0,0.0,ovo,3.0,rbf,0.6331236897274632
1208,8.0,3.0,ovo,3.0,rbf,0.6331236897274632
1209,6.0,1.0,ovo,3.0,rbf,0.6331236897274632
1210,4.0,3.0,ovr,3.0,rbf,0.6331236897274632
1211,7.0,1.0,ovr,3.0,rbf,0.6331236897274632
1212,4.0,3.0,ovo,3.0,rbf,0.6331236897274632
1213,5.0,1.0,ovr,3.0,rbf,0.6331236897274632
1214,5.0,0.0,ovr,3.0,rbf,0.6331236897274632
1215,7.0,0.0,ovr,3.0,rbf,0.6331236897274632
1216,8.0,3.0,ovr,3.0,rbf,0.6331236897274632
1217,6.0,0.0,ovo,3.0,rbf,0.6331236897274632
1218,6.0,2.0,ovo,3.0,rbf,0.6331236897274632
1219,4.0,0.0,ovr,3.0,rbf,0.6331236897274632
1220,8.0,0.0,ovr,3.0,rbf,0.6331236897274632
1221,6.0,2.0,ovr,3.0,rbf,0.6331236897274632
1222,8.0,1.0,ovo,3.0,rbf,0.6331236897274632
1223,5.0,3.0,ovr,3.0,rbf,0.6331236897274632
1224,6.0,0.0,ovr,3.0,rbf,0.6331236897274632
1225,4.0,1.0,ovo,3.0,rbf,0.6331236897274632
1226,7.0,3.0,ovo,3.0,rbf,0.6331236897274632
1227,5.0,3.0,ovo,3.0,rbf,0.6331236897274632
1228,8.0,1.0,ovr,3.0,rbf,0.6331236897274632
1229,6.0,3.0,ovo,3.0,rbf,0.6331236897274632
1230,4.0,2.0,ovr,3.0,rbf,0.6331236897274632
1231,5.0,2.0,ovr,3.0,rbf,0.6331236897274632
1232,4.0,0.0,ovo,3.0,rbf,0.6331236897274632
1233,7.0,2.0,ovr,3.0,rbf,0.6331236897274632
1234,5.0,2.0,ovo,3.0,rbf,0.6331236897274632
1235,6.0,3.0,ovr,3.0,rbf,0.6331236897274632
1236,8.0,0.0,ovo,3.0,rbf,0.6331236897274632
1237,8.0,2.0,ovo,3.0,rbf,0.6331236897274632
1238,4.0,1.0,ovr,3.0,rbf,0.6331236897274632
1239,7.0,0.0,ovo,3.0,rbf,0.6331236897274632
1240,6.0,1.0,ovr,3.0,rbf,0.6331236897274632
1241,5.0,1.0,ovo,3.0,rbf,0.6331236897274632
1242,4.0,2.0,ovo,3.0,rbf,0.6331236897274632
1243,7.0,3.0,ovr,3.0,rbf,0.6331236897274632
1244,6.0,2.0,ovo,0.1,sigmoid,0.6330363382250175
1245,8.0,0.0,ovo,0.1,sigmoid,0.6330363382250175
1246,8.0,0.0,ovr,0.1,sigmoid,0.6330363382250175
1247,6.0,2.0,ovr,0.1,sigmoid,0.6330363382250175
1248,5.0,1.0,ovo,0.1,sigmoid,0.6309835779175401
1249,5.0,1.0,ovr,0.1,sigmoid,0.6309835779175401
1250,2.0,0.0,ovo,0.01,poly,0.6284067085953879
1251,2.0,0.0,ovr,0.01,poly,0.6284067085953879
1252,7.0,2.0,ovr,0.1,sigmoid,0.628363032844165
1253,7.0,2.0,ovo,0.1,sigmoid,0.628363032844165
1254,8.0,1.0,ovo,0.1,sigmoid,0.6262229210342418
1255,8.0,1.0,ovr,0.1,sigmoid,0.6262229210342418
1256,7.0,1.0,ovr,0.1,sigmoid,0.6192348008385744
1257,7.0,1.0,ovo,0.1,sigmoid,0.6192348008385744
1258,6.0,1.0,ovo,0.1,sigmoid,0.6168326345213138
1259,6.0,1.0,ovr,0.1,sigmoid,0.6168326345213138
1260,8.0,2.0,ovr,0.1,sigmoid,0.614517819706499
1261,8.0,2.0,ovo,0.1,sigmoid,0.614517819706499
1262,2.0,3.0,ovo,0.1,sigmoid,0.6098445143256463
1263,2.0,3.0,ovr,0.1,sigmoid,0.6098445143256463
1264,1.0,3.0,ovr,3.0,sigmoid,0.6095824598183088
1265,1.0,3.0,ovo,3.0,sigmoid,0.6095824598183088
1266,2.0,1.0,ovo,0.5,sigmoid,0.6047344514325647
1267,2.0,1.0,ovr,0.5,sigmoid,0.6047344514325647
1268,8.0,0.0,ovr,1.0,sigmoid,0.6025506638714186
1269,8.0,0.0,ovo,1.0,sigmoid,0.6025506638714186
1270,3.0,1.0,ovo,0.001,sigmoid,0.6005415793151642
1271,3.0,1.0,ovr,0.001,sigmoid,0.6005415793151642
1272,1.0,0.0,ovr,0.5,sigmoid,0.5999301187980434
1273,1.0,0.0,ovo,0.5,sigmoid,0.5999301187980434
1274,2.0,2.0,ovo,0.01,sigmoid,0.5981830887491264
1275,2.0,2.0,ovr,0.01,sigmoid,0.5981830887491264
1276,1.0,1.0,ovo,0.5,sigmoid,0.5981394129979036
1277,1.0,1.0,ovr,0.5,sigmoid,0.5981394129979036
1278,5.0,0.0,ovo,1.0,sigmoid,0.5979647099930119
1279,5.0,0.0,ovr,1.0,sigmoid,0.5979647099930119
1280,3.0,1.0,ovr,0.5,sigmoid,0.5978336827393431
1281,3.0,1.0,ovo,0.5,sigmoid,0.5978336827393431
1282,1.0,1.0,ovr,3.0,sigmoid,0.5956062194269741
1283,1.0,1.0,ovo,3.0,sigmoid,0.5956062194269741
1284,1.0,1.0,ovo,1.0,sigmoid,0.5954315164220825
1285,1.0,1.0,ovr,1.0,sigmoid,0.5954315164220825
1286,2.0,0.0,ovo,0.5,sigmoid,0.5953441649196366
1287,2.0,0.0,ovr,0.5,sigmoid,0.5953441649196366
1288,3.0,0.0,ovr,0.5,sigmoid,0.5953441649196366
1289,3.0,0.0,ovo,0.5,sigmoid,0.5953441649196366
1290,1.0,0.0,ovo,0.01,poly,0.5935534591194969
1291,1.0,0.0,ovr,0.01,poly,0.5935534591194969
1292,2.0,2.0,ovo,1.0,sigmoid,0.593509783368274
1293,2.0,2.0,ovr,1.0,sigmoid,0.593509783368274
1294,1.0,2.0,ovr,1.0,sigmoid,0.5934661076170511
1295,1.0,2.0,ovo,1.0,sigmoid,0.5934661076170511
1296,5.0,1.0,ovr,1.0,sigmoid,0.5910202655485675
1297,5.0,1.0,ovo,1.0,sigmoid,0.5910202655485675
1298,1.0,0.0,ovr,3.0,sigmoid,0.5908892382948987
1299,1.0,0.0,ovo,3.0,sigmoid,0.5908892382948987
1300,1.0,0.0,ovr,0.001,sigmoid,0.5887928022361985
1301,1.0,0.0,ovo,0.001,sigmoid,0.5887928022361985
1302,6.0,2.0,ovr,3.0,sigmoid,0.5886180992313068
1303,6.0,2.0,ovo,3.0,sigmoid,0.5886180992313068
1304,8.0,1.0,ovr,0.5,sigmoid,0.5886180992313067
1305,8.0,1.0,ovo,0.5,sigmoid,0.5886180992313067
1306,3.0,3.0,ovo,3.0,sigmoid,0.5885744234800838
1307,3.0,3.0,ovr,3.0,sigmoid,0.5885744234800838
1308,1.0,0.0,ovr,1.0,sigmoid,0.588530747728861
1309,1.0,0.0,ovo,1.0,sigmoid,0.588530747728861
1310,8.0,3.0,ovo,3.0,sigmoid,0.5885307477288609
1311,8.0,3.0,ovr,3.0,sigmoid,0.5885307477288609
1312,7.0,0.0,ovo,0.5,sigmoid,0.5885307477288609
1313,7.0,0.0,ovr,0.5,sigmoid,0.5885307477288609
1314,3.0,0.0,ovr,1.0,sigmoid,0.5884433962264151
1315,3.0,0.0,ovo,1.0,sigmoid,0.5884433962264151
1316,7.0,2.0,ovo,3.0,sigmoid,0.5863032844164919
1317,7.0,2.0,ovr,3.0,sigmoid,0.5863032844164919
1318,4.0,3.0,ovr,3.0,sigmoid,0.586259608665269
1319,6.0,1.0,ovr,1.0,sigmoid,0.586259608665269
1320,4.0,3.0,ovo,3.0,sigmoid,0.586259608665269
1321,5.0,3.0,ovo,3.0,sigmoid,0.586259608665269
1322,6.0,1.0,ovo,1.0,sigmoid,0.586259608665269
1323,5.0,3.0,ovr,3.0,sigmoid,0.586259608665269
1324,6.0,3.0,ovo,3.0,sigmoid,0.5862596086652689
1325,6.0,3.0,ovr,3.0,sigmoid,0.5862596086652689
1326,4.0,0.0,ovr,1.0,sigmoid,0.5862596086652689
1327,4.0,0.0,ovo,1.0,sigmoid,0.5862596086652689
1328,5.0,0.0,ovo,3.0,sigmoid,0.5862159329140462
1329,5.0,0.0,ovr,3.0,sigmoid,0.5862159329140462
1330,7.0,3.0,ovr,3.0,sigmoid,0.5862159329140462
1331,7.0,3.0,ovo,3.0,sigmoid,0.5862159329140462
1332,8.0,0.0,ovr,0.5,sigmoid,0.5861722571628232
1333,8.0,0.0,ovo,0.5,sigmoid,0.5861722571628232
1334,8.0,1.0,ovr,1.0,sigmoid,0.5861722571628232
1335,8.0,1.0,ovo,1.0,sigmoid,0.5861722571628232
1336,5.0,3.0,ovo,0.01,sigmoid,0.5841194968553458
1337,3.0,3.0,ovo,0.001,sigmoid,0.5841194968553458
1338,8.0,3.0,ovo,0.001,sigmoid,0.5841194968553458
1339,3.0,3.0,ovo,0.01,sigmoid,0.5841194968553458
1340,6.0,3.0,ovo,0.001,sigmoid,0.5841194968553458
1341,6.0,3.0,ovo,0.01,sigmoid,0.5841194968553458
1342,1.0,0.0,ovr,0.001,poly,0.5841194968553458
1343,3.0,0.0,ovo,0.001,poly,0.5841194968553458
1344,6.0,2.0,ovr,0.001,sigmoid,0.5841194968553458
1345,4.0,3.0,ovr,0.01,sigmoid,0.5841194968553458
1346,8.0,2.0,ovo,0.001,sigmoid,0.5841194968553458
1347,1.0,1.0,ovo,0.001,sigmoid,0.5841194968553458
1348,2.0,1.0,ovr,0.001,sigmoid,0.5841194968553458
1349,6.0,3.0,ovr,0.001,sigmoid,0.5841194968553458
1350,3.0,0.0,ovr,0.001,poly,0.5841194968553458
1351,5.0,3.0,ovo,0.001,sigmoid,0.5841194968553458
1352,8.0,3.0,ovo,0.01,sigmoid,0.5841194968553458
1353,2.0,2.0,ovo,0.001,sigmoid,0.5841194968553458
